704892510	20161108	201611	2016	2016.8438	AFG	AFGHAN	AFG								MOSSHI	SHIA				MOS	SHI				1	190	190	19	4	-10.0	10	1	10	-6.59630606860158	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108060000	https://tribune.com.pk/story/1552747/3-attacks-mosques-worshippers-soar-afghanistan-un/
704892511	20161108	201611	2016	2016.8438	EDU	PROFESSOR						EDU			BUS	BUSINESS						BUS			1	084	084	08	2	7.0	5	1	5	-7.68194070080863	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171108060000	http://www.todayonline.com/singapore/smu-business-student-jailed-16-weeks-illegal-log-modification-his-grades
704892512	20161108	201611	2016	2016.8438	EDU	STUDENT						EDU			RUS	RUSSIA	RUS								0	173	173	17	4	-5.0	2	1	2	-7.68194070080863	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171108060000	http://www.todayonline.com/singapore/smu-business-student-jailed-16-weeks-illegal-log-modification-his-grades
704892513	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV			LEG	LAWMAKER						LEG			1	172	172	17	4	-5.0	3	1	3	-2.74809160305343	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171108060000	https://wtop.com/national/2017/11/iowa-governor-seeks-review-of-couples-work-for-saudi-arabia/
704892514	20161108	201611	2016	2016.8438	RUS	RUSSIAN	RUS								EDU	STUDENT						EDU			0	173	173	17	4	-5.0	6	1	6	-7.68194070080863	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171108060000	http://www.todayonline.com/singapore/smu-business-student-jailed-16-weeks-illegal-log-modification-his-grades
704892515	20161108	201611	2016	2016.8438	RUS	RUSSIAN	RUS								RUSEDU	RUSSIA	RUS					EDU			0	173	173	17	4	-5.0	2	1	2	-7.68194070080863	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171108060000	http://www.todayonline.com/singapore/smu-business-student-jailed-16-weeks-illegal-log-modification-his-grades
704892516	20161108	201611	2016	2016.8438	USA	IOWA	USA								LEG	LAWMAKER						LEG			1	100	100	10	3	-5.0	1	1	1	-2.74809160305343	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171108060000	https://wtop.com/national/2017/11/iowa-governor-seeks-review-of-couples-work-for-saudi-arabia/
704892517	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								LEG	LAWMAKER						LEG			1	172	172	17	4	-5.0	1	1	1	-2.74809160305343	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171108060000	https://wtop.com/national/2017/11/iowa-governor-seeks-review-of-couples-work-for-saudi-arabia/
704892518	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								LEG	LAWMAKER						LEG			1	172	172	17	4	-5.0	1	1	1	-2.74809160305343	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	1	Saudi Arabia	SA	SA		25	45	SA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171108060000	https://wtop.com/national/2017/11/iowa-governor-seeks-review-of-couples-work-for-saudi-arabia/
704892519	20161108	201611	2016	2016.8438	USAGOV	HILLARY CLINTON	USA					GOV			CVL	VOTER						CVL			0	120	120	12	3	-4.0	2	1	2	1.2512030798845	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171108060000	https://www.politico.com/story/2017/11/08/virginia-exit-polls-trump-northam-gillespie-244677
704892520	20161108	201611	2016	2016.8438	USAGOV	HILLARY CLINTON	USA					GOV			CVL	VOTER						CVL			0	120	120	12	3	-4.0	5	1	5	1.2512030798845	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171108060000	https://www.politico.com/story/2017/11/08/virginia-exit-polls-trump-northam-gillespie-244677
704892521	20161108	201611	2016	2016.8438	USAJUD	UNITED STATES	USA					JUD			LEG	LEGISLATURE						LEG			1	051	051	05	1	3.4	4	1	4	-1.42857142857143	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171108060000	https://www.lincolntimesnews.com/news/legislators-talk-quest-for-new-election-maps/article_abcfdefa-c425-11e7-9274-63ea65e30f9e.html
704892522	20161108	201611	2016	2016.8438	USAJUD	UNITED STATES	USA					JUD			LEG	LEGISLATURE						LEG			1	051	051	05	1	3.4	1	1	1	-1.42857142857143	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171108060000	https://www.lincolntimesnews.com/news/legislators-talk-quest-for-new-election-maps/article_abcfdefa-c425-11e7-9274-63ea65e30f9e.html
704892523	20161108	201611	2016	2016.8438	VNM	VIETNAM	VNM								LAB	WORKER						LAB			1	110	110	11	3	-2.0	2	1	2	-0.44052863436123	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171108060000	http://www.fibre2fashion.com/news/textile-news/4th-industrial-revolution-challenge-for-vietnam-s-workers-228916-newsdetails.htm
704892524	20171009	201710	2017	2017.7644	AFR	AFRICA	AFR								GOV	GOVERNMENT						GOV			0	046	046	04	1	7.0	4	1	4	-2.01816347124117	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171108060000	http://www.lagazzettadelsudafrica.net/index.php?option=com_content&view=article&id=2733:zimbabwe-mugabe-s-axing-of-his-deputy-might-be-the-first-gusts-of-the-perfect-storm&catid=11&Itemid=124
704892525	20171009	201710	2017	2017.7644	AFR	AFRICA	AFR								GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	4	1	4	-2.01816347124117	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171108060000	http://www.lagazzettadelsudafrica.net/index.php?option=com_content&view=article&id=2733:zimbabwe-mugabe-s-axing-of-his-deputy-might-be-the-first-gusts-of-the-perfect-storm&catid=11&Itemid=124
704892526	20171009	201710	2017	2017.7644	BUS	BUSINESS						BUS													1	010	010	01	1	0.0	2	1	2	-0.54794520547945	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	0								4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20171108060000	http://www.bournemouthecho.co.uk/news/15647380.Chinese_takeaway_shuts_down_following_investigation_into___35m_money_laundering_operation/
704892527	20171009	201710	2017	2017.7644	BUS	BUSINESS						BUS			GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	6	1	6	-0.54794520547945	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20171108060000	http://www.bournemouthecho.co.uk/news/15647380.Chinese_takeaway_shuts_down_following_investigation_into___35m_money_laundering_operation/
704892528	20171009	201710	2017	2017.7644	BUS	BUSINESS						BUS			GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	2	1	2	-0.54794520547945	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Exeter, Devon, United Kingdom	UK	UKD4	40104	50.7	-3.53333	-2595805	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20171108060000	http://www.bournemouthecho.co.uk/news/15647380.Chinese_takeaway_shuts_down_following_investigation_into___35m_money_laundering_operation/
