704027981	20161105	201611	2016	2016.8356											OPP	PROTESTER						OPP			0	180	180	18	4	-9.0	8	1	8	-6.06936416184971	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20171105071500	https://www.outlookindia.com/website/story/after-ed-notice-yasin-malik-says-ready-to-go-tihar-but-will-not-talk-to-kashmir-/303938
704027982	20161105	201611	2016	2016.8356											OPP	PROTESTER						OPP			0	180	180	18	4	-9.0	2	1	2	-6.06936416184971	0								4	Tihar, Uttar Pradesh, India	IN	IN36	17917	26.3521	79.2158	10454667	4	Tihar, Uttar Pradesh, India	IN	IN36	17917	26.3521	79.2158	10454667	20171105071500	https://www.outlookindia.com/website/story/after-ed-notice-yasin-malik-says-ready-to-go-tihar-but-will-not-talk-to-kashmir-/303938
704027983	20161105	201611	2016	2016.8356											OPP	PROTESTER						OPP			0	190	190	19	4	-10.0	8	1	8	-6.06936416184971	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20171105071500	https://www.outlookindia.com/website/story/after-ed-notice-yasin-malik-says-ready-to-go-tihar-but-will-not-talk-to-kashmir-/303938
704027984	20161105	201611	2016	2016.8356											OPP	PROTESTER						OPP			0	190	190	19	4	-10.0	2	1	2	-6.06936416184971	0								4	Tihar, Uttar Pradesh, India	IN	IN36	17917	26.3521	79.2158	10454667	4	Tihar, Uttar Pradesh, India	IN	IN36	17917	26.3521	79.2158	10454667	20171105071500	https://www.outlookindia.com/website/story/after-ed-notice-yasin-malik-says-ready-to-go-tihar-but-will-not-talk-to-kashmir-/303938
704027985	20161105	201611	2016	2016.8356	AUS	AUSTRALIAN	AUS								USAGOV	BARACK OBAMA	USA					GOV			1	050	050	05	1	3.5	3	2	3	-6.0055353422272	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	United States	US	US		39.828175	-98.5795	US	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105071500	https://www.yahoo.com/news/australia-turns-down-nz-offer-asylum-seekers-barricaded-065001896.html
704027986	20161105	201611	2016	2016.8356	AUS	AUSTRALIAN	AUS								USAGOV	BARACK OBAMA	USA					GOV			1	050	050	05	1	3.5	3	2	3	-6.0055353422272	1	Nauru	NR	NR		-0.533333	166.916667	NR	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105071500	https://www.yahoo.com/news/australia-turns-down-nz-offer-asylum-seekers-barricaded-065001896.html
704027987	20161105	201611	2016	2016.8356	USA	THE US	USA																		0	061	061	06	2	6.4	7	1	7	0	1	Colombia	CO	CO		4	-72	CO	0								1	Colombia	CO	CO		4	-72	CO	20171105071500	http://todaycolombia.com/helping-colombia-resolve-war-strengthens-international-order-us-depends-on-obama/
704027988	20161105	201611	2016	2016.8356	USA	THE US	USA																		0	061	061	06	2	6.4	2	1	2	0	1	Mexico	MX	MX		23	-102	MX	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105071500	http://todaycolombia.com/helping-colombia-resolve-war-strengthens-international-order-us-depends-on-obama/
704027989	20161105	201611	2016	2016.8356	USAGOV	BARACK OBAMA	USA					GOV			AUS	AUSTRALIAN	AUS								1	050	050	05	1	3.5	3	2	3	-6.0055353422272	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Nauru	NR	NR		-0.533333	166.916667	NR	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105071500	https://www.yahoo.com/news/australia-turns-down-nz-offer-asylum-seekers-barricaded-065001896.html
704027990	20161105	201611	2016	2016.8356	USAGOV	BARACK OBAMA	USA					GOV			AUS	AUSTRALIAN	AUS								1	050	050	05	1	3.5	3	2	3	-6.0055353422272	1	United States	US	US		39.828175	-98.5795	US	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105071500	https://www.yahoo.com/news/australia-turns-down-nz-offer-asylum-seekers-barricaded-065001896.html
704027991	20171006	201710	2017	2017.7562											GBR	SCOTLAND	GBR								1	173	173	17	4	-5.0	6	1	6	-6.08365019011407	0								4	Ardeche, RhôAlpes, France	FR	FRB9	16328	44.2649	4.64761	-1408157	4	Ardeche, RhôAlpes, France	FR	FRB9	16328	44.2649	4.64761	-1408157	20171105071500	https://www.msn.com/en-gb/news/world/sex-attacker-caged-for-raping-two-schoolgirls-in-france-preyed-on-four-other-woman-says-estranged-wife/ar-AAusmBE
704027992	20171006	201710	2017	2017.7562											LEG	CONGRESS						LEG			0	046	046	04	1	7.0	10	1	10	2.37659963436929	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171105071500	http://www.news18.com/news/politics/gujarat-congress-leaders-to-meet-kapil-sibal-today-to-finalise-stand-on-patel-quota-1567285.html
704027993	20171006	201710	2017	2017.7562	CHN	CHINA	CHN																		1	051	051	05	1	3.4	6	1	6	1.19617224880382	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	0								1	India	IN	IN		20	77	IN	20171105071500	https://chandigarhmetro.com/india-now-second-largest-smart-phone-market-world-2017/
704027994	20171006	201710	2017	2017.7562	EDU	COLLEGE						EDU			UZB	UZBEKISTAN	UZB								0	043	043	04	1	2.8	4	2	4	-4.66416499440338	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171105071500	http://freerepublic.com/focus/f-news/3601829/posts
704027995	20171006	201710	2017	2017.7562	LEG	CONGRESS						LEG													0	046	046	04	1	7.0	2	1	2	2.37659963436929	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171105071500	http://www.news18.com/news/politics/gujarat-congress-leaders-to-meet-kapil-sibal-today-to-finalise-stand-on-patel-quota-1567285.html
704027996	20171006	201710	2017	2017.7562	LEG	CONGRESS						LEG													0	046	046	04	1	7.0	8	1	8	2.37659963436929	4	Gandhinagar, Gujarat, India	IN	IN09	17645	23.2167	72.6833	-2095816	0								4	Gandhinagar, Gujarat, India	IN	IN09	17645	23.2167	72.6833	-2095816	20171105071500	http://www.news18.com/news/politics/gujarat-congress-leaders-to-meet-kapil-sibal-today-to-finalise-stand-on-patel-quota-1567285.html
704027997	20171006	201710	2017	2017.7562	LEG	LEGISLATURE						LEG													0	051	051	05	1	3.4	6	1	6	2.78682591386175	3	Cassadaga, New York, United States	US	USNY	NY013	42.3442	-79.3095	945970	0								3	Sinclairville, New York, United States	US	USNY	NY013	42.2639	-79.2587	965303	20171105071500	http://www.observertoday.com/news/local-region/2017/11/getting-ready-for-tuesday-no-flipping-ballot-in-county-and-the-races/
704027998	20171006	201710	2017	2017.7562	USA	UNITED STATES	USA								LEG	LEGISLATURE						LEG			0	051	051	05	1	3.4	1	1	1	2.78682591386175	3	Cassadaga, New York, United States	US	USNY	NY013	42.3442	-79.3095	945970	3	Cassadaga, New York, United States	US	USNY	NY013	42.3442	-79.3095	945970	3	Cassadaga, New York, United States	US	USNY	NY013	42.3442	-79.3095	945970	20171105071500	http://www.observertoday.com/news/local-region/2017/11/getting-ready-for-tuesday-no-flipping-ballot-in-county-and-the-races/
704027999	20171006	201710	2017	2017.7562	USA	UNITED STATES	USA								LEG	LEGISLATURE						LEG			0	051	051	05	1	3.4	1	1	1	2.78682591386175	3	Cassadaga, New York, United States	US	USNY	NY013	42.3442	-79.3095	945970	3	Cassadaga, New York, United States	US	USNY	NY013	42.3442	-79.3095	945970	3	Silver Creek, New York, United States	US	USNY		42.5442	-79.1667	970603	20171105071500	http://www.observertoday.com/news/local-region/2017/11/getting-ready-for-tuesday-no-flipping-ballot-in-county-and-the-races/
704028000	20171006	201710	2017	2017.7562	USA	UNITED STATES	USA								LEG	LEGISLATURE						LEG			0	051	051	05	1	3.4	2	1	2	2.78682591386175	3	Chautauqua County, New York, United States	US	USNY	NY013	42.2506	-79.3998	974105	3	Chautauqua County, New York, United States	US	USNY		42.2506	-79.3998	974105	3	Chautauqua County, New York, United States	US	USNY		42.2506	-79.3998	974105	20171105071500	http://www.observertoday.com/news/local-region/2017/11/getting-ready-for-tuesday-no-flipping-ballot-in-county-and-the-races/
704028001	20171006	201710	2017	2017.7562	UZB	UZBEKISTAN	UZB								EDU	COLLEGE						EDU			0	042	042	04	1	1.9	4	2	4	-4.66416499440338	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171105071500	http://freerepublic.com/focus/f-news/3601829/posts
704028002	20171029	201710	2017	2017.8192	AFR	AFRICA	AFR								BHR	BAHRAIN	BHR								0	043	043	04	1	2.8	4	1	4	3.17073028815476	1	Saudi Arabia	SA	SA		25	45	SA	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20171105071500	http://www.newsofbahrain.com/viewNews.php?ppId=39267&TYPE=Posts&pid=21&MNU=18&SUB=
704028003	20171029	201710	2017	2017.8192	BHR	BAHRAIN	BHR																		1	070	070	07	2	7.0	4	1	4	-0.51635111876076	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	0								4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20171105071500	http://www.newsofbahrain.com/viewNews.php?ppId=39262&TYPE=Posts&pid=21&MNU=2&SUB=
704028004	20171029	201710	2017	2017.8192	BHR	BAHRAIN	BHR																		1	070	070	07	2	7.0	4	1	4	-2.3696682464455	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	0								1	Qatar	QA	QA		25.5	51.25	QA	20171105071500	http://www.newsofbahrain.com/viewNews.php?ppId=39262&TYPE=Posts&pid=21&MNU=2&SUB=2
704028005	20171029	201710	2017	2017.8192	BHR	BAHRAIN	BHR								AFR	AFRICA	AFR								0	042	042	04	1	1.9	4	1	4	3.17073028815476	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	1	Saudi Arabia	SA	SA		25	45	SA	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20171105071500	http://www.newsofbahrain.com/viewNews.php?ppId=39267&TYPE=Posts&pid=21&MNU=18&SUB=
704028006	20171029	201710	2017	2017.8192	IMGSEAMOSASF	ISNILON	SEA			MOS		IMG			MIL	GOVERNMENT TROOPS						MIL			1	190	190	19	4	-10.0	6	1	6	-5.96330275229358	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171105071500	https://news.mb.com.ph/2017/11/05/hunt-for-remaining-maute-stragglers-still-ongoing/
