704312526	20071109	200711	2007	2007.8466	GOV	CHIEF EXECUTIVE						GOV			USAMED	REUTERS	USA					MED			1	010	010	01	1	0.0	8	1	8	1.036866359447	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171106130000	https://www.environmentalleader.com/2017/11/duponts-expected-sale-cellulosic-biofuels-plant-sign-times/
704312527	20071109	200711	2007	2007.8466	USAGOV	UNITED STATES	USA					GOV			USAMED	REUTERS	USA					MED			1	010	010	01	1	0.0	2	1	2	1.036866359447	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171106130000	https://www.environmentalleader.com/2017/11/duponts-expected-sale-cellulosic-biofuels-plant-sign-times/
704312528	20161106	201611	2016	2016.8384											RUS	RUSSIAN	RUS								1	042	042	04	1	1.9	1	1	1	-4.8	0								1	Ukraine	UP	UP		49	32	UP	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106130000	http://www.arkansasonline.com/news/2017/nov/06/uh-oh-moment/
704312529	20161106	201611	2016	2016.8384											USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	4.55635491606714	0								3	Mount Harmon, Maryland, United States	US	USMD		39.3826	-75.9369	589378	3	Mount Harmon, Maryland, United States	US	USMD		39.3826	-75.9369	589378	20171106130000	http://www.cecildaily.com/spotlight/article_5b2a1d8b-c30c-5cc1-aed2-41e1e1c9d364.html
704312530	20161106	201611	2016	2016.8384	ARE	DUBAI	ARE																		1	111	111	11	3	-2.0	4	1	4	1.55763239875389	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171106130000	http://www.indiaretailing.com/2017/11/06/fashion/dubai-based-lifestyle-fashion-brand-comoculture-foray-india-next-year/
704312531	20161106	201611	2016	2016.8384	ARE	UNITED ARAB EMIRATES	ARE																		1	111	111	11	3	-2.0	6	1	6	1.55763239875389	1	India	IN	IN		20	77	IN	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20171106130000	http://www.indiaretailing.com/2017/11/06/fashion/dubai-based-lifestyle-fashion-brand-comoculture-foray-india-next-year/
704312532	20161106	201611	2016	2016.8384	BUS	INVESTOR						BUS			MNCUSAMED	QUALCOMM	USA					MNC	MED		0	060	060	06	2	6.0	10	1	10	-0.47244094488189	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171106130000	https://www.nytimes.com/2017/11/06/business/dealbook/broadcom-qualcomm-merger.html
704312533	20161106	201611	2016	2016.8384	CRM	CRIMINAL						CRM			EDUEDU	SCHOOL						EDU	EDU		1	090	090	09	2	-2.0	2	1	2	-5.76923076923077	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171106130000	https://www.boston.com/news/national-news/2017/11/06/anthony-weiner-set-for-massachusetts-prison-stint-for-sexting-conviction
704312534	20161106	201611	2016	2016.8384	EDU	SCHOOL						EDU			JEW	JEWISH				JEW					1	014	014	01	1	0.0	10	1	10	1.34228187919463	0								0								0								20171106130000	https://www.seattletimes.com/nation-world/officials-weigh-keeping-schools-open-on-jewish-holidays/
704312535	20161106	201611	2016	2016.8384	GHA	GHANAIAN	GHA																		1	080	080	08	2	5.0	7	1	7	-0.97087378640777	1	Ghana	GH	GH		8	-2	GH	0								1	Ghana	GH	GH		8	-2	GH	20171106130000	http://themarketghana.com/news/business/21127/Ghana_To_Issue_Domestic_Dollar_Bond_Next_Week
704312536	20161106	201611	2016	2016.8384	GOV	PRESIDENT						GOV			BUS	COMPANY						BUS			1	010	010	01	1	0.0	3	1	3	0.568181818181818	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106130000	http://indiatoday.intoday.in/technology/story/htc-to-launch-five-phones-in-2018-bring-back-dual-camera-phones/1/1083458.html
704312537	20161106	201611	2016	2016.8384	GOV	PRESIDENT						GOV			BUS	COMPANY						BUS			1	013	013	01	1	0.4	2	1	2	0.568181818181818	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106130000	http://indiatoday.intoday.in/technology/story/htc-to-launch-five-phones-in-2018-bring-back-dual-camera-phones/1/1083458.html
704312538	20161106	201611	2016	2016.8384	NOR	NORWAY	NOR								IGOEUREEC	THE EU	EUR	EEC				IGO			0	061	061	06	2	6.4	10	1	10	1.55440414507772	1	Norway	NO	NO		62	10	NO	4	Bochkarev, Saratovskaya Oblast', Russia	RS	RS67	25096	51.6431	49.147	11095196	4	Bochkarev, Saratovskaya Oblast', Russia	RS	RS67	25096	51.6431	49.147	11095196	20171106130000	http://www.euractiv.com/section/energy/opinion/does-eu-gas-policymaking-take-customers-interest-into-account/
704312539	20161106	201611	2016	2016.8384	RUS	RUSSIA	RUS								IGOEUREEC	THE EU	EUR	EEC				IGO			0	061	061	06	2	6.4	8	1	8	1.55440414507772	4	Bochkarev, Saratovskaya Oblast', Russia	RS	RS67	25096	51.6431	49.147	11095196	4	Bochkarev, Saratovskaya Oblast', Russia	RS	RS67	25096	51.6431	49.147	11095196	4	Bochkarev, Saratovskaya Oblast', Russia	RS	RS67	25096	51.6431	49.147	11095196	20171106130000	http://www.euractiv.com/section/energy/opinion/does-eu-gas-policymaking-take-customers-interest-into-account/
704312540	20161106	201611	2016	2016.8384	RUS	RUSSIA	RUS								IGOEUREEC	THE EU	EUR	EEC				IGO			0	061	061	06	2	6.4	2	1	2	1.55440414507772	1	Norway	NO	NO		62	10	NO	4	Bochkarev, Saratovskaya Oblast', Russia	RS	RS67	25096	51.6431	49.147	11095196	4	Bochkarev, Saratovskaya Oblast', Russia	RS	RS67	25096	51.6431	49.147	11095196	20171106130000	http://www.euractiv.com/section/energy/opinion/does-eu-gas-policymaking-take-customers-interest-into-account/
704312541	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								UKR	UKRAINE	UKR								1	036	036	03	1	4.0	6	1	6	-4.8	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106130000	http://www.arkansasonline.com/news/2017/nov/06/uh-oh-moment/
704312542	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								UKR	UKRAINE	UKR								1	043	043	04	1	2.8	1	1	1	-4.8	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106130000	http://www.arkansasonline.com/news/2017/nov/06/uh-oh-moment/
704312543	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								UKR	UKRAINE	UKR								1	043	043	04	1	2.8	1	1	1	-4.8	1	Russia	RS	RS		60	100	RS	1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	20171106130000	http://www.arkansasonline.com/news/2017/nov/06/uh-oh-moment/
704312544	20161106	201611	2016	2016.8384	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								1	036	036	03	1	4.0	6	1	6	-4.8	1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106130000	http://www.arkansasonline.com/news/2017/nov/06/uh-oh-moment/
704312545	20161106	201611	2016	2016.8384	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								1	042	042	04	1	1.9	1	1	1	-4.8	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106130000	http://www.arkansasonline.com/news/2017/nov/06/uh-oh-moment/
704312546	20161106	201611	2016	2016.8384	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								1	042	042	04	1	1.9	1	1	1	-4.8	1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106130000	http://www.arkansasonline.com/news/2017/nov/06/uh-oh-moment/
704312547	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		1	042	042	04	1	1.9	4	1	4	4.55635491606714	3	Mount Harmon, Maryland, United States	US	USMD	MD015	39.3826	-75.9369	589378	0								3	Mount Harmon, Maryland, United States	US	USMD		39.3826	-75.9369	589378	20171106130000	http://www.cecildaily.com/spotlight/article_5b2a1d8b-c30c-5cc1-aed2-41e1e1c9d364.html
704312548	20171007	201710	2017	2017.7589											GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	2	1	2	0.69444444444445	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171106130000	https://www.xconomy.com/boston/2017/10/16/bridge-project-qa-big-idea-winners-on-connecting-cancer-experts/
