705386851	20071112	200711	2007	2007.8548	GBRGOV	UNITED KINGDOM	GBR					GOV													0	010	010	01	1	0.0	2	1	2	-0.59171597633136	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171109161500	http://www.cairnspost.com.au/business/rotarys-battle-for-survival-with-ageing-and-declining-membership/news-story/ac0e2ef48d72b08bba40e6bc9195e573?nk=fe82397cba316cb049c6a85cef030446-1510243706
705386852	20071112	200711	2007	2007.8548	GOV	GOVERNOR						GOV													0	010	010	01	1	0.0	6	1	6	-0.59171597633136	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171109161500	http://www.cairnspost.com.au/business/rotarys-battle-for-survival-with-ageing-and-declining-membership/news-story/ac0e2ef48d72b08bba40e6bc9195e573?nk=fe82397cba316cb049c6a85cef030446-1510243706
705386853	20071112	200711	2007	2007.8548	GOV	GOVERNOR						GOV			GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	2	1	2	-0.59171597633136	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171109161500	http://www.cairnspost.com.au/business/rotarys-battle-for-survival-with-ageing-and-declining-membership/news-story/ac0e2ef48d72b08bba40e6bc9195e573?nk=fe82397cba316cb049c6a85cef030446-1510243706
705386854	20161109	201611	2016	2016.8466											GOV	CABINET						GOV			0	045	045	04	1	5.0	6	1	6	-2.9925187032419	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171109161500	https://stepfeed.com/saudi-arabia-just-asked-its-citizens-to-leave-lebanon-warned-against-visiting-8943
705386855	20161109	201611	2016	2016.8466											NPL	NEPAL	NPL								1	061	061	06	2	6.4	10	1	10	1.05820105820106	0								5	Gandaki, Gandaki, Nepal	NP	NP04	22363	28.3333	84.3833	-1021959	5	Gandaki, Gandaki, Nepal	NP	NP04	22363	28.3333	84.3833	-1021959	20171109161500	http://peoplesreview.com.np/2017/11/09/parties-election-manifesto-just-distributing-dreams/
705386856	20161109	201611	2016	2016.8466	BUS	COMPANIES						BUS			CAN	CANADA	CAN								1	061	061	06	2	6.4	2	1	2	1.50375939849624	1	Slovenia	SI	SI		46.25	15.166667	SI	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171109161500	http://www.sloveniatimes.com/pocivalsek-promoting-slo-as-good-entry-point-to-eu-in-canada
705386857	20161109	201611	2016	2016.8466	BUS	COMPANIES						BUS			CAN	CANADA	CAN								1	061	061	06	2	6.4	8	1	8	1.50375939849624	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	20171109161500	http://www.sloveniatimes.com/pocivalsek-promoting-slo-as-good-entry-point-to-eu-in-canada
705386858	20161109	201611	2016	2016.8466	BUS	COMPANY						BUS			LAB	EMPLOYEE						LAB			1	172	172	17	4	-5.0	5	1	5	0.7360672975815	0								0								0								20171109161500	https://www.forbes.com/sites/brianscudamore/2017/11/09/avoid-year-end-burnout-by-taking-a-real-vacation-from-work-heres-how/
705386859	20161109	201611	2016	2016.8466	BWA	BOTSWANA	BWA								MED	BLOG						MED			0	043	043	04	1	2.8	6	1	6	-2.23642172523961	1	Botswana	BC	BC		-22	24	BC	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20171109161500	https://www.cbsnews.com/news/kenya-crazy-gay-lions-isolated-ezekial-mutua-film-classification-board/
705386860	20161109	201611	2016	2016.8466	BWA	BOTSWANA	BWA								MED	BLOG						MED			0	043	043	04	1	2.8	4	1	4	-2.23642172523961	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20171109161500	https://www.cbsnews.com/news/kenya-crazy-gay-lions-isolated-ezekial-mutua-film-classification-board/
