703915365	20161104	201611	2016	2016.8329	COP	PRISON						COP			JUD	JUDGE						JUD			1	173	173	17	4	-5.0	2	1	2	-0.5427408412483	3	Laramie County, Wyoming, United States	US	USWY	WY021	41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	20171104164500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-a-path-to-success-or-pipeline-to/article_dadb954e-c129-11e7-b7b2-8be473441199.html
703915366	20161104	201611	2016	2016.8329	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-0.5427408412483	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171104164500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-a-path-to-success-or-pipeline-to/article_dadb954e-c129-11e7-b7b2-8be473441199.html
703915367	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA								JUD	JUDGE						JUD			1	173	173	17	4	-5.0	4	1	4	-0.5427408412483	3	Laramie County, Wyoming, United States	US	USWY	WY021	41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	20171104164500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-a-path-to-success-or-pipeline-to/article_dadb954e-c129-11e7-b7b2-8be473441199.html
703915368	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA								USAJUD	UNITED STATES	USA					JUD			1	173	173	17	4	-5.0	2	1	2	-0.5427408412483	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171104164500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-a-path-to-success-or-pipeline-to/article_dadb954e-c129-11e7-b7b2-8be473441199.html
703915369	20171005	201710	2017	2017.7534											JUD	FEDERAL COURT						JUD			0	042	042	04	1	1.9	3	1	3	-4.11946446961895	0								3	Pima County, Arizona, United States	US	USAZ		32.0004	-112.003	25446	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20171104164500	http://tucson.com/news/local/city-board-reinstates-tucson-police-officer-fired-over-alleged-forgery/article_3dc24367-779b-5f20-a71b-eb966d676b6b.html
703915370	20171005	201710	2017	2017.7534	AGO	ANGOLA	AGO								LSO	LESOTHO	LSO								0	010	010	01	1	0.0	2	1	2	-1.06100795755968	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20171104164500	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49742&catid=74&Itemid=30
703915371	20171005	201710	2017	2017.7534	AGO	ANGOLA	AGO								LSO	LESOTHO	LSO								0	010	010	01	1	0.0	8	1	8	-1.06100795755968	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	1	Lesotho	LT	LT		-29.5	28.25	LT	1	Lesotho	LT	LT		-29.5	28.25	LT	20171104164500	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49742&catid=74&Itemid=30
703915372	20171005	201710	2017	2017.7534	AGO	ANGOLA	AGO								LSO	LESOTHO	LSO								0	036	036	03	1	4.0	2	1	2	-1.06100795755968	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20171104164500	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49742&catid=74&Itemid=30
703915373	20171005	201710	2017	2017.7534	AGO	ANGOLA	AGO								LSO	LESOTHO	LSO								0	036	036	03	1	4.0	8	1	8	-1.06100795755968	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	1	Lesotho	LT	LT		-29.5	28.25	LT	1	Lesotho	LT	LT		-29.5	28.25	LT	20171104164500	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49742&catid=74&Itemid=30
703915374	20171005	201710	2017	2017.7534	CVL	RESIDENTS						CVL			AUS	VICTORIA	AUS								1	173	173	17	4	-5.0	5	1	5	0	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20171104164500	http://www.theleader.info/2017/11/04/mojacar-runs-successful-active-aging-course-towns-senior-citizens/
703915375	20171005	201710	2017	2017.7534	JUD	FEDERAL COURT						JUD													0	043	043	04	1	2.8	3	1	3	-4.11946446961895	3	Pima County, Arizona, United States	US	USAZ	AZ019	32.0004	-112.003	25446	0								3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20171104164500	http://tucson.com/news/local/city-board-reinstates-tucson-police-officer-fired-over-alleged-forgery/article_3dc24367-779b-5f20-a71b-eb966d676b6b.html
