703094053	20071104	200711	2007	2007.8329	IGOUNOGOV	UNITED NATIONS		UNO				IGO	GOV		PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	6	1	6	-6.1046511627907	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171101224500	http://www.springfieldnewssun.com/news/national-govt--politics/congress-looks-tighten-sanctions-north-korea/KoRlweWOhUuPSPapm3YjoN/
703094054	20071104	200711	2007	2007.8329	IGOUNOGOV	UNITED NATIONS		UNO				IGO	GOV		PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	2	1	2	-6.1046511627907	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171101224500	http://www.springfieldnewssun.com/news/national-govt--politics/congress-looks-tighten-sanctions-north-korea/KoRlweWOhUuPSPapm3YjoN/
703094055	20071104	200711	2007	2007.8329	IGOUNOGOV	UNITED NATIONS		UNO				IGO	GOV		PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	2	1	2	-6.1046511627907	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171101224500	http://www.springfieldnewssun.com/news/national-govt--politics/congress-looks-tighten-sanctions-north-korea/KoRlweWOhUuPSPapm3YjoN/
703094056	20161101	201611	2016	2016.8247											IND	GUJARAT	IND								0	173	173	17	4	-5.0	3	1	3	-5.88235294117647	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20171101224500	http://kashmirreader.com/2017/11/02/israeli-commanders-kashmir-visit-exposes-anti-muslim-nexus-dem/
703094057	20161101	201611	2016	2016.8247											LAB	WORKER						LAB			1	020	020	02	1	3.0	1	1	1	1.06707317073171	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171101224500	http://www.thepeterboroughexaminer.com/2017/11/01/peterborough-long-term-care-workers-going-to-queens-park-for-vote-on-time-to-care-act
703094058	20161101	201611	2016	2016.8247	ARE	UNITED ARAB EMIRATES	ARE								CHN	CHINESE	CHN								1	043	043	04	1	2.8	4	1	4	1.92307692307693	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171101224500	http://www2.anba.com.br/noticia/21876761/tourism/abu-dhabi-hotels-welcome-7-more-tourists/
703094059	20161101	201611	2016	2016.8247	ARE	UNITED ARAB EMIRATES	ARE								CHNCVL	CHINESE	CHN					CVL			1	043	043	04	1	2.8	3	1	3	1.92307692307693	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171101224500	http://www2.anba.com.br/noticia/21876761/tourism/abu-dhabi-hotels-welcome-7-more-tourists/
703094060	20161101	201611	2016	2016.8247	ARE	ABU DHABI	ARE								MED	NEWS AGENCY						MED			1	010	010	01	1	0.0	10	1	10	1.92307692307693	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20171101224500	http://www2.anba.com.br/noticia/21876761/tourism/abu-dhabi-hotels-welcome-7-more-tourists/
703094061	20161101	201611	2016	2016.8247	ARE	ABU DHABI	ARE								MED	NEWS AGENCY						MED			1	051	051	05	1	3.4	5	1	5	1.92307692307693	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20171101224500	http://www2.anba.com.br/noticia/21876761/tourism/abu-dhabi-hotels-welcome-7-more-tourists/
703094062	20161101	201611	2016	2016.8247	ARE	ABU DHABI	ARE								MED	NEWS AGENCY						MED			1	051	051	05	1	3.4	2	1	2	1.92307692307693	1	China	CH	CH		35	105	CH	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20171101224500	http://www2.anba.com.br/noticia/21876761/tourism/abu-dhabi-hotels-welcome-7-more-tourists/
