703406645	20161102	201611	2016	2016.8274											USA	UNITED STATES	USA								0	173	173	17	4	-5.0	3	1	3	-8.14814814814815	0								3	Pinal County, Arizona, United States	US	USAZ		33.0006	-111.517	25447	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20171102213000	http://www.swnewsmedia.com/prior_lake_american/news/prior-lake-high-school-grad-charged-with-rape/article_267771fc-4354-5ed9-84a3-a9e3530f29db.html
703406646	20161102	201611	2016	2016.8274	AFRJUD	AFRICA	AFR					JUD													0	050	050	05	1	3.5	10	1	10	-5.91836734693878	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171102213000	https://www.voanews.com/a/south-africa-zuma-corruption/4097433.html
703406647	20161102	201611	2016	2016.8274	AFRJUD	AFRICA	AFR					JUD			JUD	SUPREME COURT						JUD			0	1241	124	12	3	-4.0	5	1	5	-5.91836734693878	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171102213000	https://www.voanews.com/a/south-africa-zuma-corruption/4097433.html
703406648	20161102	201611	2016	2016.8274	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-6.95364238410596	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102213000	https://www.voanews.com/a/paul-manafort-rick-gates-former-trump-campaign-officials-lose-bid-end-house-arrest/4097494.html
703406649	20161102	201611	2016	2016.8274	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-6.95364238410596	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171102213000	https://www.voanews.com/a/paul-manafort-rick-gates-former-trump-campaign-officials-lose-bid-end-house-arrest/4097494.html
703406650	20161102	201611	2016	2016.8274	CVL	IMMIGRANT						CVL			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	1.92926045016077	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171102213000	http://www.kltv.com/story/36749343/gop-senators-say-fate-of-dreamers-must-wait-for-next-year
703406651	20161102	201611	2016	2016.8274	GOV	CHANCELLOR						GOV													0	071	071	07	2	7.4	10	1	10	-1.28676470588236	4	Alverthorpe, Wakefield, United Kingdom	UK	UKO7	40138	53.6833	-1.53333	-2588199	0								4	Alverthorpe, Wakefield, United Kingdom	UK	UKO7	40138	53.6833	-1.53333	-2588199	20171102213000	http://www.wakefieldexpress.co.uk/news/andrea-jenkyns-we-must-do-all-we-can-to-support-drivers-1-8837265
703406652	20161102	201611	2016	2016.8274	GOV	PRESIDENT						GOV			MEDBUS	MEDIA						MED	BUS		1	111	111	11	3	-2.0	8	1	8	-0.49443757725587	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171102213000	http://www.stltoday.com/business/local/u-s-and-at-t-discuss-conditions-for-approval-of/article_680dfda3-e416-5981-b053-e638594ac9e3.html
703406653	20161102	201611	2016	2016.8274	GOV	PRESIDENT						GOV			MEDBUS	MEDIA						MED	BUS		1	112	112	11	3	-2.0	8	1	8	-0.49443757725587	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171102213000	http://www.stltoday.com/business/local/u-s-and-at-t-discuss-conditions-for-approval-of/article_680dfda3-e416-5981-b053-e638594ac9e3.html
703406654	20161102	201611	2016	2016.8274	GOVBUS	CENTRAL BANK						GOV	BUS												0	130	130	13	3	-4.4	10	1	10	-3.20102432778489	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171102213000	https://www.economist.com/news/asia/21730918-cumbersome-new-goods-and-services-tax-has-gone-down-badly-indias-previously-unstoppable-ruling
703406655	20161102	201611	2016	2016.8274	RUS	RUSSIA	RUS								SPY	INTELLIGENCE COMMUNITY						SPY			1	120	120	12	3	-4.0	5	1	5	-2.69299820466786	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171102213000	https://www.voanews.com/a/what-we-know-russia-social-media-election-meddling/4097447.html
703406656	20161102	201611	2016	2016.8274	TONJUD	TONGA	TON					JUD			CAN	CANADIAN	CAN								1	112	112	11	3	-2.0	12	2	12	-10.3657262277952	1	Tonga	TN	TN		-20	-175	TN	1	Canada	CA	CA		60	-96	CA	1	Tonga	TN	TN		-20	-175	TN	20171102213000	http://www.sfgate.com/news/crime/article/US-won-t-extradite-American-charged-with-murder-12327503.php
703406657	20161102	201611	2016	2016.8274	TONJUD	TONGA	TON					JUD			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	2	2	-10.3657262277952	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171102213000	http://www.sfgate.com/news/crime/article/US-won-t-extradite-American-charged-with-murder-12327503.php
703406658	20161102	201611	2016	2016.8274	TONJUD	TONGA	TON					JUD			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	2	2	-10.3657262277952	1	Tonga	TN	TN		-20	-175	TN	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171102213000	http://www.sfgate.com/news/crime/article/US-won-t-extradite-American-charged-with-murder-12327503.php
703406659	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA																		0	061	061	06	2	6.4	2	1	2	1.70648464163823	1	United States	US	US		39.828175	-98.5795	US	0								1	Mexico	MX	MX		23	-102	MX	20171102213000	http://www.4-traders.com/CORN-FUTURES-ZC-CBE--16213/news/Soybeans-Rise-on-Good-Demand-Yield-Concerns-25426796/
703406660	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								CVL	PROPERTY OWNER						CVL			0	020	020	02	1	3.0	4	1	4	-5.39932508436445	3	Fort Lauderdale, Florida, United States	US	USFL	FL011	26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL		26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL		26.1223	-80.1434	282693	20171102213000	http://www.sun-sentinel.com/opinion/fl-op-column-fred-grimm-king-tides-climate-change-20171102-story.html
703406661	20161102	201611	2016	2016.8274	USA	FLORIDA	USA								CVL	SCIENTIST						CVL			0	020	020	02	1	3.0	1	1	1	-5.39932508436445	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171102213000	http://www.sun-sentinel.com/opinion/fl-op-column-fred-grimm-king-tides-climate-change-20171102-story.html
703406662	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								CVL	PROPERTY OWNER						CVL			0	080	080	08	2	5.0	4	1	4	-5.39932508436445	3	Fort Lauderdale, Florida, United States	US	USFL	FL011	26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL		26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL		26.1223	-80.1434	282693	20171102213000	http://www.sun-sentinel.com/opinion/fl-op-column-fred-grimm-king-tides-climate-change-20171102-story.html
