704781482	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								1	060	060	06	2	6.0	5	1	5	-5.48302872062664	0								3	Lewistown, Montana, United States	US	USMT	MT027	47.0625	-109.428	798996	3	Lewistown, Montana, United States	US	USMT	MT027	47.0625	-109.428	798996	20171107220000	http://www.greatfallstribune.com/story/news/2017/11/07/shelby-murderer-once-montanas-longest-large-dies-inmate/841102001/
704781483	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								1	060	060	06	2	6.0	1	1	1	-5.48302872062664	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20171107220000	http://www.greatfallstribune.com/story/news/2017/11/07/shelby-murderer-once-montanas-longest-large-dies-inmate/841102001/
704781484	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								1	141	141	14	3	-6.5	1	1	1	-5.48302872062664	0								3	Lewistown, Montana, United States	US	USMT	MT027	47.0625	-109.428	798996	3	Lewistown, Montana, United States	US	USMT	MT027	47.0625	-109.428	798996	20171107220000	http://www.greatfallstribune.com/story/news/2017/11/07/shelby-murderer-once-montanas-longest-large-dies-inmate/841102001/
704781485	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								1	141	141	14	3	-6.5	4	1	4	-5.48302872062664	0								3	Lewistown, Montana, United States	US	USMT	MT027	47.0625	-109.428	798996	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20171107220000	http://www.greatfallstribune.com/story/news/2017/11/07/shelby-murderer-once-montanas-longest-large-dies-inmate/841102001/
704781486	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								1	141	141	14	3	-6.5	1	1	1	-5.48302872062664	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	3	Lewistown, Montana, United States	US	USMT	MT027	47.0625	-109.428	798996	20171107220000	http://www.greatfallstribune.com/story/news/2017/11/07/shelby-murderer-once-montanas-longest-large-dies-inmate/841102001/
704781487	20161107	201611	2016	2016.8411	CHN	CHINESE	CHN								PRK	NORTH KOREA	PRK								0	042	042	04	1	1.9	1	1	1	-4.22885572139303	1	South Korea	KS	KS		37	127.5	KS	4	Dandong, Liaoning, China	CH	CH19	13182	40.1292	124.395	-1902084	1	South Korea	KS	KS		37	127.5	KS	20171107220000	http://www.newsweek.com/china-bans-north-korea-tourism-one-day-trump-arrives-704284
704781488	20161107	201611	2016	2016.8411	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO													1	010	010	01	1	0.0	5	1	5	-5.08474576271187	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171107220000	https://www.washingtonpost.com/local/raskin-wants-tougher-law-on-campus-religious-discrimination/2017/11/07/66e4253a-c3fd-11e7-9922-4151f5ca6168_story.html
704781489	20161107	201611	2016	2016.8411	PHLGOV	FILIPINO	PHL					GOV			PHL	PHILIPPINE	PHL								0	020	020	02	1	3.0	10	1	10	-1.90641247833622	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171107220000	http://www.nationalgeographic.com.au/science/fight-climate-change-by-suing-polluters-says-scientist.aspx
704781490	20161107	201611	2016	2016.8411	PRK	NORTH KOREA	PRK								CHN	CHINESE	CHN								0	043	043	04	1	2.8	2	1	2	-4.22885572139303	4	Dandong, Liaoning, China	CH	CH19	13182	40.1292	124.395	-1902084	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171107220000	http://www.newsweek.com/china-bans-north-korea-tourism-one-day-trump-arrives-704284
704781491	20161107	201611	2016	2016.8411	PRK	NORTH KOREA	PRK								KORGOV	SOUTH KOREA	KOR					GOV			1	130	130	13	3	-4.4	2	1	2	2.59481037924152	1	United States	US	US		39.828175	-98.5795	US	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	United States	US	US		39.828175	-98.5795	US	20171107220000	http://www.kokomotribune.com/news/nation_world_news/a-year-on-trump-makes-election-win-a-key-topic/article_4a57d8c2-c3e8-11e7-9b0f-439329c99809.html
704781492	20161107	201611	2016	2016.8411	SYR	SYRIAN	SYR								EST	TARTU	EST								1	080	080	08	2	5.0	2	1	2	-4.19426048565121	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	20171107220000	https://www.dailysabah.com/mideast/2017/11/08/russia-plans-to-keep-bases-in-syria-after-full-defeat-of-daesh
704781493	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	2	1	2	-12.5	3	Burlington, North Carolina, United States	US	USNC	NC001	36.0957	-79.4378	982279	0								3	Burlington, North Carolina, United States	US	USNC	NC001	36.0957	-79.4378	982279	20171107220000	https://www.seattletimes.com/nation-world/appeals-court-orders-new-trial-for-convicted-killer/
704781494	20171008	201710	2017	2017.7616	COP	DEPUTY						COP			EUR	EUROPEAN	EUR								0	042	042	04	1	1.9	2	1	2	-1.87265917602996	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171107220000	https://www.dailysabah.com/diplomacy/2017/11/08/ankara-denies-assurance-for-employees-in-us-visa-spat-points-to-state-of-law
704781495	20171008	201710	2017	2017.7616	COP	POLICE OFFICER						COP			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	4	1	2	-10.0869565217391	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171107220000	http://www.wmur.com/article/bail-hearing-canceled-for-teen-charged-in-crash-that-killed-police-officer/13444735
704781496	20171008	201710	2017	2017.7616	EUR	EUROPEAN	EUR								COP	DEPUTY						COP			0	043	043	04	1	2.8	2	1	2	-1.87265917602996	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171107220000	https://www.dailysabah.com/diplomacy/2017/11/08/ankara-denies-assurance-for-employees-in-us-visa-spat-points-to-state-of-law
704781497	20171008	201710	2017	2017.7616	GOV	PRIME MINISTER						GOV													0	090	090	09	2	-2.0	5	1	5	1.26903553299493	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20171107220000	https://www.dailysabah.com/defense/2017/11/08/turkish-defense-industry-eyes-asean-aerospace-market-1510079935
704781498	20171008	201710	2017	2017.7616	GOV	AUTHORITIES						GOV			USA	MINNEAPOLIS	USA								1	070	070	07	2	7.0	10	1	10	-5	0								0								0								20171107220000	https://www.seattletimes.com/nation-world/cocaine-use-contributed-to-co-deaths-of-2-in-parked-car/
