704355511	20161106	201611	2016	2016.8384											EUR	EUROPE	EUR								1	036	036	03	1	4.0	6	1	6	0.4524886877828	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171106154500	http://www.metalunderground.com/news/details.cfm?newsid=137925
704355512	20161106	201611	2016	2016.8384											EUR	EUROPE	EUR								1	042	042	04	1	1.9	6	1	6	0.4524886877828	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20171106154500	http://www.metalunderground.com/news/details.cfm?newsid=137925
704355513	20161106	201611	2016	2016.8384	AFR	AFRICA	AFR								NGA	NIGERIA	NGA								1	020	020	02	1	3.0	2	1	2	-7.91366906474821	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106154500	http://www.enca.com/africa/nigerian-community-leader-urges-militants-to-cease-attacks
704355514	20161106	201611	2016	2016.8384	AFR	AFRICA	AFR								NGA	ABUJA	NGA								1	040	040	04	1	1.0	2	1	2	-7.91366906474821	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106154500	http://www.enca.com/africa/nigerian-community-leader-urges-militants-to-cease-attacks
704355515	20161106	201611	2016	2016.8384	BEL	BELGIUM	BEL								EUR	EUROPE	EUR								1	036	036	03	1	4.0	4	1	4	0.4524886877828	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171106154500	http://www.metalunderground.com/news/details.cfm?newsid=137925
704355516	20161106	201611	2016	2016.8384	EDU	UNIVERSITY						EDU													0	036	036	03	1	4.0	10	1	10	-3.22061191626409	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171106154500	https://www.iol.co.za/dailynews/news/kwazulu-natal/matric-pupils-miss-out-on-exams-after-names-not-on-list-11875879
704355517	20161106	201611	2016	2016.8384	EUR	EUROPE	EUR																		1	036	036	03	1	4.0	6	1	6	0.4524886877828	1	Belgium	BE	BE		50.833333	4	BE	0								1	Belgium	BE	BE		50.833333	4	BE	20171106154500	http://www.metalunderground.com/news/details.cfm?newsid=137925
704355518	20161106	201611	2016	2016.8384	EUR	EUROPE	EUR																		1	043	043	04	1	2.8	6	1	6	0.4524886877828	1	Belgium	BE	BE		50.833333	4	BE	0								1	Belgium	BE	BE		50.833333	4	BE	20171106154500	http://www.metalunderground.com/news/details.cfm?newsid=137925
704355519	20161106	201611	2016	2016.8384	EUR	EUROPE	EUR								BEL	BELGIUM	BEL								1	036	036	03	1	4.0	4	1	4	0.4524886877828	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171106154500	http://www.metalunderground.com/news/details.cfm?newsid=137925
704355520	20161106	201611	2016	2016.8384	EUR	EUROPE	EUR								BEL	BELGIUM	BEL								1	042	042	04	1	1.9	4	1	4	0.4524886877828	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171106154500	http://www.metalunderground.com/news/details.cfm?newsid=137925
