704774470	20161107	201611	2016	2016.8411											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	10	1	10	2.84463894967177	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20171107213000	https://www.defenceconnect.com.au/strike-air-combat/1503-f-35-simulator-to-arrive-in-australia-next-year
704774471	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS																		1	036	036	03	1	4.0	10	1	10	2.84463894967177	4	Williamtown, New South Wales, Australia	AS	AS02	5096	-32.8167	151.85	-1609763	0								4	Williamtown, New South Wales, Australia	AS	AS02	5096	-32.8167	151.85	-1609763	20171107213000	https://www.defenceconnect.com.au/strike-air-combat/1503-f-35-simulator-to-arrive-in-australia-next-year
704774472	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS																		1	043	043	04	1	2.8	10	1	10	2.84463894967177	4	Williamtown, New South Wales, Australia	AS	AS02	5096	-32.8167	151.85	-1609763	0								4	Williamtown, New South Wales, Australia	AS	AS02	5096	-32.8167	151.85	-1609763	20171107213000	https://www.defenceconnect.com.au/strike-air-combat/1503-f-35-simulator-to-arrive-in-australia-next-year
704774473	20161107	201611	2016	2016.8411	BUS	BOSS						BUS			JUD	JUDGE						JUD			1	040	040	04	1	1.0	8	1	8	-7.22891566265062	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20171107213000	https://hiphopdx.com/news/id.45125/title.meek-mills-attorney-blames-stiff-sentence-on-judges-boyz-ii-men-remake-request
704774474	20161107	201611	2016	2016.8411	CAN	CANADIAN	CAN								NMR	NORTH AMERICA	NMR								1	042	042	04	1	1.9	2	1	2	4.54545454545455	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20171107213000	https://www.orlandoweekly.com/Blogs/archives/2017/11/07/canadian-pop-star-lights-announces-orlando-show-for-2018
704774475	20161107	201611	2016	2016.8411	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	6	1	6	4.54545454545455	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20171107213000	https://www.orlandoweekly.com/Blogs/archives/2017/11/07/canadian-pop-star-lights-announces-orlando-show-for-2018
704774476	20161107	201611	2016	2016.8411	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	4.54545454545455	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20171107213000	https://www.orlandoweekly.com/Blogs/archives/2017/11/07/canadian-pop-star-lights-announces-orlando-show-for-2018
704774477	20161107	201611	2016	2016.8411	CVL	SCIENTIST						CVL													1	020	020	02	1	3.0	10	1	10	-4.73186119873817	4	South Island, New Zealand (general), New Zealand	NZ	NZ00	22392	-43	171	-1518317	0								4	South Island, New Zealand (general), New Zealand	NZ	NZ00	22392	-43	171	-1518317	20171107213000	http://home.nzcity.co.nz/news/article.aspx?id=258857
704774478	20161107	201611	2016	2016.8411	DEU	GERMANY	DEU								TUR	TURKEY	TUR								0	075	075	07	2	7.0	1	1	1	-2.20207253886011	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171107213000	http://www.arabnews.com/node/1189891/middle-east
704774479	20161107	201611	2016	2016.8411	DEU	GERMANY	DEU								TUR	TURKEY	TUR								0	075	075	07	2	7.0	1	1	1	-2.20207253886011	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171107213000	http://www.arabnews.com/node/1189891/middle-east
