704034390	20161105	201611	2016	2016.8356											POL	POLAND	POL								0	042	042	04	1	1.9	2	1	2	1.98128783709411	0								1	Poland	PL	PL		52	20	PL	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171105080000	http://bombmagazine.org/articles/sara-garcia-villanueva/
704034391	20161105	201611	2016	2016.8356	AFR	AFRICA	AFR								EGY	EGYPT	EGY								0	010	010	01	1	0.0	3	1	3	2.75689223057644	4	Gulf Of Suez, Janub Sina', Egypt	EG	EG26	66029	28.1667	33.45	-303684	4	Gulf Of Suez, Janub Sina', Egypt	EG	EG26	66029	28.1667	33.45	-303684	4	Gulf Of Suez, Janub Sina', Egypt	EG	EG26	66029	28.1667	33.45	-303684	20171105080000	http://www.tradearabia.com/news/OGN_332488.html
704034392	20161105	201611	2016	2016.8356	AUS	AUSTRALIAN	AUS								USAGOV	BARACK OBAMA	USA					GOV			1	050	050	05	1	3.5	1	1	1	-5.88235294117647	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105080000	https://www.timesofmalta.com/articles/view/20171105/world/australia-rejects-new-zealand-offer-to-take-asylum-seekers-barricaded.662259
704034393	20161105	201611	2016	2016.8356	EGY	EGYPT	EGY																		0	010	010	01	1	0.0	6	1	6	2.75689223057644	4	Gulf Of Suez, Janub Sina', Egypt	EG	EG26	66029	28.1667	33.45	-303684	0								4	Gulf Of Suez, Janub Sina', Egypt	EG	EG26	66029	28.1667	33.45	-303684	20171105080000	http://www.tradearabia.com/news/OGN_332488.html
704034394	20161105	201611	2016	2016.8356	EGY	EGYPT	EGY								AFR	AFRICA	AFR								0	010	010	01	1	0.0	1	1	1	2.75689223057644	4	Gulf Of Suez, Janub Sina', Egypt	EG	EG26	66029	28.1667	33.45	-303684	4	Gulf Of Suez, Janub Sina', Egypt	EG	EG26	66029	28.1667	33.45	-303684	4	Gulf Of Suez, Janub Sina', Egypt	EG	EG26	66029	28.1667	33.45	-303684	20171105080000	http://www.tradearabia.com/news/OGN_332488.html
704034395	20161105	201611	2016	2016.8356	POL	POLAND	POL																		0	043	043	04	1	2.8	4	1	4	1.98128783709411	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	0								4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171105080000	http://bombmagazine.org/articles/sara-garcia-villanueva/
704034396	20161105	201611	2016	2016.8356	USAGOV	BARACK OBAMA	USA					GOV			AUS	AUSTRALIAN	AUS								1	050	050	05	1	3.5	1	1	1	-5.88235294117647	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105080000	https://www.timesofmalta.com/articles/view/20171105/world/australia-rejects-new-zealand-offer-to-take-asylum-seekers-barricaded.662259
704034397	20161105	201611	2016	2016.8356	tam	TAMIL			tam																0	160	160	16	4	-4.0	10	1	10	-2.40160106737825	1	Sri Lanka	CE	CE		7	81	CE	0								1	Sri Lanka	CE	CE		7	81	CE	20171105080000	http://www.lankaweb.com/news/items/2017/11/05/mr-sumanthiram-tear-down-that-federal-wall/
704034398	20171006	201710	2017	2017.7562	CHR	CHRISTIAN				CHR					SYR	SYRIA	SYR								1	042	042	04	1	1.9	6	1	6	-1.73841059602649	4	Yazidi, Abyan, Yemen	YM	YM01	32700	13.7833	45.3667	-3182354	4	Yazidi, Abyan, Yemen	YM	YM01	32700	13.7833	45.3667	-3182354	4	Yazidi, Abyan, Yemen	YM	YM01	32700	13.7833	45.3667	-3182354	20171105080000	https://cruxnow.com/sponsored/2017/11/05/anglosphere-society-host-summit-defending-middle-east-christians/
704034399	20171006	201710	2017	2017.7562	CHR	CHRISTIAN				CHR					SYR	SYRIA	SYR								1	042	042	04	1	1.9	2	1	2	-1.73841059602649	1	Iraq	IZ	IZ		33	44	IZ	4	Yazidi, Abyan, Yemen	YM	YM01	32700	13.7833	45.3667	-3182354	4	Yazidi, Abyan, Yemen	YM	YM01	32700	13.7833	45.3667	-3182354	20171105080000	https://cruxnow.com/sponsored/2017/11/05/anglosphere-society-host-summit-defending-middle-east-christians/
