704560418	20161107	201611	2016	2016.8411	AFGINSTALREB	TALIBAN	AFG	TAL				INS	REB		MED	TELEVISION						MED			1	190	190	19	4	-10.0	10	1	10	-11.7647058823529	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171107073000	http://uk.reuters.com/article/uk-afghanistan-attack/tv-station-in-afghan-capital-comes-under-attack-idUKKBN1D70KX
704560419	20161107	201611	2016	2016.8411	AFGINSTALREB	TALIBAN	AFG	TAL				INS	REB		MED	TELEVISION						MED			0	190	190	19	4	-10.0	5	1	5	-10.3286384976526	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171107073000	http://www.hindustantimes.com/world-news/gunmen-storm-kabul-tv-station-in-ongoing-attack-says-employee/story-9eCwD1BkaZD12nbjoDZRSM.html
704560420	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS																		0	010	010	01	1	0.0	2	1	2	-2.42914979757085	4	Redlands, Western Australia, Australia	AS	AS08	5469	-30.6765	115.661	11459815	0								4	Toowoomba, Queensland, Australia	AS	AS04	154695	-27.5606	151.954	-1605321	20171107073000	http://www.redlandcitybulletin.com.au/story/5040302/ballot-draw-in-redlands-makes-it-hard-for-lnp/?cs=213
704560421	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS																		0	010	010	01	1	0.0	2	1	2	-2.42914979757085	4	Redlands, Western Australia, Australia	AS	AS08	5469	-30.6765	115.661	11459815	0								4	Redlands, Western Australia, Australia	AS	AS08	5469	-30.6765	115.661	11459815	20171107073000	http://www.redlandcitybulletin.com.au/story/5040302/ballot-draw-in-redlands-makes-it-hard-for-lnp/?cs=213
704560422	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								EDU	STUDENT						EDU			0	114	114	11	3	-2.0	1	1	1	-4.55927051671733	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20171107073000	http://pimediaonline.co.uk/news/ucl-rent-strike-campaign-stage-victory-demonstration/
704560423	20161107	201611	2016	2016.8411	GOV	ADMINISTRATION						GOV			LEG	REPRESENTATIVES						LEG			0	040	040	04	1	1.0	2	1	2	2.07075064710958	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107073000	https://www.justsecurity.org/46805/transcript-carter-page-testimony-house-intelligence-committee-word-searchable/
704560424	20161107	201611	2016	2016.8411	GOV	ADMINISTRATION						GOV			LEG	REPRESENTATIVES						LEG			0	040	040	04	1	1.0	6	1	6	2.07075064710958	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171107073000	https://www.justsecurity.org/46805/transcript-carter-page-testimony-house-intelligence-committee-word-searchable/
704560425	20161107	201611	2016	2016.8411	GOV	MINIST						GOV			UGAGOV	MUSEVENI	UGA					GOV			1	060	060	06	2	6.0	10	1	10	-1.23152709359606	4	Sironko, Sironko, Uganda	UG	UG94	18585	1.23491	34.2568	-1735129	4	Sironko, Sironko, Uganda	UG	UG94	18585	1.23491	34.2568	-1735129	4	Sironko, Sironko, Uganda	UG	UG94	18585	1.23491	34.2568	-1735129	20171107073000	http://allafrica.com/stories/201711070101.html
704560426	20161107	201611	2016	2016.8411	NIC	NICARAGUA	NIC																		0	010	010	01	1	0.0	7	1	7	-3.54191263282173	1	United States	US	US		39.828175	-98.5795	US	0								4	Managua, Managua, Nicaragua	NU	NU10	22490	12.1508	-86.2683	-1113265	20171107073000	http://www.shippingherald.com/nicaragua-climate-politics-in-hot-water-over-canal-plan/
704560427	20171008	201710	2017	2017.7616	BUS	INVESTOR						BUS			JPNELIGOV	SHINZO ABE	JPN					ELI	GOV		1	051	051	05	1	3.4	6	1	6	2.59740259740259	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	North Korea	KN	KN		40	127	KN	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107073000	http://www.france24.com/en/20171107-tokyos-main-stock-index-closes-quarter-century-high
