703225600	20161102	201611	2016	2016.8274											BUS	INVESTOR						BUS			0	060	060	06	2	6.0	10	1	10	-4.60405156537753	0								4	Queensland, Western Australia, Australia	AS	AS08	5494	-31.0293	121.202	11456607	4	Queensland, Western Australia, Australia	AS	AS08	5494	-31.0293	121.202	11456607	20171102093000	http://www.wsws.org/en/articles/2017/11/02/pnat-n02.html
703225601	20161102	201611	2016	2016.8274	EDU	STUDENT						EDU			USA	MARYLAND	USA								0	043	043	04	1	2.8	1	1	1	2.45775729646697	3	Talbot County, Maryland, United States	US	USMD	MD041	38.7668	-76.083	592947	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	3	Talbot County, Maryland, United States	US	USMD		38.7668	-76.083	592947	20171102093000	http://www.stardem.com/news/local_news/article_9fe37e2c-e018-55b2-8c4d-e223fcb773b3.html
703225602	20161102	201611	2016	2016.8274	GOV	MINIST						GOV			AUS	CANBERRA	AUS								0	020	020	02	1	3.0	10	1	10	-2.8657616892911	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171102093000	http://www.abc.net.au/news/2017-11-02/greyhound-racing-post-ban-could-land-canberrans-behind-bars/9112984
703225603	20161102	201611	2016	2016.8274	IND	WEST BENGAL	IND								OPP	ELECTORAL ALLIANCE						OPP			0	140	140	14	3	-6.5	2	1	2	0.42016806722689	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	20171102093000	http://daijiworld.com/news/newsDisplay.aspx?newsID=479569
703225604	20161102	201611	2016	2016.8274	IND	WEST BENGAL	IND								OPP	ELECTORAL ALLIANCE						OPP			0	140	140	14	3	-6.5	8	1	8	0.42016806722689	4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	20171102093000	http://daijiworld.com/news/newsDisplay.aspx?newsID=479569
703225605	20161102	201611	2016	2016.8274	LEG	DELEGATE						LEG													0	030	030	03	1	4.0	10	1	10	-2.16486261448793	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171102093000	https://www.nytimes.com/2017/11/02/us/virginia-legislature-election-trump-.html
703225606	20161102	201611	2016	2016.8274	MIL	MILITARY						MIL			USA	WASHINGTON	USA								1	0311	031	03	1	5.2	7	1	7	0.13812154696132	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171102093000	https://phys.org/news/2017-11-future-defense-drones-oceans.html
703225607	20161102	201611	2016	2016.8274	PAK	PAKISTANI	PAK																		0	090	090	09	2	-2.0	1	1	1	-9.31232091690541	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	20171102093000	http://www.hindustantimes.com/india-news/fishermen-freed-by-pakistan-but-how-many-indians-are-languishing-in-jails-across-the-border/story-CADJEG28itP9RjbVeFHwUJ.html
703225608	20161102	201611	2016	2016.8274	PAK	PAKISTANI	PAK																		0	090	090	09	2	-2.0	1	1	1	-9.31232091690541	4	Kirpal, Punjab, Pakistan	PK	PK04	23674	33.431	73.2148	10583959	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171102093000	http://www.hindustantimes.com/india-news/fishermen-freed-by-pakistan-but-how-many-indians-are-languishing-in-jails-across-the-border/story-CADJEG28itP9RjbVeFHwUJ.html
703225609	20161102	201611	2016	2016.8274	PHL	PHILIPPINE	PHL								MED	JOURNALIST						MED			1	190	190	19	4	-10.0	10	1	10	0	1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	20171102093000	http://m.philstar.com/opinion?t=os7hk428v2ab6ekrdjad3f1mf3
