703438982	20161103	201611	2016	2016.8301											EGY	EGYPT	EGY								0	112	112	11	3	-2.0	2	1	2	-8.75000000000003	0								4	Ministry Of Justice, Al Qahirah, Egypt	EG	EG11	65350	30.0395	31.2399	11230790	4	Ministry Of Justice, Al Qahirah, Egypt	EG	EG11	65350	30.0395	31.2399	11230790	20171103000000	http://mwcnews.net/news/middle-east/68911-bahrain-charges-opposition.html
703438983	20161103	201611	2016	2016.8301											GOV	MINIST OF JUSTICE						GOV			0	112	112	11	3	-2.0	1	1	1	-8.75000000000003	0								4	Ministry Of Justice, Al Qahirah, Egypt	EG	EG11	65350	30.0395	31.2399	11230790	4	Ministry Of Justice, Al Qahirah, Egypt	EG	EG11	65350	30.0395	31.2399	11230790	20171103000000	http://mwcnews.net/news/middle-east/68911-bahrain-charges-opposition.html
703438984	20161103	201611	2016	2016.8301											THA	PHUKET	THA								0	043	043	04	1	2.8	10	1	10	-11.7437722419929	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171103000000	http://www.thestandard.com.hk/section-news.php?id=189207
703438985	20161103	201611	2016	2016.8301	AUS	AUSTRALIA	AUS																		0	012	012	01	1	-0.4	4	1	4	-1.45454545454545	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171103000000	http://www.northqueenslandregister.com.au/story/5031855/labor-candidate-returns-for-barnaby-joyce-by-election-clash/?cs=4770
703438986	20161103	201611	2016	2016.8301	CVL	VOTER						CVL													1	120	120	12	3	-4.0	6	1	6	-1.70575692963752	3	Iditarod, Alaska, United States	US	USAK	AK290	62.5444	-158.095	1403697	0								3	Iditarod, Alaska, United States	US	USAK	AK290	62.5444	-158.095	1403697	20171103000000	http://www.frontiersman.com/news/cannabis-tax-revenue-picking-up-in-the-mat-su/article_2584baf4-c007-11e7-bd07-4b27f595b9b9.html
703438987	20161103	201611	2016	2016.8301	CVL	VOTER						CVL													1	120	120	12	3	-4.0	4	1	4	-1.70575692963752	2	Alaska, United States	US	USAK		61.385	-152.268	AK	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171103000000	http://www.frontiersman.com/news/cannabis-tax-revenue-picking-up-in-the-mat-su/article_2584baf4-c007-11e7-bd07-4b27f595b9b9.html
703438988	20161103	201611	2016	2016.8301	CVL	VOTER						CVL													1	172	172	17	4	-5.0	10	1	10	-1.70575692963752	2	Alaska, United States	US	USAK		61.385	-152.268	AK	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171103000000	http://www.frontiersman.com/news/cannabis-tax-revenue-picking-up-in-the-mat-su/article_2584baf4-c007-11e7-bd07-4b27f595b9b9.html
703438989	20161103	201611	2016	2016.8301	DEU	GERMANY	DEU								BUS	COMPANIES						BUS			0	046	046	04	1	7.0	2	1	2	-5.35117056856187	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171103000000	http://www.kmjnow.com/news/nypd-counterterror-efforts-could-not-thwart-truck-attack/
703438990	20161103	201611	2016	2016.8301	DEU	GERMANY	DEU								BUS	COMPANIES						BUS			0	046	046	04	1	7.0	4	1	4	-5.35117056856187	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171103000000	http://www.kmjnow.com/news/nypd-counterterror-efforts-could-not-thwart-truck-attack/
703438991	20161103	201611	2016	2016.8301	DEU	GERMANY	DEU								BUS	COMPANIES						BUS			0	046	046	04	1	7.0	2	1	2	-5.35117056856187	1	Germany	GM	GM		51.5	10.5	GM	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171103000000	http://www.kmjnow.com/news/nypd-counterterror-efforts-could-not-thwart-truck-attack/
703438992	20161103	201611	2016	2016.8301	DEU	GERMANY	DEU								BUS	COMPANIES						BUS			0	046	046	04	1	7.0	2	1	2	-5.35117056856187	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171103000000	http://www.kmjnow.com/news/nypd-counterterror-efforts-could-not-thwart-truck-attack/
703438993	20161103	201611	2016	2016.8301	EDU	SCHOOL						EDU													1	110	110	11	3	-2.0	20	1	20	-3.09278350515463	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171103000000	http://m.philstar.com/782974/show/9ffed744348f0a4998ac9a1ec0cee451?t=apqunhrcspf06a440tuv8ghq61
703438994	20161103	201611	2016	2016.8301	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	-5.59440559440559	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20171103000000	http://www.middletownpress.com/news/education/article/Prep-school-rector-Upset-by-sex-abuse-claims-12326927.php
703438995	20161103	201611	2016	2016.8301	EDU	PROFESSOR						EDU			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	2.78637770897833	3	Portland Museum Of Art, Maine, United States	US	USME	ME005	43.654	-70.2623	1912913	3	Portland Museum Of Art, Maine, United States	US	USME		43.654	-70.2623	1912913	3	Portland Museum Of Art, Maine, United States	US	USME		43.654	-70.2623	1912913	20171103000000	http://community.bowdoin.edu/news/2017/11/erin-johnson-appointed-a-2018-biennal-artist-at-portland-museum-of-art/
703438996	20161103	201611	2016	2016.8301	EDU	STUDENT						EDU			USABUS	COLUMBUS	USA					BUS			0	036	036	03	1	4.0	1	1	1	1.69204737732657	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20171103000000	http://www.pressreleasepoint.com/ohio-stem-students-will-innovate-keep-hearts-healthy
703438997	20161103	201611	2016	2016.8301	EDU	STUDENT						EDU			USABUS	COLUMBUS	USA					BUS			0	036	036	03	1	4.0	1	1	1	1.69204737732657	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171103000000	http://www.pressreleasepoint.com/ohio-stem-students-will-innovate-keep-hearts-healthy
703438998	20161103	201611	2016	2016.8301	FRA	FRANCE	FRA								BUS	COMPANIES						BUS			0	046	046	04	1	7.0	6	1	6	-5.35117056856187	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171103000000	http://www.kmjnow.com/news/nypd-counterterror-efforts-could-not-thwart-truck-attack/
703438999	20161103	201611	2016	2016.8301	FRA	FRANCE	FRA								BUS	COMPANIES						BUS			0	046	046	04	1	7.0	2	1	2	-5.35117056856187	1	France	FR	FR		46	2	FR	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171103000000	http://www.kmjnow.com/news/nypd-counterterror-efforts-could-not-thwart-truck-attack/
703439000	20161103	201611	2016	2016.8301	FRA	FRANCE	FRA								BUS	COMPANIES						BUS			0	046	046	04	1	7.0	2	1	2	-5.35117056856187	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171103000000	http://www.kmjnow.com/news/nypd-counterterror-efforts-could-not-thwart-truck-attack/
703439001	20161103	201611	2016	2016.8301	GOV	MINISTRY						GOV													0	036	036	03	1	4.0	10	1	10	-1.02459016393443	1	Oman	MU	MU		21	57	MU	0								1	Oman	MU	MU		21	57	MU	20171103000000	http://www.hellenicshippingnews.com/omans-oil-production-expected-to-average-at-950000bpd-in-next-three-to-five-years/
703439002	20161103	201611	2016	2016.8301	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103000000	http://www.ourmidland.com/entertainment/television/article/Laura-Ingraham-calling-Trump-returns-to-favorite-12327553.php
703439003	20161103	201611	2016	2016.8301	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171103000000	http://www.ourmidland.com/entertainment/television/article/Laura-Ingraham-calling-Trump-returns-to-favorite-12327553.php
703439004	20161103	201611	2016	2016.8301	ISR	ISRAELI	ISR								GOV	AMBASSADOR						GOV			0	161	161	16	4	-4.0	2	1	2	-4.69667318982388	1	New Zealand	NZ	NZ		-42	174	NZ	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171103000000	http://www.nzherald.co.nz/politics/news/article.cfm?c_id=280&objectid=11940058
703439005	20161103	201611	2016	2016.8301	JUD	PROSECUTOR						JUD			CVL	NEIGHBORHOOD						CVL			0	183	183	18	4	-10.0	2	1	2	-6.79117147707979	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	1	Afghanistan	AF	AF		33	66	AF	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171103000000	http://www.msn.com/en-us/news/us/trump-death-penalty-tweets-may-taint-terror-case/ar-AAun9Nl
703439006	20161103	201611	2016	2016.8301	JUD	PROSECUTOR						JUD			CVL	NEIGHBORHOOD						CVL			0	183	183	18	4	-10.0	2	1	2	-6.79117147707979	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171103000000	http://www.msn.com/en-us/news/us/trump-death-penalty-tweets-may-taint-terror-case/ar-AAun9Nl
703439007	20161103	201611	2016	2016.8301	JUD	PROSECUTOR						JUD			CVL	NEIGHBORHOOD						CVL			0	183	183	18	4	-10.0	2	1	2	-6.79117147707979	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171103000000	http://www.msn.com/en-us/news/us/trump-death-penalty-tweets-may-taint-terror-case/ar-AAun9Nl
703439008	20161103	201611	2016	2016.8301	JUD	PROSECUTOR						JUD			USA	NEW JERSEY	USA								0	112	112	11	3	-2.0	4	1	4	-6.79117147707979	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171103000000	http://www.msn.com/en-us/news/us/trump-death-penalty-tweets-may-taint-terror-case/ar-AAun9Nl
703439009	20161103	201611	2016	2016.8301	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								0	112	112	11	3	-2.0	2	1	2	-6.79117147707979	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171103000000	http://www.msn.com/en-us/news/us/trump-death-penalty-tweets-may-taint-terror-case/ar-AAun9Nl
