703115761	20071105	200711	2007	2007.8356	GOV	SECURITY COUNCIL						GOV			PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	6	1	6	-6.54205607476635	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171102001500	http://www.times-gazette.com/news/20171101/north-korea-sanctions-bill-named-after-otto-warmbier
703115762	20071105	200711	2007	2007.8356	GOV	SECURITY COUNCIL						GOV			PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	4	1	4	-6.54205607476635	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102001500	http://www.times-gazette.com/news/20171101/north-korea-sanctions-bill-named-after-otto-warmbier
703115763	20071105	200711	2007	2007.8356	MED	JOURNALIST						MED													0	190	190	19	4	-10.0	5	1	5	-9.15287244401167	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171102001500	https://ifex.org/international/2017/11/01/cpj-impunity-index/
703115764	20071105	200711	2007	2007.8356	MED	JOURNALIST						MED			SOM	SOMALIA	SOM								1	190	190	19	4	-10.0	10	1	10	-9.15287244401167	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	20171102001500	https://ifex.org/international/2017/11/01/cpj-impunity-index/
703115765	20161102	201611	2016	2016.8274	AFR	AFRICA	AFR																		1	040	040	04	1	1.0	1	1	1	2.46020260492041	1	Russia	RS	RS		60	100	RS	0								1	South Africa	SF	SF		-30	26	SF	20171102001500	http://www.4-traders.com/WUHAN-THALYS-MEDICAL-TECH-32078306/news/Making-an-impact-on-the-world-stage-25417959/
703115766	20161102	201611	2016	2016.8274	AFR	AFRICA	AFR																		1	040	040	04	1	1.0	4	1	4	2.46020260492041	1	South Africa	SF	SF		-30	26	SF	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171102001500	http://www.4-traders.com/WUHAN-THALYS-MEDICAL-TECH-32078306/news/Making-an-impact-on-the-world-stage-25417959/
703115767	20161102	201611	2016	2016.8274	BUS	COMPANIES						BUS													1	128	128	12	3	-5.0	5	1	5	-1.6260162601626	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102001500	http://thepeninsulaqatar.com/article/02/11/2017/Former-Yahoo-CEO,-Equifax-CEO-to-testify-at-US-Senate
703115768	20161102	201611	2016	2016.8274	CAN	CANADA	CAN																		1	010	010	01	1	0.0	2	1	2	-0.1338688085676	4	Cloverdale, British Columbia, Canada	CA	CA02	12552	49.1	-122.733	-562755	0								4	Cloverdale, British Columbia, Canada	CA	CA02	12552	49.1	-122.733	-562755	20171102001500	http://www.langleyadvance.com/news/surrey-santa-parade-of-lights-will-return-to-cloverdale-on-dec-3/
703115769	20161102	201611	2016	2016.8274	CAN	VANCOUVER	CAN								CHN	CHINA	CHN								1	070	070	07	2	7.0	4	1	4	-1.63710777626194	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171102001500	http://www.langleytimes.com/community/haircuts-for-the-homeless-provided-by-new-langley-non-profit/
703115770	20161102	201611	2016	2016.8274	CAN	CANADIAN	CAN								CVL	RESIDENTS						CVL			1	013	013	01	1	0.4	3	1	3	-2.16998191681736	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20171102001500	http://www.4-traders.com/news/Canada-to-Welcome-More-Immigrants-in-Bid-to-Boost-Economic-Growth--25417948/
