705160369	20161109	201611	2016	2016.8466											CAN	CANADA	CAN								1	0874	087	08	2	10.0	10	1	10	-1.21359223300971	0								4	Creemore, Ontario, Canada	CA	CA08	12681	44.3167	-80.1	-563142	4	Creemore, Ontario, Canada	CA	CA08	12681	44.3167	-80.1	-563142	20171109001500	http://www.thebarrieexaminer.com/2017/11/08/td-canada-trust-withdraws-from-elmvale-creemore-branches
705160370	20161109	201611	2016	2016.8466											USA	UNITED STATES	USA								1	100	100	10	3	-5.0	1	1	1	-2.24137931034482	0								3	Arlington County, Virginia, United States	US	USVA		38.8668	-77.0997	1480097	3	Arlington County, Virginia, United States	US	USVA		38.8668	-77.0997	1480097	20171109001500	https://www.washingtonpost.com/local/virginia-politics/corey-stewart-election-not-a-repudiation-of-trump-state-gop-chair-should-resign/2017/11/08/fcb73cd0-c4c2-11e7-afe9-4f60b5a6c4a0_story.html
705160371	20161109	201611	2016	2016.8466	BEL	BRUSSELS	BEL								AFG	AFGHANISTAN	AFG								1	072	072	07	2	8.3	2	1	2	0	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171109001500	http://www.knopnews2.com/content/news/US-could-have-almost-16000-troops-in-Afghanistan-next-year-456162633.html
705160372	20161109	201611	2016	2016.8466	BEL	BRUSSELS	BEL								MIL	ARMY						MIL			1	154	154	15	4	-7.2	1	1	1	0	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171109001500	http://www.knopnews2.com/content/news/US-could-have-almost-16000-troops-in-Afghanistan-next-year-456162633.html
705160373	20161109	201611	2016	2016.8466	BEL	BRUSSELS	BEL								MIL	ARMY						MIL			1	154	154	15	4	-7.2	1	1	1	0	1	Afghanistan	AF	AF		33	66	AF	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171109001500	http://www.knopnews2.com/content/news/US-could-have-almost-16000-troops-in-Afghanistan-next-year-456162633.html
705160374	20161109	201611	2016	2016.8466	BUS	BOSS						BUS													1	015	015	01	1	0.0	3	1	3	-6.53753026634383	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171109001500	http://wpri.com/2017/11/08/ri-mobster-set-to-testify-against-former-mob-boss/
705160375	20161109	201611	2016	2016.8466	BUS	BOSS						BUS													1	115	115	11	3	-2.0	3	1	3	-6.53753026634383	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	0								2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20171109001500	http://wpri.com/2017/11/08/ri-mobster-set-to-testify-against-former-mob-boss/
705160376	20161109	201611	2016	2016.8466	BUS	COMPANIES						BUS			CVL	SETTLEMENT						CVL			0	043	043	04	1	2.8	5	1	5	-4.3815609310817	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171109001500	http://www.hngnews.com/sun_prairie_star/news/article_2d675eea-40e8-591e-855f-743db6ada989.html
705160377	20161109	201611	2016	2016.8466	BUS	COMPANY						BUS			LAB	EMPLOYEE						LAB			1	040	040	04	1	1.0	10	1	10	0.52447552447553	3	Colorado Springs, Colorado, United States	US	USCO	CO041	38.8339	-104.821	204797	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Colorado Springs, Colorado, United States	US	USCO		38.8339	-104.821	204797	20171109001500	http://gazette.com/northrop-grumman-lockheed-warn-of-layoffs-after-losing-missile-defense-contract/article/1614865
705160378	20161109	201611	2016	2016.8466	CRM	GANGLAND						CRM			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-6.53753026634383	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171109001500	http://wpri.com/2017/11/08/ri-mobster-set-to-testify-against-former-mob-boss/
705160379	20161109	201611	2016	2016.8466	CRM	GANGLAND						CRM			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-6.53753026634383	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171109001500	http://wpri.com/2017/11/08/ri-mobster-set-to-testify-against-former-mob-boss/
705160380	20161109	201611	2016	2016.8466	CVL	SETTLEMENT						CVL			BUS	COMPANIES						BUS			0	042	042	04	1	1.9	5	1	5	-4.3815609310817	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171109001500	http://www.hngnews.com/sun_prairie_star/news/article_2d675eea-40e8-591e-855f-743db6ada989.html
705160381	20161109	201611	2016	2016.8466	EDU	PROFESSOR						EDU			USA	UNITED STATES	USA								0	012	012	01	1	-0.4	1	1	1	2.31884057971015	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171109001500	http://missoulian.com/news/national/govt-and-politics/pennsylvania-democrats-see-anti-trump-zeal-in-election-wins/article_3f18d277-1528-5286-b44e-4eaf24a8bc75.html
705160382	20161109	201611	2016	2016.8466	HLH	HOSPITAL						HLH													0	020	020	02	1	3.0	2	1	2	0.24038461538462	3	Oktibbeha County, Mississippi, United States	US	USMS	MS105	33.4382	-88.8301	695775	0								3	Oktibbeha County, Mississippi, United States	US	USMS		33.4382	-88.8301	695775	20171109001500	https://mississippitoday.org/2017/11/08/oktibbeha-voters-spurn-hospital-sale-board-embraces-idea-of-allying-with-larger-system/
705160383	20161109	201611	2016	2016.8466	MIL	ARMY						MIL			AFG	AFGHANISTAN	AFG								1	036	036	03	1	4.0	6	1	6	0	3	Fort Benning, Georgia, United States	US	USGA	GA053	32.3524	-84.9688	355875	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171109001500	http://www.knopnews2.com/content/news/US-could-have-almost-16000-troops-in-Afghanistan-next-year-456162633.html
705160384	20161109	201611	2016	2016.8466	MIL	ARMY						MIL			AFG	AFGHANISTAN	AFG								1	036	036	03	1	4.0	4	1	4	0	3	Fort Benning, Georgia, United States	US	USGA	GA053	32.3524	-84.9688	355875	1	Afghanistan	AF	AF		33	66	AF	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171109001500	http://www.knopnews2.com/content/news/US-could-have-almost-16000-troops-in-Afghanistan-next-year-456162633.html
705160385	20161109	201611	2016	2016.8466	MIL	ARMY						MIL			COP	SECURITY FORCE						COP			1	060	060	06	2	6.0	7	1	7	0	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171109001500	http://www.knopnews2.com/content/news/US-could-have-almost-16000-troops-in-Afghanistan-next-year-456162633.html
705160386	20161109	201611	2016	2016.8466	MIL	ARMY						MIL			COP	SECURITY FORCE						COP			1	060	060	06	2	6.0	2	1	2	0	3	Fort Benning, Georgia, United States	US	USGA	GA053	32.3524	-84.9688	355875	3	Fort Benning, Georgia, United States	US	USGA		32.3524	-84.9688	355875	3	Fort Benning, Georgia, United States	US	USGA		32.3524	-84.9688	355875	20171109001500	http://www.knopnews2.com/content/news/US-could-have-almost-16000-troops-in-Afghanistan-next-year-456162633.html
705160387	20161109	201611	2016	2016.8466	MIL	ARMY						MIL			COP	SECURITY FORCE						COP			1	060	060	06	2	6.0	1	1	1	0	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171109001500	http://www.knopnews2.com/content/news/US-could-have-almost-16000-troops-in-Afghanistan-next-year-456162633.html
705160388	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	-2.11538461538462	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109001500	http://www.msn.com/en-us/news/politics/trump-source-explains-why-gop-losses-not-referendum-on-president/ar-BBEJY6a
705160389	20161109	201611	2016	2016.8466	USA	BOSTON	USA																		1	180	180	18	4	-9.0	6	1	6	-4.56140350877193	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109001500	http://wpri.com/2017/11/08/former-tv-anchor-says-spacey-sexually-assaulted-her-son/
705160390	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								BUS	BOSS						BUS			1	015	015	01	1	0.0	2	1	2	-6.53753026634383	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20171109001500	http://wpri.com/2017/11/08/ri-mobster-set-to-testify-against-former-mob-boss/
