705824450	20161110	201611	2016	2016.8493											ITA	ITALY	ITA								0	193	193	19	4	-10.0	2	1	2	-5.58882235528942	0								1	Italy	IT	IT		42.833333	12.833333	IT	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20171110230000	http://indianexpress.com/article/india/rss-leaders-murder-second-sharpshooter-held-klf-isi-nexus-suspected-dgp-4932099/
705824451	20161110	201611	2016	2016.8493	COP	POLICE						COP			CAN	CANADA	CAN								1	100	100	10	3	-5.0	5	1	5	-10.0323624595469	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171110230000	http://www.cloverdalereporter.com/news/vancouver-police-arrest-high-risk-sex-offender-2-weeks-after-disappearing/
705824452	20161110	201611	2016	2016.8493	MHL	MAJURO	MHL																		0	051	051	05	1	3.4	5	1	5	-2.00414651002073	4	Kwajalein, Marshall Islands (general), Marshall Islands	RM	RM00	19488	8.71667	167.733	-3742536	0								4	Kwajalein, Marshall Islands (general), Marshall Islands	RM	RM00	19488	8.71667	167.733	-3742536	20171110230000	http://www.southernminn.com/le_center_leader/news/article_a6b0443c-b4cd-5997-8c32-486f4c75e48e.html
705824453	20161110	201611	2016	2016.8493	MHL	MARSHALL ISLANDS	MHL																		0	051	051	05	1	3.4	2	1	2	-2.00414651002073	4	Majuro, Marshall Islands (general), Marshall Islands	RM	RM00	19488	7.1	171.383	227187	0								4	Kwajalein, Marshall Islands (general), Marshall Islands	RM	RM00	19488	8.71667	167.733	-3742536	20171110230000	http://www.southernminn.com/le_center_leader/news/article_a6b0443c-b4cd-5997-8c32-486f4c75e48e.html
705824454	20161110	201611	2016	2016.8493	RUS	RUSSIA	RUS																		0	036	036	03	1	4.0	5	1	5	0.47694753577106	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171110230000	https://japantoday.com/category/politics/Abe-Putin-meet-on-N-Korea-disputed-islands
705824455	20161110	201611	2016	2016.8493	RUS	RUSSIA	RUS																		0	036	036	03	1	4.0	5	1	5	0.47694753577106	4	Shikotan, RSJA, Russia	RS	RSJA	18586	43.7936	146.747	-3002261	0								4	Shikotan, RSJA, Russia	RS	RSJA	18586	43.7936	146.747	-3002261	20171110230000	https://japantoday.com/category/politics/Abe-Putin-meet-on-N-Korea-disputed-islands
705824456	20161110	201611	2016	2016.8493	USA	PHILADELPHIA	USA																		1	036	036	03	1	4.0	5	1	5	-2.53456221198157	3	Bustleton, Pennsylvania, United States	US	USPA	PA101	40.0826	-75.0316	1203198	0								3	Bustleton, Pennsylvania, United States	US	USPA	PA101	40.0826	-75.0316	1203198	20171110230000	http://www.philly.com/philly/business/cannabis/for-medical-marijuana-patients-in-the-suburbs-philadelphias-loss-will-be-malverns-gain-20171110.html
705824457	20171011	201710	2017	2017.7699											EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	3	1	3	3.10880829015544	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171110230000	https://patch.com/iowa/ames
705824458	20171011	201710	2017	2017.7699	GOV	PRINCE						GOV			SAU	RIYADH	SAU								1	042	042	04	1	1.9	1	1	1	-0.51072522982635	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171110230000	http://www.philly.com/philly/columnists/trudy_rubin/saudi-arabia-prince-mohammed-bin-sultan-mbs-trump-20171110.html
705824459	20171011	201710	2017	2017.7699	USA	WASHINGTON	USA																		1	1821	182	18	4	-9.0	1	1	1	-4.86891385767791	3	Forest Park, Washington, United States	US	USWA	WA061	47.9604	-122.222	1504961	0								3	Benton County, Washington, United States	US	USWA		46.2665	-119.484	1513302	20171110230000	http://www.sfgate.com/news/crime/article/Police-Bodies-in-Portland-park-are-missing-teen-12348119.php
705824460	20171011	201710	2017	2017.7699	USA	WASHINGTON	USA																		1	1821	182	18	4	-9.0	1	1	1	-4.86891385767791	3	Benton County, Washington, United States	US	USWA	WA005	46.2665	-119.484	1513302	0								3	Benton County, Washington, United States	US	USWA		46.2665	-119.484	1513302	20171110230000	http://www.sfgate.com/news/crime/article/Police-Bodies-in-Portland-park-are-missing-teen-12348119.php
705824461	20171011	201710	2017	2017.7699	USA	WASHINGTON	USA																		1	1821	182	18	4	-9.0	1	1	1	-4.86891385767791	3	Benton County, Washington, United States	US	USWA	WA005	46.2665	-119.484	1513302	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171110230000	http://www.sfgate.com/news/crime/article/Police-Bodies-in-Portland-park-are-missing-teen-12348119.php
705824462	20171011	201710	2017	2017.7699	USA	WASHINGTON	USA																		1	1821	182	18	4	-9.0	2	1	2	-4.86891385767791	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								3	Kennewick, Washington, United States	US	USWA	WA005	46.2112	-119.137	1512347	20171110230000	http://www.sfgate.com/news/crime/article/Police-Bodies-in-Portland-park-are-missing-teen-12348119.php
705824463	20171011	201710	2017	2017.7699	USA	UNITED STATES	USA																		1	1821	182	18	4	-9.0	5	1	5	-4.86891385767791	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171110230000	http://www.sfgate.com/news/crime/article/Police-Bodies-in-Portland-park-are-missing-teen-12348119.php
705824464	20171011	201710	2017	2017.7699	USA	UNITED STATES	USA								MIL	MARINE CORP						MIL			0	173	173	17	4	-5.0	4	1	4	-7.26698262243286	3	Parris Island, South Carolina, United States	US	USSC	SC013	32.3352	-80.6923	1250029	3	Parris Island, South Carolina, United States	US	USSC		32.3352	-80.6923	1250029	3	Parris Island, South Carolina, United States	US	USSC		32.3352	-80.6923	1250029	20171110230000	https://wxxv25.com/2017/11/10/marine-drill-instructor-gets-10-years-for-abusing-recruits/
705824465	20171103	201711	2017	2017.8301											AUS	AUSTRALIA	AUS								0	112	112	11	3	-2.0	4	1	4	-0.43041606886657	0								4	Coffs Harbour, New South Wales, Australia	AS	AS02	5096	-30.2963	153.114	-1566281	4	Coffs Harbour, New South Wales, Australia	AS	AS02	5096	-30.2963	153.114	-1566281	20171110230000	https://www.coffscoastadvocate.com.au/news/oils-at-the-reef-concert-film-airs-ahead-of-bands-/3262572/
705824466	20171103	201711	2017	2017.8301											CAN	CANADA	CAN								1	043	043	04	1	2.8	8	1	8	-0.31007751937985	0								4	Lake Huron, Canada (general), Canada	CA	CA00		44.5	-82	-566484	4	Lake Huron, Canada (general), Canada	CA	CA00		44.5	-82	-566484	20171110230000	http://www.lfpress.com/2017/11/08/the-world-outdoors-lake-huron-ducks-dont-disappoint
705824467	20171103	201711	2017	2017.8301	AGRAGR	FARMER						AGR	AGR		CAN	MONTREAL	CAN								1	042	042	04	1	1.9	7	1	7	3.4136546184739	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20171110230000	http://www.gloucestertimes.com/news/local_news/police-helping-in-toy-drive/article_87787e5d-8362-5383-8f70-f00e7a8e2588.html
