703195378	20161102	201611	2016	2016.8274	COP	POLICE						COP			CVL	RESIDENTS						CVL			1	010	010	01	1	0.0	2	1	2	-6.90058479532163	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	20171102064500	http://www.nwemail.co.uk/news/Nowhere-to-hide-Police-tip-off-residents-about-violent-past-of-new-lovers-ab67acba-ae54-4ca5-9e82-d0712d12fecd-ds
703195379	20161102	201611	2016	2016.8274	COP	POLICE						COP			GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	4	1	4	-6.90058479532163	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	20171102064500	http://www.nwemail.co.uk/news/Nowhere-to-hide-Police-tip-off-residents-about-violent-past-of-new-lovers-ab67acba-ae54-4ca5-9e82-d0712d12fecd-ds
703195380	20161102	201611	2016	2016.8274	COP	POLICE						COP			GBRCOP	UNITED KINGDOM	GBR					COP			1	010	010	01	1	0.0	4	1	4	-6.90058479532163	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	20171102064500	http://www.nwemail.co.uk/news/Nowhere-to-hide-Police-tip-off-residents-about-violent-past-of-new-lovers-ab67acba-ae54-4ca5-9e82-d0712d12fecd-ds
703195381	20161102	201611	2016	2016.8274	IND	DELHI	IND								JUD	HIGH COURT						JUD			1	120	120	12	3	-4.0	2	1	2	-1.64383561643835	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171102064500	http://www.business-standard.com/article/pti-stories/constitution-bench-of-sc-commences-hearing-on-delhi-centre-117110200502_1.html
703195382	20161102	201611	2016	2016.8274	INDJUD	DELHI	IND					JUD													1	120	120	12	3	-4.0	2	1	2	-1.64383561643835	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171102064500	http://www.business-standard.com/article/pti-stories/constitution-bench-of-sc-commences-hearing-on-delhi-centre-117110200502_1.html
703195383	20161102	201611	2016	2016.8274	NGA	NIGERIA	NGA								EDU	UNIVERSITY						EDU			0	020	020	02	1	3.0	4	1	4	1.21703853955376	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171102064500	http://news2.onlinenigeria.com/news/general/672799-world-scholars-cup-ntica-creates-arena-for-inclusive-enrichment.html
703195384	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			0	020	020	02	1	3.0	2	1	2	-0.31282586027112	3	Brooktondale, New York, United States	US	USNY	NY109	42.3806	-76.3947	944882	3	Brooktondale, New York, United States	US	USNY	NY109	42.3806	-76.3947	944882	3	Brooktondale, New York, United States	US	USNY	NY109	42.3806	-76.3947	944882	20171102064500	http://www.chieftain.com/business/localbusiness/show-me-the-money/article_e14b2b6d-05f2-5796-8874-188179a7a7d4.html
703195385	20161102	201611	2016	2016.8274	USAMED	REUTERS	USA					MED			COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	025	025	02	1	-0.3	8	1	8	-12.9568106312293	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171102064500	https://www.timeslive.co.za/news/africa/2017-11-02-drc-lurches-into-crisis/
703195386	20161102	201611	2016	2016.8274	USAMED	REUTERS	USA					MED			COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	025	025	02	1	-0.3	2	1	2	-12.9568106312293	1	Norway	NO	NO		62	10	NO	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171102064500	https://www.timeslive.co.za/news/africa/2017-11-02-drc-lurches-into-crisis/
703195387	20171003	201710	2017	2017.7479											ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	3	2	3	-7.36916996047431	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171102064500	https://www.msn.com/en-gb/news/other/scot-trapped-in-dubai-for-two-years-and-forced-to-sleep-in-hotel-toilets-after-c2-a32-taxi-fare-mix-up/ar-AAul3iZ
703195388	20171003	201710	2017	2017.7479											ARE	UNITED ARAB EMIRATES	ARE								1	173	173	17	4	-5.0	6	2	6	-7.36916996047431	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171102064500	https://www.msn.com/en-gb/news/other/scot-trapped-in-dubai-for-two-years-and-forced-to-sleep-in-hotel-toilets-after-c2-a32-taxi-fare-mix-up/ar-AAul3iZ
703195389	20171003	201710	2017	2017.7479											MYS	JOHOR	MYS								1	173	173	17	4	-5.0	10	1	10	-9.4972067039106	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171102064500	http://www.themalaymailonline.com/malaysia/article/police-bust-johor-drug-ring-nab-rm32.4m-in-drugs-eight-suspected-trafficker
703195390	20171003	201710	2017	2017.7479											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	6	1	6	-4.91803278688524	0								3	Park Hills, Kentucky, United States	US	USKY		39.0714	-84.5322	500180	3	Park Hills, Kentucky, United States	US	USKY		39.0714	-84.5322	500180	20171102064500	http://www.fox19.com/story/36742820/park-hills-taking-action-to-remove-dangerous-trees
703195391	20171003	201710	2017	2017.7479	ARE	UNITED ARAB EMIRATES	ARE																		1	043	043	04	1	2.8	3	2	3	-7.36916996047431	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171102064500	https://www.msn.com/en-gb/news/other/scot-trapped-in-dubai-for-two-years-and-forced-to-sleep-in-hotel-toilets-after-c2-a32-taxi-fare-mix-up/ar-AAul3iZ
703195392	20171003	201710	2017	2017.7479	ARE	UNITED ARAB EMIRATES	ARE								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	3	2	3	-7.36916996047431	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171102064500	https://www.msn.com/en-gb/news/other/scot-trapped-in-dubai-for-two-years-and-forced-to-sleep-in-hotel-toilets-after-c2-a32-taxi-fare-mix-up/ar-AAul3iZ
703195393	20171003	201710	2017	2017.7479	GBR	UNITED KINGDOM	GBR								ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	3	2	3	-7.36916996047431	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171102064500	https://www.msn.com/en-gb/news/other/scot-trapped-in-dubai-for-two-years-and-forced-to-sleep-in-hotel-toilets-after-c2-a32-taxi-fare-mix-up/ar-AAul3iZ
703195394	20171003	201710	2017	2017.7479	GOV	MINIST						GOV			him	HIMACHALI			him						0	051	051	05	1	3.4	6	1	6	3.52941176470588	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171102064500	http://www.merinews.com/article/himachal-pradesh-assembly-election-2017-its-all-about-the-cap-colour/15927813.shtml
703195395	20171003	201710	2017	2017.7479	PAKGOV	PAKISTAN	PAK					GOV													1	020	020	02	1	3.0	10	1	10	-8.60534124629083	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171102064500	http://zeenews.india.com/world/like-delhi-lahore-chokes-on-toxic-air-2053684.html
703195396	20171003	201710	2017	2017.7479	PAKGOV	PAKISTAN	PAK					GOV													1	172	172	17	4	-5.0	10	1	10	-8.60534124629083	4	Haryana, North-West Frontier, Pakistan	PK	PK03	40347	34.1779	71.6469	-2762288	0								4	Haryana, North-West Frontier, Pakistan	PK	PK03	40347	34.1779	71.6469	-2762288	20171102064500	http://zeenews.india.com/world/like-delhi-lahore-chokes-on-toxic-air-2053684.html
703195397	20171026	201710	2017	2017.8110	CVL	COMMUNITY						CVL													0	020	020	02	1	3.0	10	1	10	0.22522522522523	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171102064500	http://www.galvnews.com/opinion/guest_columns/article_8877fda6-5509-51a1-8d1d-5a1d7571774b.html
703195398	20171026	201710	2017	2017.8110	CVL	COMMUNITY						CVL													0	050	050	05	1	3.5	10	1	10	0.22522522522523	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171102064500	http://www.galvnews.com/opinion/guest_columns/article_8877fda6-5509-51a1-8d1d-5a1d7571774b.html
703195399	20171026	201710	2017	2017.8110	FRA	PARIS	FRA								IND	NEW DELHI	IND								1	050	050	05	1	3.5	4	1	4	1.82232346241458	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171102064500	http://www.atimes.com/france-ready-join-indias-anti-china-front/
703195400	20171026	201710	2017	2017.8110	FRA	PARIS	FRA								USA	NEW YORK	USA								1	057	057	05	1	8.0	6	1	6	0.76726342710998	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171102064500	http://blogs.worldbank.org/africacan/climatechange/trade/ppps/education/energy/publicsphere/archive/201604
703195401	20171026	201710	2017	2017.8110	FRA	FRANCE	FRA								USA	UNITED STATES	USA								1	057	057	05	1	8.0	1	1	1	0.76726342710998	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171102064500	http://blogs.worldbank.org/africacan/climatechange/trade/ppps/education/energy/publicsphere/archive/201604
