703920037	20161104	201611	2016	2016.8329	ARG	ARGENTINA	ARG								MYS	MALAYSIA	MYS								1	100	100	10	3	-5.0	2	1	2	-6.17283950617284	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171104171500	http://yalibnan.com/2017/11/04/pm-hariri-was-target-of-assassination-plot-days-ago/
703920038	20161104	201611	2016	2016.8329	ARG	ARGENTINA	ARG								MYS	MALAYSIA	MYS								1	100	100	10	3	-5.0	8	1	8	-6.17283950617284	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	1	Malaysia	MY	MY		2.5	112.5	MY	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171104171500	http://yalibnan.com/2017/11/04/pm-hariri-was-target-of-assassination-plot-days-ago/
703920039	20161104	201611	2016	2016.8329	ISR	ISRAEL	ISR								GOV	FOREIGN SECRETARY						GOV			1	172	172	17	4	-5.0	4	1	4	-0.63795853269537	1	United Kingdom	UK	UK		54	-4	UK	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171104171500	http://saudigazette.com.sa/article/521003/Opinion/Editorial/Freelance-foreign-policy
703920040	20161104	201611	2016	2016.8329	OPP	PROTESTER						OPP													0	020	020	02	1	3.0	6	1	6	1.55440414507772	1	Taiwan	TW	TW		24	121	TW	0								1	Taiwan	TW	TW		24	121	TW	20171104171500	http://www.taipeitimes.com/News/taiwan/archives/2017/11/05/2003681709
703920041	20161104	201611	2016	2016.8329	PSE	PALESTINIAN	PSE								GOV	FOREIGN SECRETARY						GOV			1	172	172	17	4	-5.0	3	1	3	-0.63795853269537	1	United Kingdom	UK	UK		54	-4	UK	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171104171500	http://saudigazette.com.sa/article/521003/Opinion/Editorial/Freelance-foreign-policy
703920042	20161104	201611	2016	2016.8329	PSE	PALESTINIAN	PSE								GOV	FOREIGN SECRETARY						GOV			1	172	172	17	4	-5.0	1	1	1	-0.63795853269537	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171104171500	http://saudigazette.com.sa/article/521003/Opinion/Editorial/Freelance-foreign-policy
703920043	20161104	201611	2016	2016.8329	SAUGOV	SAUDI ARABIA	SAU					GOV			SAU	RIYADH	SAU								0	138	138	13	3	-7.0	1	1	1	-0.79872204472844	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171104171500	https://www.metro.us/news/reuters/reuters-top-news/trump-backs-new-york-bourses-battle-saudi-aramco-listing
703920044	20161104	201611	2016	2016.8329	SAUGOV	SAUDI ARABIA	SAU					GOV			SAU	RIYADH	SAU								0	138	138	13	3	-7.0	1	1	1	-0.79872204472844	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104171500	https://www.metro.us/news/reuters/reuters-top-news/trump-backs-new-york-bourses-battle-saudi-aramco-listing
703920045	20161104	201611	2016	2016.8329	TWN	TAIWAN	TWN								OPP	PROTESTER						OPP			0	020	020	02	1	3.0	4	1	4	1.55440414507772	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171104171500	http://www.taipeitimes.com/News/taiwan/archives/2017/11/05/2003681709
703920046	20161104	201611	2016	2016.8329	USA	OKLAHOMA	USA								USAGOVAGR	UNITED STATES	USA					GOV	AGR		1	042	042	04	1	1.9	2	1	2	2.01612903225806	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171104171500	http://www.hpj.com/markets/mcalester-livestock-auction-report/article_c757136c-20e2-5f7a-ac02-454bf4a3ca0e.html
703920047	20161104	201611	2016	2016.8329	USA	SOUTH DAKOTA	USA								USAGOVAGR	UNITED STATES	USA					GOV	AGR		1	042	042	04	1	1.9	2	1	2	1.12359550561798	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171104171500	http://www.hpj.com/markets/philip-livestock-auction-report/article_35a1a1ad-39e3-5fec-aba9-fefa032925bd.html
703920048	20161104	201611	2016	2016.8329	USAGOVAGR	UNITED STATES	USA					GOV	AGR		USA	OKLAHOMA	USA								1	043	043	04	1	2.8	2	1	2	2.01612903225806	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171104171500	http://www.hpj.com/markets/mcalester-livestock-auction-report/article_c757136c-20e2-5f7a-ac02-454bf4a3ca0e.html
703920049	20161104	201611	2016	2016.8329	USAGOVAGR	UNITED STATES	USA					GOV	AGR		USA	SOUTH DAKOTA	USA								1	043	043	04	1	2.8	2	1	2	1.12359550561798	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171104171500	http://www.hpj.com/markets/philip-livestock-auction-report/article_35a1a1ad-39e3-5fec-aba9-fefa032925bd.html
703920050	20171005	201710	2017	2017.7534											USA	ATLANTA	USA								0	046	046	04	1	7.0	2	1	2	-1.76470588235294	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171104171500	http://www.moultonadvertiser.com/news/national/article_38dea800-7ac9-509a-9cfe-da390c372208.html
703920051	20171005	201710	2017	2017.7534	BEL	BRUSSELS	BEL								EUR	EUROPEAN	EUR								1	100	100	10	3	-5.0	2	1	2	-2.04865556978233	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171104171500	http://en.europeonline-magazine.eu/backgroundspain-issues-arrest-warrant-for-puigdemont---whats-next_593863.html
