705327621	20161109	201611	2016	2016.8466											COP	POLICE						COP			1	173	173	17	4	-5.0	10	1	10	-7.31707317073171	0								4	Cheras, Malaysia (general), Malaysia	MY	MY00	18585	3.05	101.767	-2360826	4	Cheras, Malaysia (general), Malaysia	MY	MY00	18585	3.05	101.767	-2360826	20171109123000	http://www.freemalaysiatoday.com/category/nation/2017/11/09/man-who-kicked-woman-at-pedestrian-bridge-held/
705327622	20161109	201611	2016	2016.8466	AUS	VICTORIA	AUS																		1	070	070	07	2	7.0	10	1	10	1.38067061143984	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171109123000	http://www.dailytelegraph.com.au/business/companies/the-graph-that-proves-the-melbourne-cup-really-does-stop-the-nation/news-story/25628cbd105f7ce595d8905458236263?nk=626be1af137d1db2b489028dcdaeb339-1510229935
705327623	20161109	201611	2016	2016.8466	BGD	BANGLADESH	BGD								BTN	BHUTAN	BTN								1	061	061	06	2	6.4	8	1	8	0.45871559633027	1	Bangladesh	BG	BG		24	90	BG	4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	20171109123000	http://www.bbs.bt/news/?p=84083
705327624	20161109	201611	2016	2016.8466	BGD	BANGLADESH	BGD								BTN	BHUTAN	BTN								1	061	061	06	2	6.4	2	1	2	0.45871559633027	1	Bangladesh	BG	BG		24	90	BG	4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	1	Bangladesh	BG	BG		24	90	BG	20171109123000	http://www.bbs.bt/news/?p=84083
705327625	20161109	201611	2016	2016.8466	BHR	BAHRAIN	BHR																		1	043	043	04	1	2.8	7	1	7	5.59701492537313	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	0								4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20171109123000	https://www.startupmgzn.com/english/news/knowledge-oman-is-spreading-the-culture-of-entrepreneurship-in-the-sultanate-heres-how/
705327626	20161109	201611	2016	2016.8466	BHR	BAHRAIN	BHR								GOV	PRINCE						GOV			1	043	043	04	1	2.8	3	1	3	5.59701492537313	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20171109123000	https://www.startupmgzn.com/english/news/knowledge-oman-is-spreading-the-culture-of-entrepreneurship-in-the-sultanate-heres-how/
705327627	20161109	201611	2016	2016.8466	BUS	INDUSTRY						BUS													1	036	036	03	1	4.0	4	1	4	0.54054054054054	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171109123000	https://www.japantimes.co.jp/?post_type=news&p=1301898
705327628	20161109	201611	2016	2016.8466	CHE	SWITZERLAND	CHE								NGA	NIGERIA	NGA								0	062	062	06	2	7.4	6	1	6	-3.07128722227166	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Switzerland	SZ	SZ		47	8	SZ	20171109123000	http://www.reuters.com/article/saudi-arrests-assets/saudi-arabia-faces-battle-to-repatriate-assets-after-corruption-crackdown-idUSL5N1NE3FE
705327629	20161109	201611	2016	2016.8466	CHE	SWITZERLAND	CHE								NGA	NIGERIA	NGA								0	062	062	06	2	7.4	24	1	24	-3.07128722227166	1	Switzerland	SZ	SZ		47	8	SZ	1	Nigeria	NI	NI		10	8	NI	1	Switzerland	SZ	SZ		47	8	SZ	20171109123000	http://www.reuters.com/article/saudi-arrests-assets/saudi-arabia-faces-battle-to-repatriate-assets-after-corruption-crackdown-idUSL5N1NE3FE
705327630	20161109	201611	2016	2016.8466	CHE	SWITZERLAND	CHE								NGAELI	NIGERIA	NGA					ELI			0	1711	171	17	4	-9.2	6	1	6	-3.07128722227166	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171109123000	http://www.reuters.com/article/saudi-arrests-assets/saudi-arabia-faces-battle-to-repatriate-assets-after-corruption-crackdown-idUSL5N1NE3FE
705327631	20161109	201611	2016	2016.8466	CHE	SWITZERLAND	CHE								NGAELI	NIGERIA	NGA					ELI			0	1711	171	17	4	-9.2	24	1	24	-3.07128722227166	1	Switzerland	SZ	SZ		47	8	SZ	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171109123000	http://www.reuters.com/article/saudi-arrests-assets/saudi-arabia-faces-battle-to-repatriate-assets-after-corruption-crackdown-idUSL5N1NE3FE
705327632	20161109	201611	2016	2016.8466	EDU	ECONOMIST						EDU			USA	SEATTLE	USA								1	010	010	01	1	0.0	5	1	5	-0.4	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20171109123000	https://www.newsreview.com/sacramento/amazon-dilemma/content?oid=25328623
705327633	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR																		0	0831	083	08	2	5.0	2	1	2	2.40549828178694	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	0								5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	20171109123000	http://www.yorkshirepost.co.uk/news/burberry-to-move-it-jobs-to-new-leeds-hub-1-8848145
705327634	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR								IGOEUREEC	THE EU	EUR	EEC				IGO			0	030	030	03	1	4.0	3	1	3	-2.12264150943396	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109123000	https://www.theguardian.com/politics/blog/live/2017/nov/09/theresa-may-under-pressure-to-replace-patel-with-brexit-enthusiast-politics-live?page=with:block-5a043a1170242a077194d507
705327635	20161109	201611	2016	2016.8466	IND	TRIPURA	IND								COPLEG	DEPUTY						COP	LEG		1	036	036	03	1	4.0	5	1	5	1.09289617486339	0								0								0								20171109123000	http://www.business-standard.com/article/news-ians/last-session-of-outgoing-tripura-assembly-begins-on-monday-117110901008_1.html
705327636	20161109	201611	2016	2016.8466	ITA	ITALIAN	ITA								IGOEUREEC	THE EU	EUR	EEC				IGO			0	030	030	03	1	4.0	5	1	5	-2.12264150943396	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109123000	https://www.theguardian.com/politics/blog/live/2017/nov/09/theresa-may-under-pressure-to-replace-patel-with-brexit-enthusiast-politics-live?page=with:block-5a043a1170242a077194d507
705327637	20161109	201611	2016	2016.8466	ITA	ITALY	ITA								IGOEUREEC	THE EU	EUR	EEC				IGO			0	030	030	03	1	4.0	2	1	2	-2.12264150943396	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20171109123000	https://www.theguardian.com/politics/blog/live/2017/nov/09/theresa-may-under-pressure-to-replace-patel-with-brexit-enthusiast-politics-live?page=with:block-5a043a1170242a077194d507
705327638	20161109	201611	2016	2016.8466	LEG	HOUSE OF REPRESENTATIVES						LEG			USALEG	THE US	USA					LEG			1	030	030	03	1	4.0	10	1	10	5.84415584415584	0								0								0								20171109123000	http://rinf.com/alt-news/newswire/presstv-us-lawmakers-agree-on-700bn-military-budget/
