704895271	20161108	201611	2016	2016.8438											CVL	VOTER						CVL			1	020	020	02	1	3.0	1	1	1	-2.0997375328084	0								3	Richmond Heights, Ohio, United States	US	USOH		41.5528	-81.5101	1072241	3	Richmond Heights, Ohio, United States	US	USOH		41.5528	-81.5101	1072241	20171108061500	http://www.cleveland.com/metro/index.ssf/2017/11/which_tax_increases_passed_and.html
704895272	20161108	201611	2016	2016.8438											CVL	VOTER						CVL			1	020	020	02	1	3.0	2	1	2	-2.0997375328084	0								3	Cuyahoga County, Ohio, United States	US	USOH		41.4334	-81.6665	1074030	3	Richmond Heights, Ohio, United States	US	USOH		41.5528	-81.5101	1072241	20171108061500	http://www.cleveland.com/metro/index.ssf/2017/11/which_tax_increases_passed_and.html
704895273	20161108	201611	2016	2016.8438	CVL	VOTER						CVL			USA	UNITED STATES	USA								1	080	080	08	2	5.0	1	1	1	2.52100840336135	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20171108061500	http://www.cleveland19.com/story/36789376/cleveland-mayor-frank-jackson-wins-historic-fourth-term
704895274	20161108	201611	2016	2016.8438	CVL	VOTER						CVL			USA	UNITED STATES	USA								1	080	080	08	2	5.0	1	1	1	2.52100840336135	3	City Of Cleveland, Ohio, United States	US	USOH	OH035	41.4817	-81.6629	1085963	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20171108061500	http://www.cleveland19.com/story/36789376/cleveland-mayor-frank-jackson-wins-historic-fourth-term
704895275	20161108	201611	2016	2016.8438	GOV	PRIME MINISTER						GOV													1	010	010	01	1	0.0	10	1	10	-0.43243243243243	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	0								5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171108061500	http://indiatoday.intoday.in/story/demonetisation-anniversary-live-updates-narendra-modi-rahul-gandhi-black-day/1/1084773.html
704895276	20161108	201611	2016	2016.8438	GOV	TOURISM MINIST						GOV			KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	5	1	5	1.52439024390244	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108061500	http://www.chinadaily.com.cn/business/2017-11/08/content_34272927.htm
704895277	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV			NGA	NIGER DELTA	NGA								0	010	010	01	1	0.0	10	1	10	-2.44200244200244	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171108061500	http://allafrica.com/stories/201711080011.html
704895278	20161108	201611	2016	2016.8438	OPP	OPPOSITION PARTIES						OPP													1	160	160	16	4	-4.0	10	1	10	0.23148148148148	4	Nyandoro, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.3519	31.1607	-2320794	0								4	Nyandoro, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.3519	31.1607	-2320794	20171108061500	http://bulawayo24.com/news/national/121421
704895279	20171009	201710	2017	2017.7644	CHN	BEIJING	CHN								MIL	COMMANDER						MIL			1	051	051	05	1	3.4	10	1	10	-1.52542372881356	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108061500	https://frontiermyanmar.net/en/un-security-council-urges-end-to-excessive-military-force-in-rakhine
704895280	20171009	201710	2017	2017.7644	GOV	MINIST						GOV													0	010	010	01	1	0.0	3	1	3	0	4	Point Chevalier, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.85	174.7	-1516318	0								4	Point Chevalier, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.85	174.7	-1516318	20171108061500	https://citizen.co.za/news/news-world/1720196/nzealand-politics-animal-offbeat/
