705812853	20161110	201611	2016	2016.8493	AUSGOV	AUSTRALIA	AUS					GOV													1	020	020	02	1	3.0	2	1	2	0.22271714922049	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171110214500	https://www.realestate.com.au/news/pet-clause-is-cat-nip-for-victorian-rental-tenants/
705812854	20161110	201611	2016	2016.8493	BUS	COMPANY						BUS													1	035	035	03	1	7.0	10	1	10	1.45631067961165	4	Rayong, Rayong, Thailand	TH	TH47	26942	12.6685	101.276	-3254080	0								4	Rayong, Rayong, Thailand	TH	TH47	26942	12.6685	101.276	-3254080	20171110214500	http://www.nationmultimedia.com/detail/Real_Estate/30331365
705812855	20161110	201611	2016	2016.8493	GOV	CHIEF EXECUTIVE						GOV													1	020	020	02	1	3.0	4	1	4	0.22271714922049	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171110214500	https://www.realestate.com.au/news/pet-clause-is-cat-nip-for-victorian-rental-tenants/
705812856	20161110	201611	2016	2016.8493	GOV	CHIEF EXECUTIVE						GOV													1	020	020	02	1	3.0	2	1	2	0.22271714922049	4	Werribee, Western Australia, Australia	AS	AS08	5572	-31.7667	116.35	-1608857	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171110214500	https://www.realestate.com.au/news/pet-clause-is-cat-nip-for-victorian-rental-tenants/
705812857	20161110	201611	2016	2016.8493	GOV	CHIEF EXECUTIVE						GOV			AUS	AUSTRALIA	AUS								1	020	020	02	1	3.0	2	1	2	0.22271714922049	4	Werribee, Western Australia, Australia	AS	AS08	5572	-31.7667	116.35	-1608857	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171110214500	https://www.realestate.com.au/news/pet-clause-is-cat-nip-for-victorian-rental-tenants/
705812858	20161110	201611	2016	2016.8493	HIN	HINDU				HIN					BGD	BRAHMANBARIA	BGD								0	1712	171	17	4	-9.2	10	1	10	-8.01526717557252	0								0								0								20171110214500	http://dev.thedailystar.net/frontpage/mayhem-over-facebook-post-1489402
705812859	20161110	201611	2016	2016.8493	HIN	HINDU				HIN					BGD	BRAHMANBARIA	BGD								0	190	190	19	4	-10.0	10	1	10	-8.01526717557252	0								0								0								20171110214500	http://dev.thedailystar.net/frontpage/mayhem-over-facebook-post-1489402
705812860	20161110	201611	2016	2016.8493	RUS	RUSSIA	RUS																		0	173	173	17	4	-5.0	2	1	2	0	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171110214500	http://www.dailypioneer.com/columnists/oped/new-tsar-takes-shine-off-october-revolution-centenary.html
705812861	20161110	201611	2016	2016.8493	USA	MILWAUKEE	USA																		0	073	073	07	2	7.4	4	1	4	0.86805555555556	3	Green Bay, Wisconsin, United States	US	USWI	WI009	44.5192	-88.0198	1565801	0								3	Green Bay, Wisconsin, United States	US	USWI		44.5192	-88.0198	1565801	20171110214500	http://www.greenbaypressgazette.com/story/opinion/editorials/2017/11/10/2017-stock-shelves-campaign-help-fight-hunger-northeastern-wisconsin/853184001/
705812862	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								GBR	LONDON	GBR								0	173	173	17	4	-5.0	4	1	4	-11.9626168224299	3	East Providence, Rhode Island, United States	US	USRI	RI007	41.8137	-71.3701	1219590	3	East Providence, Rhode Island, United States	US	USRI		41.8137	-71.3701	1219590	3	East Providence, Rhode Island, United States	US	USRI		41.8137	-71.3701	1219590	20171110214500	http://www.providencejournal.com/news/20171110/police-identify-two-shot-thursday-on-highway-on-ramp
705812863	20171011	201710	2017	2017.7699											IND	NEW DELHI	IND								1	046	046	04	1	7.0	1	1	1	-0.26595744680851	0								4	Barpeta, Assam, India	IN	IN03	17583	26.3167	91	-2090641	4	Barpeta, Assam, India	IN	IN03	17583	26.3167	91	-2090641	20171110214500	http://www.dailypioneer.com/top-stories/china-says-border-talks-with-india-working-very-well.html
705812864	20171011	201710	2017	2017.7699	CVL	VILLAGE						CVL			USA	ALASKA	USA								0	013	013	01	1	0.4	2	1	2	-1.82969739619986	3	Arctic Village, Alaska, United States	US	USAK	AK290	68.1269	-145.538	1398382	2	Alaska, United States	US	USAK		61.385	-152.268	AK	3	Arctic Village, Alaska, United States	US	USAK		68.1269	-145.538	1398382	20171110214500	https://intercontinentalcry.org/drilling-drilling-everywhere/
705812865	20171011	201710	2017	2017.7699	CVL	VILLAGE						CVL			USA	ALASKA	USA								0	042	042	04	1	1.9	2	1	2	-1.82969739619986	3	Arctic Village, Alaska, United States	US	USAK	AK290	68.1269	-145.538	1398382	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171110214500	https://intercontinentalcry.org/drilling-drilling-everywhere/
705812866	20171011	201710	2017	2017.7699	LEG	REPRESENTATIVES						LEG													0	040	040	04	1	1.0	10	1	10	-0.35928143712575	1	Sri Lanka	CE	CE		7	81	CE	0								1	Sri Lanka	CE	CE		7	81	CE	20171110214500	http://www.dailynews.lk/2017/11/11/editorial/134135/future-oriented-budget
705812867	20171011	201710	2017	2017.7699	LEG	SENATOR						LEG			USA	UNITED STATES	USA								0	114	114	11	3	-2.0	4	2	4	-1.34907251264756	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171110214500	http://www.middletownpress.com/news/politics/article/Zinke-says-Democrats-holding-Interior-nominees-12348065.php
705812868	20171011	201710	2017	2017.7699	PAK	PAKISTAN	PAK								MIL	MARINE CORP						MIL			0	115	115	11	3	-2.0	4	1	4	-9.23076923076922	1	Pakistan	PK	PK		30	70	PK	3	Parris Island, South Carolina, United States	US	USSC		32.3352	-80.6923	1250029	1	Pakistan	PK	PK		30	70	PK	20171110214500	http://abc6onyourside.com/news/nation-world/jury-deciding-sentence-for-abusive-marine-drill-instructor
705812869	20171011	201710	2017	2017.7699	RUSGOV	VLADIMIR PUTIN	RUS					GOV													1	051	051	05	1	3.4	3	1	3	0	4	Nadezhda, Stavropol'skiy Kray, Russia	RS	RS70	25099	44.1	44.6	-2962348	0								4	Nadezhda, Stavropol'skiy Kray, Russia	RS	RS70	25099	44.1	44.6	-2962348	20171110214500	http://www.dailypioneer.com/columnists/oped/new-tsar-takes-shine-off-october-revolution-centenary.html
705812870	20171011	201710	2017	2017.7699	RUSGOV	VLADIMIR PUTIN	RUS					GOV			RUSGOV	RUSSIAN	RUS					GOV			1	051	051	05	1	3.4	7	1	7	0	4	Nadezhda, Stavropol'skiy Kray, Russia	RS	RS70	25099	44.1	44.6	-2962348	4	Nadezhda, Stavropol'skiy Kray, Russia	RS	RS70	25099	44.1	44.6	-2962348	4	Nadezhda, Stavropol'skiy Kray, Russia	RS	RS70	25099	44.1	44.6	-2962348	20171110214500	http://www.dailypioneer.com/columnists/oped/new-tsar-takes-shine-off-october-revolution-centenary.html
705812871	20171011	201710	2017	2017.7699	USA	ALASKA	USA								CVL	VILLAGE						CVL			0	043	043	04	1	2.8	2	1	2	-1.82969739619986	2	Alaska, United States	US	USAK		61.385	-152.268	AK	3	Arctic Village, Alaska, United States	US	USAK		68.1269	-145.538	1398382	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171110214500	https://intercontinentalcry.org/drilling-drilling-everywhere/
