703300193	20071105	200711	2007	2007.8356	EDU	STUDENT						EDU													1	112	112	11	3	-2.0	32	1	32	-5.88507080004786	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171102140000	http://mobile.wnd.com/2017/11/deer-urine-pennsylvanias-golden-harvest/
703300194	20071105	200711	2007	2007.8356	EDU	STUDENT						EDU													1	193	193	19	4	-10.0	32	1	32	-5.88507080004786	2	California, United States	US	USCA		36.17	-119.746	CA	0								1	Russia	RS	RS		60	100	RS	20171102140000	http://mobile.wnd.com/2017/11/deer-urine-pennsylvanias-golden-harvest/
703300195	20071105	200711	2007	2007.8356	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	112	112	11	3	-2.0	2	1	2	-5.8768656716418	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Dodger Stadium, California, United States	US	USCA		34.0736	-118.241	1654613	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171102140000	http://mobile.wnd.com/2017/11/donna-brazile-has-proof-hillary-rigged-primary-against-bernie/
703300196	20071105	200711	2007	2007.8356	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	112	112	11	3	-2.0	6	1	6	-5.88780584284988	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171102140000	http://mobile.wnd.com/2017/11/deer-urine-pennsylvanias-golden-harvest/
703300197	20161102	201611	2016	2016.8274											GOVPTY	RULING PARTY						GOV			0	051	051	05	1	3.4	2	1	2	-1.73501577287066	0								1	Hungary	HU	HU		47	20	HU	1	Hungary	HU	HU		47	20	HU	20171102140000	http://hungarytoday.hu/news/ethnic-hungarian-leaders-angered-former-leftist-pm-campaigns-strip-expatriates-voting-rights-48221
703300198	20161102	201611	2016	2016.8274											JAM	JAMAICA	JAM								0	043	043	04	1	2.8	1	1	1	2.23463687150838	0								1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20171102140000	http://www.lowellsun.com/lifestyles/ci_31421780
703300199	20161102	201611	2016	2016.8274											USA	MISSISSIPPI	USA								1	042	042	04	1	1.9	2	1	2	3.7716615698267	0								3	Pelahatchie, Mississippi, United States	US	USMS	MS121	32.3129	-89.7984	675578	3	Pelahatchie, Mississippi, United States	US	USMS	MS121	32.3129	-89.7984	675578	20171102140000	http://msbusiness.com/2017/11/phil-hardwick-qa-knox-ross/
703300200	20161102	201611	2016	2016.8274											USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	3.7716615698267	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	3	Pelahatchie, Mississippi, United States	US	USMS	MS121	32.3129	-89.7984	675578	20171102140000	http://msbusiness.com/2017/11/phil-hardwick-qa-knox-ross/
703300201	20161102	201611	2016	2016.8274	BUS	INDUSTRY						BUS			GOV	PRESIDENT						GOV			1	014	014	01	1	0.0	5	1	5	0	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171102140000	https://timesofindia.indiatimes.com/business/india-business/amid-it-layoffs-this-could-be-a-reason-to-cheer/articleshow/61459252.cms
703300202	20161102	201611	2016	2016.8274	BUS	AIRWAY						BUS			USA	DALLAS	USA								1	160	160	16	4	-4.0	18	2	18	-2.27704987320372	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171102140000	https://www.thenational.ae/business/etihad-airways-to-cancel-dallas-fort-worth-flights-from-march-1.672358
703300203	20161102	201611	2016	2016.8274	CAN	CANADA	CAN								CANGOV	CANADA	CAN					GOV			1	046	046	04	1	7.0	2	1	2	1.89944134078213	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171102140000	http://windsorstar.com/life/food/this-is-why-jamie-oliver-wants-you-to-focus-on-fundamentals-with-5-ingredients/wcm/30c5c719-37e7-4aae-b0e6-330ecb1b8db3
