704301015	20161106	201611	2016	2016.8384											OPP	ACTIVIST						OPP			0	190	190	19	4	-10.0	2	1	2	-7.41138560687433	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20171106121500	http://organiser.org/Encyc/2017/11/6/Punjab-Killings---The-Deafening-Silence.aspx
704301016	20161106	201611	2016	2016.8384											USA	AMERICAN	USA								0	145	145	14	3	-7.5	7	1	7	-0.37243947858473	0								1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20171106121500	http://www.dailymail.co.uk/news/article-5053955/Painting-looted-Nazis-returned-rightful-owners.html
704301017	20161106	201611	2016	2016.8384	AUS	MURRAY	AUS																		0	010	010	01	1	0.0	3	1	3	-0.47281323877069	3	Fayette County, Pennsylvania, United States	US	USPA	PA051	40.1254	-79.75	1209179	0								3	Fayette County, Pennsylvania, United States	US	USPA		40.1254	-79.75	1209179	20171106121500	http://axisoflogic.com/artman/publish/Article_77897.shtml
704301018	20161106	201611	2016	2016.8384	AUS	MURRAY	AUS																		0	020	020	02	1	3.0	3	1	3	-0.47281323877069	3	Fayette County, Pennsylvania, United States	US	USPA	PA051	40.1254	-79.75	1209179	0								3	Fayette County, Pennsylvania, United States	US	USPA		40.1254	-79.75	1209179	20171106121500	http://axisoflogic.com/artman/publish/Article_77897.shtml
704301019	20161106	201611	2016	2016.8384	AUS	MURRAY	AUS								USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-0.47281323877069	3	Fayette County, Pennsylvania, United States	US	USPA	PA051	40.1254	-79.75	1209179	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171106121500	http://axisoflogic.com/artman/publish/Article_77897.shtml
704301020	20161106	201611	2016	2016.8384	CHN	BEIJING	CHN								TUR	TURKEY	TUR								0	057	057	05	1	8.0	2	1	2	-1.20663650075414	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106121500	https://www.gatestoneinstitute.org/11296/turkey-nuclear-ambitions
704301021	20161106	201611	2016	2016.8384	CHN	BEIJING	CHN								TUR	TURKEY	TUR								0	057	057	05	1	8.0	5	1	5	-1.20663650075414	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Sinop, Sinop, Turkey	TU	TU57	28255	42.0268	35.1625	-770926	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106121500	https://www.gatestoneinstitute.org/11296/turkey-nuclear-ambitions
704301022	20161106	201611	2016	2016.8384	CRM	CRIMINAL						CRM			EDUEDU	SCHOOL						EDU	EDU		1	090	090	09	2	-2.0	6	1	6	-5.13761467889908	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106121500	http://www.news957.com/world/2017/11/06/anthony-weiner-set-for-prison-stint-for-sexting-conviction/
704301023	20161106	201611	2016	2016.8384	GOV	MAYOR						GOV			PHL	PHILIPPINE	PHL								0	040	040	04	1	1.0	2	1	2	-3.20675105485232	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171106121500	http://www.mindanews.com/top-stories/2017/11/abp-valles-on-drug-related-killings-inspire-the-police-to-adhere-to-rule-of-law/
704301024	20161106	201611	2016	2016.8384	GOV	MAYOR						GOV			PHLREL	DAVAO	PHL								0	040	040	04	1	1.0	3	1	3	-3.20675105485232	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20171106121500	http://www.mindanews.com/top-stories/2017/11/abp-valles-on-drug-related-killings-inspire-the-police-to-adhere-to-rule-of-law/
