703303453	20071105	200711	2007	2007.8356	CRM	PERPETRATOR						CRM			MED	JOURNALIST						MED			1	190	190	19	4	-10.0	5	1	5	-8.56031128404671	4	Tagum, City of Tagum, Philippines	RP	RPN7	24267	7.4475	125.805	-2455442	4	Tagum, City of Tagum, Philippines	RP	RPN7	24267	7.4475	125.805	-2455442	4	Tagum, City of Tagum, Philippines	RP	RPN7	24267	7.4475	125.805	-2455442	20171102141500	http://davaotoday.com/main/human-rights/ph-ranks-5th-in-global-index-of-scot-free-media-killers/
703303454	20071105	200711	2007	2007.8356	NGOHRIMED	COMMITTEE TO PROTECT JOURNALISTS						NGO	HRI	MED	MED	JOURNALIST						MED			1	180	180	18	4	-9.0	5	1	5	-8.56031128404671	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	20171102141500	http://davaotoday.com/main/human-rights/ph-ranks-5th-in-global-index-of-scot-free-media-killers/
703303455	20071105	200711	2007	2007.8356	NGOHRIMED	COMMITTEE TO PROTECT JOURNALISTS						NGO	HRI	MED	MED	JOURNALIST						MED			1	190	190	19	4	-10.0	5	1	5	-8.56031128404671	4	Tagum, City of Tagum, Philippines	RP	RPN7	24267	7.4475	125.805	-2455442	4	Tagum, City of Tagum, Philippines	RP	RPN7	24267	7.4475	125.805	-2455442	4	Tagum, City of Tagum, Philippines	RP	RPN7	24267	7.4475	125.805	-2455442	20171102141500	http://davaotoday.com/main/human-rights/ph-ranks-5th-in-global-index-of-scot-free-media-killers/
703303456	20161102	201611	2016	2016.8274											DEU	COLOGNE	DEU								0	1383	138	13	3	-7.0	10	1	10	-7.78443113772455	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171102141500	http://www.breitbart.com/london/2017/11/02/berlin-police-instructor-muslim-recruits-enemy-ranks/
703303457	20161102	201611	2016	2016.8274											JOR	JORDAN	JOR								1	042	042	04	1	1.9	6	1	6	3.54191263282173	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171102141500	http://www.pressparty.com/pg/newsdesk/ibizarocks/view/171574/
703303458	20161102	201611	2016	2016.8274											MIL	AIR FORCE						MIL			0	046	046	04	1	7.0	6	1	6	3.80761523046092	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171102141500	http://www.localdvm.com/news/united-states-air-force-celebrates-70th-anniversary/849492049
703303459	20161102	201611	2016	2016.8274											MIL	AIR FORCE						MIL			0	046	046	04	1	7.0	2	1	2	3.80761523046092	0								1	United States	US	US		39.828175	-98.5795	US	1	Japan	JA	JA		36	138	JA	20171102141500	http://www.localdvm.com/news/united-states-air-force-celebrates-70th-anniversary/849492049
703303460	20161102	201611	2016	2016.8274											MIL	AIR FORCE						MIL			0	046	046	04	1	7.0	2	1	2	3.80761523046092	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171102141500	http://www.localdvm.com/news/united-states-air-force-celebrates-70th-anniversary/849492049
703303461	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS			DEU	GERMANY	DEU								1	046	046	04	1	7.0	2	1	2	2.5974025974026	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171102141500	http://deadline.com/2017/11/tom-tykwer-president-berlin-film-festival-jury-2018-1202200045/
703303462	20161102	201611	2016	2016.8274	BUS	BUSINESS						BUS			LAB	WORKER						LAB			1	0842	084	08	2	7.0	6	1	6	-0.26809651474531	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171102141500	http://www.newsherald.com/news/20171102/businesses-getting-workers-comp-rate-cut
703303463	20161102	201611	2016	2016.8274	BUS	BUSINESS						BUS			LAB	WORKER						LAB			1	114	114	11	3	-2.0	6	1	6	-0.26809651474531	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171102141500	http://www.newsherald.com/news/20171102/businesses-getting-workers-comp-rate-cut
703303464	20161102	201611	2016	2016.8274	COLREB	FARC	COL					REB			COP	POLICE						COP			1	153	153	15	4	-7.2	5	1	5	-1.36986301369863	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20171102141500	https://jerseyeveningpost.com/news/2017/11/02/police-negotiators-were-used-30-times-last-year/
