702861196	20161101	201611	2016	2016.8247	AUS	AUSTRALIA	AUS								GHA	GHANA	GHA								1	173	173	17	4	-5.0	2	1	2	-15.0537634408602	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171101061500	http://www.couriermail.com.au/news/national/mother-of-tyrell-cobb-pleads-guilty-to-manslaughter/news-story/f8a2eb7ab7c9358cf66e9d63e34403cb?nk=9adad3184469cf216f494784c2404de4-1509516108
702861197	20161101	201611	2016	2016.8247	CHN	CHINA	CHN								IDN	INDONESIA	IDN								1	040	040	04	1	1.0	32	8	32	-3.3065236818588	1	China	CH	CH		35	105	CH	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20171101061500	http://kasu.org/post/some-indonesians-fear-countrys-religious-intolerance-growing
702861198	20161101	201611	2016	2016.8247	CVL	RESIDENTS						CVL			JPN	JAPAN	JPN								1	042	042	04	1	1.9	6	1	6	-3.07692307692308	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	20171101061500	http://www.bbc.com/news/business-41827634
702861199	20161101	201611	2016	2016.8247	ESP	SPANISH	ESP								CVL	RESIDENTS						CVL			0	051	051	05	1	3.4	2	1	2	0.21436227224009	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171101061500	http://www.cecildaily.com/features/article_16a53463-c6dd-583a-bfca-d870dfcf25f2.html
702861200	20161101	201611	2016	2016.8247	ESP	SPANISH	ESP								CVL	RESIDENTS						CVL			0	051	051	05	1	3.4	8	1	8	0.21436227224009	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20171101061500	http://www.cecildaily.com/features/article_16a53463-c6dd-583a-bfca-d870dfcf25f2.html
702861201	20161101	201611	2016	2016.8247	GOV	GOVERNMENT						GOV			RUS	RUSSIA	RUS								1	060	060	06	2	6.0	2	1	2	0	1	Russia	RS	RS		60	100	RS	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171101061500	http://www.brahmand.com/news/Vice-Adm-Karambir-Singh-takes-over-as-the-FOCinC-ENC/16049/1/10.html
702861202	20161101	201611	2016	2016.8247	GOV	GOVERNMENT						GOV			RUS	RUSSIA	RUS								1	062	062	06	2	7.4	2	1	2	0	1	Russia	RS	RS		60	100	RS	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171101061500	http://www.brahmand.com/news/Vice-Adm-Karambir-Singh-takes-over-as-the-FOCinC-ENC/16049/1/10.html
702861203	20161101	201611	2016	2016.8247	GOV	GOVERNMENT						GOV			RUS	RUSSIA	RUS								1	062	062	06	2	7.4	18	1	18	-0.216169476869861	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171101061500	http://www.brahmand.com/news/Vice-Adm-Karambir-Singh-takes-over-as-the-FOCinC-ENC/16049/1/10.html
702861204	20161101	201611	2016	2016.8247	IDN	INDONESIA	IDN								CHN	CHINA	CHN								1	040	040	04	1	1.0	32	8	32	-3.3065236818588	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	1	China	CH	CH		35	105	CH	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20171101061500	http://kasu.org/post/some-indonesians-fear-countrys-religious-intolerance-growing
702861205	20161101	201611	2016	2016.8247	JPN	JAPAN	JPN								CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	6	1	6	-3.07692307692308	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	20171101061500	http://www.bbc.com/news/business-41827634
