704123381	20161105	201611	2016	2016.8356											EDU	STUDENT						EDU			0	173	173	17	4	-5.0	8	1	8	-7.77310924369748	0								4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20171105190000	http://www.presstv.com/Detail/2017/11/05/541124/Press-TV-headlines
704123382	20161105	201611	2016	2016.8356											EDU	STUDENT						EDU			0	173	173	17	4	-5.0	2	1	2	-7.77310924369748	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171105190000	http://www.presstv.com/Detail/2017/11/05/541124/Press-TV-headlines
704123383	20161105	201611	2016	2016.8356	FRAGOV	FRENCH	FRA					GOV													0	080	080	08	2	5.0	3	1	3	-4.8780487804878	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105190000	http://www.radionz.co.nz/international/pacific-news/343167/france-commits-more-security-forces-to-new-caledonia
704123384	20161105	201611	2016	2016.8356	FRAGOV	FRANCE	FRA					GOV													0	080	080	08	2	5.0	1	1	1	-4.8780487804878	4	Noumea, New Caledonia (general), New Caledonia	NC	NC00	22378	-22.2667	166.45	-1713609	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105190000	http://www.radionz.co.nz/international/pacific-news/343167/france-commits-more-security-forces-to-new-caledonia
704123385	20161105	201611	2016	2016.8356	FRANCL	NEW CALEDONIA	FRA								FRAGOV	FRANCE	FRA					GOV			0	080	080	08	2	5.0	5	1	5	-4.8780487804878	4	Noumea, New Caledonia (general), New Caledonia	NC	NC00	22378	-22.2667	166.45	-1713609	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105190000	http://www.radionz.co.nz/international/pacific-news/343167/france-commits-more-security-forces-to-new-caledonia
704123386	20161105	201611	2016	2016.8356	FRANCL	NEW CALEDONIA	FRA								FRAGOV	FRANCE	FRA					GOV			0	080	080	08	2	5.0	1	1	1	-4.8780487804878	4	Noumea, New Caledonia (general), New Caledonia	NC	NC00	22378	-22.2667	166.45	-1713609	4	Noumea, New Caledonia (general), New Caledonia	NC	NC00	22378	-22.2667	166.45	-1713609	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105190000	http://www.radionz.co.nz/international/pacific-news/343167/france-commits-more-security-forces-to-new-caledonia
704123387	20161105	201611	2016	2016.8356	GOV	GOVERNMENT						GOV													0	020	020	02	1	3.0	2	1	2	-2.88808664259928	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105190000	http://www.theloop.ca/ctvnews/immigration-minister-dismisses-trump-security-concerns-over-newcomers/
704123388	20161105	201611	2016	2016.8356	MNCUSA	JETBLUE	USA					MNC													1	051	051	05	1	3.4	2	1	2	1.16959064327485	3	Fort Lauderdale, Florida, United States	US	USFL	FL011	26.1223	-80.1434	282693	0								4	Caicos, Turks and Caicos Islands (general), Turks And Caicos Islands	TK	TK00	68753	21.9333	-71.9667	-1312124	20171105190000	http://www.miamiherald.com/news/nation-world/world/americas/article182898201.html
704123389	20161105	201611	2016	2016.8356	MNCUSA	JETBLUE	USA					MNC			USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	1.16959064327485	3	Fort Lauderdale, Florida, United States	US	USFL	FL011	26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL		26.1223	-80.1434	282693	4	Caicos, Turks and Caicos Islands (general), Turks And Caicos Islands	TK	TK00	68753	21.9333	-71.9667	-1312124	20171105190000	http://www.miamiherald.com/news/nation-world/world/americas/article182898201.html
704123390	20161105	201611	2016	2016.8356	MNCUSA	JETBLUE	USA					MNC			USA	UNITED STATES	USA								1	051	051	05	1	3.4	6	1	6	1.16959064327485	3	Fort Lauderdale, Florida, United States	US	USFL	FL011	26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL		26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL		26.1223	-80.1434	282693	20171105190000	http://www.miamiherald.com/news/nation-world/world/americas/article182898201.html
