703890522	20161104	201611	2016	2016.8329											USA	AMERICAN	USA								1	014	014	01	1	0.0	6	1	6	2.63157894736842	0								3	Maysville, Missouri, United States	US	USMO	MO063	39.8892	-94.3619	729552	3	Maysville, Missouri, United States	US	USMO	MO063	39.8892	-94.3619	729552	20171104134500	http://www.newspressnow.com/news/local_news/gower-gaining-broadband-internet-services/article_6e5533cf-b4e5-5b0f-9708-ae3a01797f1c.html
703890523	20161104	201611	2016	2016.8329											USA	IOWA	USA								1	190	190	19	4	-10.0	10	1	10	-8.14814814814815	0								3	Burlington, Iowa, United States	US	USIA	IA057	40.8075	-91.1129	454995	3	Burlington, Iowa, United States	US	USIA	IA057	40.8075	-91.1129	454995	20171104134500	https://patch.com/iowa/across-ia/iowa-gender-fluid-teen-brutalized-man-convicted-murder
703890524	20161104	201611	2016	2016.8329	BUS	PRODUCER						BUS			RUS	RUSSIAN	RUS								0	163	163	16	4	-8.0	1	1	1	-4.21487603305785	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104134500	https://www.sott.net/article/366525-Threats-from-US-means-Turkey-may-give-up-Russian-S-400-deal
703890525	20161104	201611	2016	2016.8329	BUS	PRODUCER						BUS			RUS	RUSSIAN	RUS								0	163	163	16	4	-8.0	1	1	1	-4.21487603305785	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20171104134500	https://www.sott.net/article/366525-Threats-from-US-means-Turkey-may-give-up-Russian-S-400-deal
703890526	20161104	201611	2016	2016.8329	FRA	PARIS	FRA								USA	AMERICAN	USA								1	020	020	02	1	3.0	56	8	48	-0.482379195911513	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	United States	US	US		39.828175	-98.5795	US	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171104134500	http://www.wsbtv.com/news/national-news/ap-top-news/as-us-prepares-to-leave-unesco-envoy-urges-deep-reforms/638971101
703890527	20171005	201710	2017	2017.7534	CHN	CHINA	CHN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-5.35714285714286	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	China	CH	CH		35	105	CH	20171104134500	https://globalnews.ca/news/3843709/iran-displays-missile-calls-trump-crazy-embassy-takeover/
703890528	20171005	201710	2017	2017.7534	CHN	CHINA	CHN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	2	1	2	-5.35714285714286	1	China	CH	CH		35	105	CH	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	China	CH	CH		35	105	CH	20171104134500	https://globalnews.ca/news/3843709/iran-displays-missile-calls-trump-crazy-embassy-takeover/
703890529	20171005	201710	2017	2017.7534	EUR	EUROPEAN	EUR								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	3	1	3	-5.10835913312694	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171104134500	https://www.swissinfo.ch/eng/iran-displays-missile--calls-trump--crazy--in-marking-1979-u-s--embassy-takeover/43650630
703890530	20171005	201710	2017	2017.7534	GBR	SCOTLAND	GBR								VAT	VATICAN	VAT								1	040	040	04	1	1.0	6	1	6	0.45454545454545	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171104134500	http://www.heraldscotland.com/arts_ents/15641194.Bringing_the_churches_together___500_years_since_the_Reformation/
703890531	20171005	201710	2017	2017.7534	GOV	GOVERNMENT						GOV													1	020	020	02	1	3.0	5	1	5	-0.743840074384	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	0								5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20171104134500	https://www.brisbanetimes.com.au/environment/smoke-money-offers-an-unexpected-way-forward-for-indigenous-communities-20171103-gzdxn6.html
703890532	20171005	201710	2017	2017.7534	GOV	MINIST						GOV													0	060	060	06	2	6.0	10	2	10	-14.7544191919192	1	Zimbabwe	ZI	ZI		-19	29	ZI	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	20171104134500	http://www.charlotteobserver.com/news/nation-world/world/article182760911.html
703890533	20171005	201710	2017	2017.7534	GOV	GOVERNMENT						GOV													1	120	120	12	3	-4.0	5	1	5	-0.743840074384	4	Ramingining, Northern Territory, Australia	AS	AS03	154722	-12.3318	134.932	11430667	0								4	Ramingining, Northern Territory, Australia	AS	AS03	154722	-12.3318	134.932	11430667	20171104134500	https://www.brisbanetimes.com.au/environment/smoke-money-offers-an-unexpected-way-forward-for-indigenous-communities-20171103-gzdxn6.html
703890534	20171005	201710	2017	2017.7534	GOV	MINIST						GOV													0	173	173	17	4	-5.0	10	2	10	-14.7544191919192	1	Zimbabwe	ZI	ZI		-19	29	ZI	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	20171104134500	http://www.charlotteobserver.com/news/nation-world/world/article182760911.html
703890535	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	060	060	06	2	6.0	10	2	10	-14.7544191919192	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171104134500	http://www.charlotteobserver.com/news/nation-world/world/article182760911.html
703890536	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	111	111	11	3	-2.0	10	2	10	-14.7544191919192	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171104134500	http://www.charlotteobserver.com/news/nation-world/world/article182760911.html
703890537	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	173	173	17	4	-5.0	10	2	10	-14.7544191919192	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171104134500	http://www.charlotteobserver.com/news/nation-world/world/article182760911.html
703890538	20171005	201710	2017	2017.7534	GOV	REGIME						GOV			USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	10	1	10	-2.41071428571429	1	Iran	IR	IR		32	53	IR	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Iran	IR	IR		32	53	IR	20171104134500	http://gulfnews.com/opinion/thinkers/how-iran-and-al-qaida-helped-each-other-1.2118545
703890539	20171005	201710	2017	2017.7534	IRN	IRAN	IRN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-5.60131795716639	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	China	CH	CH		35	105	CH	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171104134500	http://www.jpost.com/Middle-East/Iran-displays-missile-calls-Trump-crazy-in-marking-1979-US-embassy-takeover-513308
703890540	20171005	201710	2017	2017.7534	IRN	IRAN	IRN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-5.10835913312694	1	Syria	SY	SY		35	38	SY	1	Switzerland	SZ	SZ		47	8	SZ	1	Syria	SY	SY		35	38	SY	20171104134500	https://www.swissinfo.ch/eng/iran-displays-missile--calls-trump--crazy--in-marking-1979-u-s--embassy-takeover/43650630
703890541	20171005	201710	2017	2017.7534	IRN	IRAN	IRN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-5.10835913312694	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171104134500	https://www.swissinfo.ch/eng/iran-displays-missile--calls-trump--crazy--in-marking-1979-u-s--embassy-takeover/43650630
703890542	20171005	201710	2017	2017.7534	RUS	RUSSIA	RUS								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	3	1	3	-5.35714285714286	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171104134500	https://globalnews.ca/news/3843709/iran-displays-missile-calls-trump-crazy-embassy-takeover/
703890543	20171005	201710	2017	2017.7534	USAGOV	UNITED STATES	USA					GOV			GOV	REGIME						GOV			1	040	040	04	1	1.0	10	1	10	-2.41071428571429	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171104134500	http://gulfnews.com/opinion/thinkers/how-iran-and-al-qaida-helped-each-other-1.2118545
