704125785	20161105	201611	2016	2016.8356	GOV	MINISTRY						GOV													0	026	026	02	1	4.0	3	1	3	-1.99501246882793	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	0								4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171105191500	http://www.thehindu.com/news/national/india-ukraine-panel-meeting-falls-through/article19988743.ece
704125786	20161105	201611	2016	2016.8356	GOV	GOVERNMENT						GOV													0	112	112	11	3	-2.0	5	1	5	1.6304347826087	4	Whangarei, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.7167	174.317	-1521603	0								4	Whangarei, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.7167	174.317	-1521603	20171105191500	http://www.petroleum-economist.com/articles/politics-economics/asia-pacific/2017/new-zealand-progress-in-the-pacific
704125787	20161105	201611	2016	2016.8356	LAB	STAFF MEMBER						LAB			USA	UNITED STATES	USA								0	100	100	10	3	-5.0	4	1	4	-7.0952092177077	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171105191500	http://www.desmoinesregister.com/story/news/health/2017/11/05/assault-charges-dropped-mysterious-death-disabled-veteran-iowa/829379001/
704125788	20161105	201611	2016	2016.8356	LAB	STAFF MEMBER						LAB			USA	UNITED STATES	USA								0	112	112	11	3	-2.0	4	1	4	-7.0952092177077	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105191500	http://www.desmoinesregister.com/story/news/health/2017/11/05/assault-charges-dropped-mysterious-death-disabled-veteran-iowa/829379001/
704125789	20161105	201611	2016	2016.8356	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	046	046	04	1	7.0	2	1	2	-1.99501246882793	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171105191500	http://www.thehindu.com/news/national/india-ukraine-panel-meeting-falls-through/article19988743.ece
704125790	20161105	201611	2016	2016.8356	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	046	046	04	1	7.0	8	1	8	-1.99501246882793	1	Russia	RS	RS		60	100	RS	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	1	India	IN	IN		20	77	IN	20171105191500	http://www.thehindu.com/news/national/india-ukraine-panel-meeting-falls-through/article19988743.ece
704125791	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								USAMED	THE ASSOCIATED PRESS	USA					MED			0	070	070	07	2	7.0	28	4	28	-0.647900514386768	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105191500	http://www.fredericksburg.com/news/news-wire/report-commerce-head-has-stake-in-firm-tied-to-putin/article_3748ceab-1537-5db9-b34c-94f1e5ced1c3.html
704125792	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								USAMED	THE ASSOCIATED PRESS	USA					MED			0	070	070	07	2	7.0	4	4	4	-0.647900514386767	1	Ukraine	UP	UP		49	32	UP	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Ukraine	UP	UP		49	32	UP	20171105191500	http://www.fredericksburg.com/news/news-wire/report-commerce-head-has-stake-in-firm-tied-to-putin/article_3748ceab-1537-5db9-b34c-94f1e5ced1c3.html
704125793	20161105	201611	2016	2016.8356	UKR	UKRAINE	UKR																		0	026	026	02	1	4.0	2	1	2	-1.99501246882793	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	0								4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171105191500	http://www.thehindu.com/news/national/india-ukraine-panel-meeting-falls-through/article19988743.ece
704125794	20161105	201611	2016	2016.8356	UKR	UKRAINE	UKR								GOV	MINISTRY						GOV			0	026	026	02	1	4.0	2	1	2	-1.99501246882793	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171105191500	http://www.thehindu.com/news/national/india-ukraine-panel-meeting-falls-through/article19988743.ece
