704680932	20161107	201611	2016	2016.8411	AFG	AFGHAN	AFG								MOSSHI	SHIITE				MOS	SHI				1	190	190	19	4	-10.0	10	1	10	-6.59630606860158	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171107154500	http://www.dailymail.co.uk/wires/afp/article-5058655/Attacks-mosques-worshippers-soar-Afghanistan-UN.html
704680933	20161107	201611	2016	2016.8411	AFR	AFRICA	AFR																		1	190	190	19	4	-10.0	2	1	2	-8.18181818181819	4	Merwe, Limpopo, South Africa	SF	SF09	77343	-23.0544	30.8211	-1259453	0								4	Merwe, Limpopo, South Africa	SF	SF09	77343	-23.0544	30.8211	-1259453	20171107154500	https://www.iol.co.za/news/south-africa/gauteng/man-blames-wife-for-poppies-death-11896431
704680934	20161107	201611	2016	2016.8411	AGR	FARMER						AGR			USAGOVAGR	UNITED STATES	USA					GOV	AGR		1	042	042	04	1	1.9	2	1	2	-0.31055900621118	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171107154500	http://www.hpj.com/markets/salina-livestock-auction-report/article_1a8ff200-70fd-57a9-9de0-f42e6a5dedc7.html
704680935	20161107	201611	2016	2016.8411	BHS	BAHAMA	BHS								GOV	GOVERNMENT						GOV			1	014	014	01	1	0.0	2	1	2	-3.35820895522388	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171107154500	http://www.tribune242.com/news/2017/nov/07/mitchell-demands-turnquest-apologise/
704680936	20161107	201611	2016	2016.8411	DEU	GERMANY	DEU								AFGEDU	AFGHANISTAN	AFG					EDU			1	180	180	18	4	-9.0	2	1	2	-8.4297520661157	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171107154500	http://www.dailymail.co.uk/news/article-5058517/Dental-checks-prove-age-migrant-drowned-student.html
704680937	20161107	201611	2016	2016.8411	DEU	GERMANY	DEU								EDU	STUDENT						EDU			1	180	180	18	4	-9.0	2	1	2	-8.4297520661157	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171107154500	http://www.dailymail.co.uk/news/article-5058517/Dental-checks-prove-age-migrant-drowned-student.html
704680938	20161107	201611	2016	2016.8411	EUR	EUROPE	EUR								MLT	MALTA	MLT								1	040	040	04	1	1.0	1	1	1	-1.45530145530145	4	Favignana, Sicilia, Italy	IT	IT15	18398	37.9333	12.3333	-117329	4	Favignana, Sicilia, Italy	IT	IT15	18398	37.9333	12.3333	-117329	4	Favignana, Sicilia, Italy	IT	IT15	18398	37.9333	12.3333	-117329	20171107154500	http://news.xinhuanet.com/english/2017-11/07/c_136734920.htm
704680939	20161107	201611	2016	2016.8411	EUR	EUROPE	EUR								MLT	MALTA	MLT								1	040	040	04	1	1.0	1	1	1	-1.45530145530145	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171107154500	http://news.xinhuanet.com/english/2017-11/07/c_136734920.htm
704680940	20161107	201611	2016	2016.8411	GOV	ADMINISTRATION						GOV													1	010	010	01	1	0.0	10	1	10	-0.79522862823061	1	Bahamas, The	BF	BF		24	-76	BF	0								1	Bahamas, The	BF	BF		24	-76	BF	20171107154500	http://www.tribune242.com/news/2017/nov/07/fnm-ignoring-publics-wishes/
704680941	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			BHS	BAHAMA	BHS								1	014	014	01	1	0.0	4	1	4	-3.35820895522388	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171107154500	http://www.tribune242.com/news/2017/nov/07/mitchell-demands-turnquest-apologise/
704680942	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			IRN	IRAN	IRN								0	013	013	01	1	0.4	50	5	50	-5.84362441005003	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107154500	http://montrealgazette.com/pmn/news-pmn/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/wcm/5ecbb4ee-d8df-491c-b3be-78c04d68d563
704680943	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			LEG	LAWMAKER						LEG			0	010	010	01	1	0.0	50	5	50	-5.84362441005003	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107154500	http://montrealgazette.com/pmn/news-pmn/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/wcm/5ecbb4ee-d8df-491c-b3be-78c04d68d563
704680944	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			LEG	HOUSE OF COMMONS						LEG			0	042	042	04	1	1.9	50	5	50	-5.84362441005003	1	Iran	IR	IR		32	53	IR	1	Israel	IS	IS		31.5	34.75	IS	1	Iran	IR	IR		32	53	IR	20171107154500	http://montrealgazette.com/pmn/news-pmn/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/wcm/5ecbb4ee-d8df-491c-b3be-78c04d68d563
704680945	20161107	201611	2016	2016.8411	GOV	ATTORNEY GENERAL						GOV			LEGSPY	SENATE						LEG	SPY		0	010	010	01	1	0.0	6	1	6	1.13207547169812	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107154500	http://www.newsweek.com/page-trump-russia-trip-campaign-703831
704680946	20161107	201611	2016	2016.8411	GRC	ITHACA	GRC								COP	PRISON						COP			1	173	173	17	4	-5.0	10	1	10	-14.5695364238411	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107154500	http://cnycentral.com/news/local/man-sentenced-to-20-to-life-for-fatal-stabbing-of-student-in-ithaca
704680947	20161107	201611	2016	2016.8411	GRCEDU	ITHACA	GRC					EDU			COP	PRISON						COP			1	173	173	17	4	-5.0	20	2	20	-13.3386688008537	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107154500	http://www.foxnews.com/us/2017/11/07/man-gets-20-to-life-in-fatal-stabbing-ithaca-student.html
704680948	20161107	201611	2016	2016.8411	JAM	JAMAICA	JAM																		1	111	111	11	3	-2.0	4	1	4	-1.06382978723404	1	Jamaica	JM	JM		18.25	-77.5	JM	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171107154500	http://www.shankennewsdaily.com/index.php/2017/11/07/19534/wild-turkey-grand-marnier-boost-campari-u-s/
704680949	20161107	201611	2016	2016.8411	JUD	SUPREME COURT						JUD			MNCKOR	SAMSUNG	KOR					MNC			0	051	051	05	1	3.4	10	1	10	-1.64533820840951	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171107154500	https://www.worldipreview.com/news/scotus-shoots-down-samsung-appeal-in-apple-clash-14886
704680950	20161107	201611	2016	2016.8411	LEG	HOUSE OF COMMONS						LEG			GOV	GOVERNMENT						GOV			0	043	043	04	1	2.8	50	5	50	-5.84362441005003	1	Israel	IS	IS		31.5	34.75	IS	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107154500	http://montrealgazette.com/pmn/news-pmn/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/wcm/5ecbb4ee-d8df-491c-b3be-78c04d68d563
704680951	20161107	201611	2016	2016.8411	MEX	MEXICO	MEX																		1	061	061	06	2	6.4	10	1	10	0.13037809647979	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171107154500	https://www.porkbusiness.com/article/us-pork-exports-steady-september
704680952	20161107	201611	2016	2016.8411	MEX	MEXICO	MEX								JUD	ADVOCATE						JUD			1	020	020	02	1	3.0	1	1	1	1.04555638536221	3	El Paso, Texas, United States	US	USTX	TX141	31.7587	-106.487	1380946	1	Mexico	MX	MX		23	-102	MX	3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	20171107154500	http://koxe.com/with-no-state-approved-textbooks-texas-ethnic-studies-teachers-make-do/
704680953	20161107	201611	2016	2016.8411	MEX	MEXICAN	MEX								USA	AMERICAN	USA								1	190	190	19	4	-10.0	3	1	3	1.04555638536221	3	El Paso, Texas, United States	US	USTX	TX141	31.7587	-106.487	1380946	3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	20171107154500	http://koxe.com/with-no-state-approved-textbooks-texas-ethnic-studies-teachers-make-do/
704680954	20161107	201611	2016	2016.8411	MEX	MEXICO	MEX								USA	AMERICAN	USA								1	190	190	19	4	-10.0	1	1	1	1.04555638536221	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171107154500	http://koxe.com/with-no-state-approved-textbooks-texas-ethnic-studies-teachers-make-do/
704680955	20161107	201611	2016	2016.8411	MEX	MEXICO	MEX								USA	AMERICAN	USA								1	190	190	19	4	-10.0	1	1	1	1.04555638536221	1	Mexico	MX	MX		23	-102	MX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Mexico	MX	MX		23	-102	MX	20171107154500	http://koxe.com/with-no-state-approved-textbooks-texas-ethnic-studies-teachers-make-do/
704680956	20161107	201611	2016	2016.8411	MLT	MALTA	MLT								EUR	EUROPE	EUR								1	040	040	04	1	1.0	2	1	2	-1.45530145530145	1	Malta	MT	MT		35.916667	14.433333	MT	4	Pantelleria, Italy (general), Italy	IT	IT00	18398	36.8333	11.95	-123934	1	Malta	MT	MT		35.916667	14.433333	MT	20171107154500	http://news.xinhuanet.com/english/2017-11/07/c_136734920.htm
704680957	20161107	201611	2016	2016.8411	MNCUSAMED	GOOGLE	USA					MNC	MED												1	020	020	02	1	3.0	5	1	5	-0.8130081300813	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171107154500	http://www.onenewspage.com/n/Technology/75eipx453/Google-Pixel-XL-Vs-Apple-iPhone.htm
704680958	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS								LEGSPY	SENATE						LEG	SPY		0	010	010	01	1	0.0	4	1	4	1.13207547169812	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107154500	http://www.newsweek.com/page-trump-russia-trip-campaign-703831
704680959	20161107	201611	2016	2016.8411	USA	TEXAS	USA								BUS	PRODUCER						BUS			1	043	043	04	1	2.8	2	1	2	-1.12359550561798	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171107154500	http://www.hpj.com/markets/san-angelo-livestock-auction-report/article_105e748d-bcc2-5a85-9078-4d63d1d4fa59.html
704680960	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA								CVL	TOURIST						CVL			0	051	051	05	1	3.4	6	1	6	5.28967254408061	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171107154500	http://www.prweb.com/releases/2017/10/prweb14848831.htm
