705289850	20161109	201611	2016	2016.8466	BWA	BOTSWANA	BWA								SWE	SWEDEN	SWE								0	040	040	04	1	1.0	2	1	2	0.17729412483951	1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	20171109101500	https://www.environmentguru.com/pages/elements/element.aspx?id=5718337
705289851	20161109	201611	2016	2016.8466	BWA	BOTSWANA	BWA								SWE	SWEDEN	SWE								0	040	040	04	1	1.0	2	1	2	0.17729412483951	1	Botswana	BC	BC		-22	24	BC	1	Sweden	SW	SW		62	15	SW	1	Botswana	BC	BC		-22	24	BC	20171109101500	https://www.environmentguru.com/pages/elements/element.aspx?id=5718337
705289852	20161109	201611	2016	2016.8466	BWA	BOTSWANA	BWA								SWE	SWEDEN	SWE								0	040	040	04	1	1.0	6	1	6	0.17729412483951	1	Botswana	BC	BC		-22	24	BC	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20171109101500	https://www.environmentguru.com/pages/elements/element.aspx?id=5718337
705289853	20161109	201611	2016	2016.8466	CHN	CHINA	CHN																		1	110	110	11	3	-2.0	1	1	1	-0.76804915514593	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171109101500	https://qz.com/1123453/on-the-south-china-sea-trump-has-given-xi-jinping-a-pass/
705289854	20161109	201611	2016	2016.8466	CHN	BEIJING	CHN																		1	110	110	11	3	-2.0	3	1	3	-0.76804915514593	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171109101500	https://qz.com/1123453/on-the-south-china-sea-trump-has-given-xi-jinping-a-pass/
705289855	20161109	201611	2016	2016.8466	GRC	THESSALONIKI	GRC								QATBUS	QATAR	QAT					BUS			1	060	060	06	2	6.0	10	1	10	1.93236714975845	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171109101500	http://greece.greekreporter.com/2017/11/09/qatar-airways-to-launch-service-to-thessaloniki-in-2018/
705289856	20161109	201611	2016	2016.8466	JUD	TRIBUNAL						JUD			CHN	CHINA	CHN								1	110	110	11	3	-2.0	1	1	1	-0.76804915514593	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171109101500	https://qz.com/1123453/on-the-south-china-sea-trump-has-given-xi-jinping-a-pass/
705289857	20161109	201611	2016	2016.8466	QATBUS	QATAR	QAT					BUS			GRC	THESSALONIKI	GRC								1	035	035	03	1	7.0	10	1	10	1.93236714975845	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171109101500	http://greece.greekreporter.com/2017/11/09/qatar-airways-to-launch-service-to-thessaloniki-in-2018/
705289858	20161109	201611	2016	2016.8466	QATBUS	QATAR	QAT					BUS			GRC	THESSALONIKI	GRC								1	060	060	06	2	6.0	10	1	10	1.93236714975845	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171109101500	http://greece.greekreporter.com/2017/11/09/qatar-airways-to-launch-service-to-thessaloniki-in-2018/
705289859	20171010	201710	2017	2017.7671											GOV	AUTHORITIES						GOV			0	042	042	04	1	1.9	5	1	5	-9.7488921713442	0								4	Potami, Perifereia Stereas Elladas, Greece	GR	GR63	16716	38.0167	24.5667	-826899	4	Potami, Perifereia Stereas Elladas, Greece	GR	GR63	16716	38.0167	24.5667	-826899	20171109101500	https://www.newdelhitimes.com/gang-with-suspected-neo-nazi-links-vows-to-force-migrants-from-greece/
