704077299	20161105	201611	2016	2016.8356	FIN	FINNISH	FIN								EGY	EGYPT	EGY								0	036	036	03	1	4.0	1	1	1	0.40816326530612	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20171105134500	http://www.sis.gov.eg/Story/119335
704077300	20161105	201611	2016	2016.8356	FIN	FINNISH	FIN								EGY	EGYPT	EGY								0	036	036	03	1	4.0	1	1	1	0.40816326530612	1	Finland	FI	FI		64	26	FI	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171105134500	http://www.sis.gov.eg/Story/119335
704077301	20161105	201611	2016	2016.8356	FIN	FINNISH	FIN								EGY	EGYPT	EGY								0	036	036	03	1	4.0	6	1	6	0.40816326530612	1	Finland	FI	FI		64	26	FI	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	1	Finland	FI	FI		64	26	FI	20171105134500	http://www.sis.gov.eg/Story/119335
704077302	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								USALEG	UNITED STATES	USA					LEG			1	100	100	10	3	-5.0	2	1	2	-1.44092219020173	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105134500	http://www.independent.co.uk/news/world/americas/us-politics/donald-trump-mar-a-lago-visas-foreign-workers-america-first-florida-club-a8038366.html
704077303	20171006	201710	2017	2017.7562	IRQGOV	BAGHDAD	IRQ					GOV			IRQ	KIRKUK	IRQ								1	192	192	19	4	-9.5	24	2	24	-10.2882519195895	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171105134500	http://www.swissinfo.ch/eng/two-suicide-attacks-kill-at-least-five-in-iraq-s-kirkuk/43651936
704077304	20171006	201710	2017	2017.7562	SAU	SAUDI ARABIA	SAU								ITA	ITALIAN	ITA								0	013	013	01	1	0.4	2	1	2	-4.89296636085627	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105134500	http://theiranproject.com/blog/2017/11/05/hariri-quit-iran-rejected-saudi-request-yemen-informed-source/
704077305	20171029	201710	2017	2017.8192											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	6	1	6	2.83018867924529	0								4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	20171105134500	http://www.leicestermercury.co.uk/whats-on/food-drink/bake-star-top-leicester-chef-711053
704077306	20171029	201710	2017	2017.8192	GBR	UNITED KINGDOM	GBR																		1	042	042	04	1	1.9	6	1	6	2.83018867924529	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	0								4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	20171105134500	http://www.leicestermercury.co.uk/whats-on/food-drink/bake-star-top-leicester-chef-711053
704077307	20171029	201710	2017	2017.8192	REB	REBEL						REB			SAU	SAUDI	SAU								0	194	194	19	4	-10.0	2	1	2	-5.79710144927536	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20171105134500	http://www.business-standard.com/article/news-ians/saudi-arabia-hits-sanaa-following-houthi-ballistic-missile-attack-117110500567_1.html
704077308	20171029	201710	2017	2017.8192	REB	REBEL						REB			SAU	SAUDI	SAU								0	194	194	19	4	-10.0	2	1	2	-5.79710144927536	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105134500	http://www.business-standard.com/article/news-ians/saudi-arabia-hits-sanaa-following-houthi-ballistic-missile-attack-117110500567_1.html
704077309	20171104	201711	2017	2017.8329											COP	POLICE						COP			1	190	190	19	4	-10.0	2	1	2	-3.76237623762376	0								4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171105134500	http://www.ptinews.com/news/9210500_German-alleges-being-roughed-up-at-UP-Railway-station.html
704077310	20171104	201711	2017	2017.8329	BGD	DHAKA	BGD								EDU	UNIVERSITY						EDU			1	040	040	04	1	1.0	10	1	10	1.6260162601626	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171105134500	http://www.bssnews.net/newsDetails.php?cat=10&id=700713&date=2017-11-05
704077311	20171104	201711	2017	2017.8329	BGD	DHAKA	BGD								EDU	UNIVERSITY						EDU			1	051	051	05	1	3.4	10	1	10	1.6260162601626	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171105134500	http://www.bssnews.net/newsDetails.php?cat=10&id=700713&date=2017-11-05
704077312	20171104	201711	2017	2017.8329	COP	POLICE						COP													1	190	190	19	4	-10.0	2	1	2	-3.76237623762376	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	0								5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171105134500	http://www.ptinews.com/news/9210500_German-alleges-being-roughed-up-at-UP-Railway-station.html
704077313	20171104	201711	2017	2017.8329	COP	POLICE						COP			IND	LUCKNOW	IND								1	190	190	19	4	-10.0	3	1	3	-3.76237623762376	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171105134500	http://www.ptinews.com/news/9210500_German-alleges-being-roughed-up-at-UP-Railway-station.html
704077314	20171104	201711	2017	2017.8329	IND	LUCKNOW	IND								COP	POLICE						COP			1	190	190	19	4	-10.0	3	1	3	-3.76237623762376	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171105134500	http://www.ptinews.com/news/9210500_German-alleges-being-roughed-up-at-UP-Railway-station.html
704077315	20171104	201711	2017	2017.8329	OPP	THE OPPOSITION						OPP			GOVPTY	RULING PARTY						GOV			0	020	020	02	1	3.0	10	1	10	0.92592592592593	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20171105134500	The Reporter, Addis Ababa/BBC Monitoring/(c) BBC
704077316	20171105	201711	2017	2017.8356											AFG	AFGHANISTAN	AFG								1	0841	084	08	2	7.0	10	1	10	-1.46198830409357	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105134500	http://idrw.org/indias-new-silk-roads-first-shipment-passes-through-chabahar-port/
