703213682	20071105	200711	2007	2007.8356	MED	JOURNALIST						MED													0	190	190	19	4	-10.0	4	1	4	-9.75523235189786	4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	0								4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	20171102083000	http://thenationonlineng.net/nigeria-among-countries-extremists-threaten-journalism/
703213683	20071105	200711	2007	2007.8356	MED	JOURNALIST						MED			SOM	SOMALIA	SOM								1	190	190	19	4	-10.0	6	1	6	-9.75523235189786	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20171102083000	http://thenationonlineng.net/nigeria-among-countries-extremists-threaten-journalism/
703213684	20071105	200711	2007	2007.8356	MED	JOURNALIST						MED			SOM	SOMALIA	SOM								1	190	190	19	4	-10.0	4	1	4	-9.75523235189786	4	Chhura, Chhattisgarh, India	IN	IN37	70116	20.8122	82.2094	-2093241	4	Chhura, Chhattisgarh, India	IN	IN37	70116	20.8122	82.2094	-2093241	4	Chhura, Chhattisgarh, India	IN	IN37	70116	20.8122	82.2094	-2093241	20171102083000	http://thenationonlineng.net/nigeria-among-countries-extremists-threaten-journalism/
703213685	20071105	200711	2007	2007.8356	MED	JOURNALIST						MED			SOMMED	SOMALIA	SOM					MED			0	190	190	19	4	-10.0	2	1	2	-9.75523235189786	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171102083000	http://thenationonlineng.net/nigeria-among-countries-extremists-threaten-journalism/
703213686	20071105	200711	2007	2007.8356	MED	JOURNALIST						MED			SOMMED	SOMALIA	SOM					MED			0	190	190	19	4	-10.0	4	1	4	-9.75523235189786	4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	20171102083000	http://thenationonlineng.net/nigeria-among-countries-extremists-threaten-journalism/
703213687	20161102	201611	2016	2016.8274											IND	DELHI	IND								1	042	042	04	1	1.9	2	1	2	-0.234192037470726	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20171102083000	http://www.financialexpress.com/market/ikeas-big-india-plan-company-picks-up-10-acres-in-gurgaon-for-rs-842-crore/916781/
703213688	20161102	201611	2016	2016.8274											IND	DELHI	IND								1	042	042	04	1	1.9	6	1	6	-0.234192037470726	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171102083000	http://www.financialexpress.com/market/ikeas-big-india-plan-company-picks-up-10-acres-in-gurgaon-for-rs-842-crore/916781/
703213689	20161102	201611	2016	2016.8274	AUS	AUSTRALIA	AUS																		1	031	031	03	1	5.2	4	1	4	3.16205533596838	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171102083000	http://www.heraldsun.com.au/leader/north-west/west-side-best-side-food-truck-park-to-bring-food-and-good-vibes-to-kingsville-all-through-summer/news-story/20eafb4cfca61b67c32850504b6a7291?nk=c520ff93c87dcd9336078aaa6a7f3503-1509610871
703213690	20161102	201611	2016	2016.8274	BUS	BANK						BUS			BUSLAB	BANK						BUS	LAB		1	0874	087	08	2	10.0	5	1	5	-3.77358490566038	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171102083000	http://www.sify.com/finance/bank-employees-shouldered-worst-impact-of-demonetisation-unions-news-demonetisation-rlcmXKafieacb.html
703213691	20161102	201611	2016	2016.8274	BUS	COMPANIES						BUS			LAB	WORKER						LAB			1	100	100	10	3	-5.0	5	1	5	-2.26510067114094	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171102083000	https://www.insurancejournal.com/news/international/2017/10/31/469765.htm
