703808187	20161104	201611	2016	2016.8329	CUB	CUBA	CUB																		1	043	043	04	1	2.8	8	1	8	4.34782608695652	4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	0								4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	20171104034500	http://www.guardian.co.tt/business/2017-11-04/ttma-deepens-cuban-ties
703808188	20161104	201611	2016	2016.8329	CUB	CUBA	CUB																		1	043	043	04	1	2.8	2	1	2	4.34782608695652	4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	0								1	Cuba	CU	CU		22	-79.5	CU	20171104034500	http://www.guardian.co.tt/business/2017-11-04/ttma-deepens-cuban-ties
703808189	20161104	201611	2016	2016.8329	ESP	SEVILLE	ESP								LEG	LAWMAKER						LEG			1	010	010	01	1	0.0	10	1	10	-3.6923076923077	3	Norman County, Minnesota, United States	US	USMN	MN107	47.3333	-96.467	659499	3	Norman County, Minnesota, United States	US	USMN		47.3333	-96.467	659499	3	Norman County, Minnesota, United States	US	USMN		47.3333	-96.467	659499	20171104034500	http://www.crookstontimes.com/news/20171103/dropping-numbers-high-costs-worry-minnesota-child-care-providers
703808190	20161104	201611	2016	2016.8329	GOV	PRESIDENT						GOV			AFG	AFGHANISTAN	AFG								1	186	186	18	4	-10.0	2	1	2	-7.97546012269943	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	20171104034500	http://thenewdaily.com.au/news/world/2017/11/04/donald-trump-slams-traitor-bowe-bergdahl-sentence-complete-total-disgrace/
703808191	20161104	201611	2016	2016.8329	GOV	PRESIDENT						GOV			AFG	AFGHANISTAN	AFG								1	186	186	18	4	-10.0	2	1	2	-7.97546012269943	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	3	Fort Bragg, North Carolina, United States	US	USNC		35.1381	-79.0075	2099581	20171104034500	http://thenewdaily.com.au/news/world/2017/11/04/donald-trump-slams-traitor-bowe-bergdahl-sentence-complete-total-disgrace/
703808192	20161104	201611	2016	2016.8329	GOV	PRESIDENT						GOV			MILMIL	MILITARY						MIL	MIL		1	186	186	18	4	-10.0	6	1	6	-7.97546012269943	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	20171104034500	http://thenewdaily.com.au/news/world/2017/11/04/donald-trump-slams-traitor-bowe-bergdahl-sentence-complete-total-disgrace/
703808193	20161104	201611	2016	2016.8329	INDGOV	MAHARASHTRA	IND					GOV			GOV	CHIEF MINISTER						GOV			1	080	080	08	2	5.0	4	1	4	-0.76530612244898	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171104034500	http://www.thehindu.com/news/national/telangana/kaleshwaram-gets-inter-state-clearance/article19977656.ece
703808194	20161104	201611	2016	2016.8329	INDGOV	MAHARASHTRA	IND					GOV			GOV	CHIEF MINISTER						GOV			1	080	080	08	2	5.0	6	1	6	-0.76530612244898	4	Annaram, Andhra Pradesh, India	IN	IN02	17564	17.3653	78.5992	6243425	4	Annaram, Andhra Pradesh, India	IN	IN02	17564	17.3653	78.5992	6243425	4	Annaram, Andhra Pradesh, India	IN	IN02	17564	17.3653	78.5992	6243425	20171104034500	http://www.thehindu.com/news/national/telangana/kaleshwaram-gets-inter-state-clearance/article19977656.ece
703808195	20161104	201611	2016	2016.8329	sco	SCOTTISH			sco																1	130	130	13	3	-4.4	10	1	10	-2.26244343891402	0								0								0								20171104034500	http://www.bbc.co.uk/news/uk-scotland-glasgow-west-41863587
703808196	20171005	201710	2017	2017.7534											GBR	LEEDS	GBR								1	036	036	03	1	4.0	10	1	10	1.1904761904762	0								4	West Yorkshire, United Kingdom (general), United Kingdom	UK	UK00	40138	53.7	-1.58333	-2611450	4	West Yorkshire, United Kingdom (general), United Kingdom	UK	UK00	40138	53.7	-1.58333	-2611450	20171104034500	http://www.keighleynews.co.uk/news/15636024.Keighley_woman_in_band_set_to_launch_their_new_single_at_the_360_Club__Leeds/
703808197	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	2	1	2	-3.21637426900585	3	Jacksonville, Florida, United States	US	USFL	FL031	30.3322	-81.6556	295003	0								3	Jacksonville, Florida, United States	US	USFL	FL031	30.3322	-81.6556	295003	20171104034500	http://www.firstcoastnews.com/news/local/florida/sen-nelson-on-gop-tax-plan-its-way-out-of-kilter-right-now/488949165
703808198	20171028	201710	2017	2017.8164	AUS	PERTH	AUS								VNM	VIETNAM	VNM								0	043	043	04	1	2.8	8	1	8	-1.40515222482436	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171104034500	https://thewest.com.au/news/australia/pm-to-issue-warning-on-rising-us-china-tensions-ng-b88649114z
703808199	20171028	201710	2017	2017.8164	BEL	BRUSSELS	BEL																		1	010	010	01	1	0.0	1	1	1	-4.23940149625936	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171104034500	https://www.dawn.com/news/1368187/view-from-abroad-europe-brussels-and-the-barcelona-blues
703808200	20171028	201710	2017	2017.8164	BGD	BANGLADESH	BGD								IND	MIZORAM	IND								1	190	190	19	4	-10.0	5	1	5	-0.46511627906976	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171104034500	http://idrw.org/india-bangladesh-to-kick-off-combat-exercise-in-mizoram-next-week/
703808201	20171028	201710	2017	2017.8164	CHE	SWITZERLAND	CHE								USA	WASHINGTON	USA								1	043	043	04	1	2.8	8	1	8	4.88322717622081	1	Switzerland	SZ	SZ		47	8	SZ	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171104034500	http://www.governor.wa.gov/news-media/inslee-travel-overseas-trip-focusing-apprenticeships-aerospace-and-climate
703808202	20171028	201710	2017	2017.8164	CHE	SWITZERLAND	CHE								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	4.88322717622081	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171104034500	http://www.governor.wa.gov/news-media/inslee-travel-overseas-trip-focusing-apprenticeships-aerospace-and-climate
703808203	20171028	201710	2017	2017.8164	DEU	GERMANY	DEU								USA	WASHINGTON	USA								1	043	043	04	1	2.8	6	1	6	4.88322717622081	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171104034500	http://www.governor.wa.gov/news-media/inslee-travel-overseas-trip-focusing-apprenticeships-aerospace-and-climate
703808204	20171028	201710	2017	2017.8164	DEU	GERMANY	DEU								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	4.88322717622081	1	Switzerland	SZ	SZ		47	8	SZ	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171104034500	http://www.governor.wa.gov/news-media/inslee-travel-overseas-trip-focusing-apprenticeships-aerospace-and-climate
703808205	20171028	201710	2017	2017.8164	DEU	GERMANY	DEU								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	4.88322717622081	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171104034500	http://www.governor.wa.gov/news-media/inslee-travel-overseas-trip-focusing-apprenticeships-aerospace-and-climate
