704099734	20071108	200711	2007	2007.8438											USA	NEW HAMPSHIRE	USA								0	192	192	19	4	-9.5	10	1	10	-6.65280665280665	0								3	Pemigewasset Wilderness, New Hampshire, United States	US	USNH		44.1284	-71.5317	2035247	3	Pemigewasset Wilderness, New Hampshire, United States	US	USNH		44.1284	-71.5317	2035247	20171105160000	http://nhpr.org/post/forest-service-urges-caution-after-storm-hikers-others
704099735	20071108	200711	2007	2007.8438	PSEREB	HAMAS	PSE					REB			ISR	ISRAEL	ISR								1	130	130	13	3	-4.4	10	1	10	-3.46441947565543	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171105160000	https://www.haaretz.com/israel-news/.premium-1.821148
704099736	20161105	201611	2016	2016.8356	EDU	COLLEGE						EDU													1	192	192	19	4	-9.5	10	1	10	4.04551201011378	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171105160000	https://www.forbes.com/sites/payout/2017/11/05/how-to-handle-one-of-the-hidden-costs-of-military-life/
704099737	20161105	201611	2016	2016.8356	UAF	TERRORIST						UAF													1	141	141	14	3	-6.5	5	1	5	-3.49650349650349	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171105160000	https://www.eurekalert.org/pub_releases/2017-11/shsu-sft110217.php
704099738	20171006	201710	2017	2017.7562	CHN	CHINA	CHN								MED	WEBSITE						MED			1	010	010	01	1	0.0	14	2	14	2.94158361018826	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	20171105160000	http://news.xinhuanet.com/english/2017-11/05/c_136730050.htm
704099739	20171006	201710	2017	2017.7562	CHN	CHINA	CHN								MED	WEBSITE						MED			1	040	040	04	1	1.0	14	2	14	2.94158361018826	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105160000	http://news.xinhuanet.com/english/2017-11/05/c_136730050.htm
704099740	20171006	201710	2017	2017.7562	COP	POLICE OFFICER						COP													1	020	020	02	1	3.0	6	1	6	-1.79856115107914	4	Camp Crame, Quezon City, Philippines	RP	RPF2	24210	14.6069	121.054	-2419768	0								4	Camp Crame, Quezon City, Philippines	RP	RPF2	24210	14.6069	121.054	-2419768	20171105160000	https://news.mb.com.ph/2017/11/05/pnp-wants-full-control-of-police-recruits-training/
704099741	20171006	201710	2017	2017.7562	COP	POLICE OFFICER						COP													1	112	112	11	3	-2.0	6	1	6	-1.79856115107914	1	South Korea	KS	KS		37	127.5	KS	0								1	South Korea	KS	KS		37	127.5	KS	20171105160000	https://news.mb.com.ph/2017/11/05/pnp-wants-full-control-of-police-recruits-training/
704099742	20171006	201710	2017	2017.7562	COP	POLICE OFFICER						COP													1	190	190	19	4	-10.0	6	1	6	-1.79856115107914	1	South Korea	KS	KS		37	127.5	KS	0								1	South Korea	KS	KS		37	127.5	KS	20171105160000	https://news.mb.com.ph/2017/11/05/pnp-wants-full-control-of-police-recruits-training/
704099743	20171006	201710	2017	2017.7562	FRA	FRANCE	FRA								USAMED	REUTERS	USA					MED			0	010	010	01	1	0.0	4	3	4	0.10321822488711	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171105160000	https://www.reuters.com/article/us-france-germany-lemaire/frances-le-maire-heads-to-berlin-to-test-eurogroup-waters-idUSKBN1D50UA
