703993289	20161105	201611	2016	2016.8356	USA	ORLANDO	USA																		1	130	130	13	3	-4.4	10	1	10	1.88679245283019	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171105023000	https://www.armstrongeconomics.com/armstrong-economics-upcoming-events/world-economic-conference/2017-orlando-world-economic-conference/
703993290	20161105	201611	2016	2016.8356	USAGOV	HILLARY CLINTON	USA					GOV			RUS	RUSSIAN	RUS								1	051	051	05	1	3.4	8	1	8	-3.47490347490348	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105023000	https://www.nbcnews.com/politics/congress/facebook-twitter-google-reps-grilled-senate-about-russian-propaganda-n816121?cid=public-rss_20171105
703993291	20171006	201710	2017	2017.7562	EUR	EUROPEAN	EUR								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	3	1	3	-4.94505494505494	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	United States	US	US		39.828175	-98.5795	US	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171105023000	https://www.thestandard.co.zw/2017/11/05/iran-displays-missile-calls-trump-crazy/
703993292	20171006	201710	2017	2017.7562	GOV	SPECIAL ENVOY						GOV			SAU	SAUDI ARABIA	SAU								1	046	046	04	1	7.0	2	1	2	-3.35731414868106	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	20171105023000	https://www.41nbc.com/2017/11/04/missile-fired-from-yemen-shot-down-over-saudi-arabia/
703993293	20171006	201710	2017	2017.7562	JUDJUD	NATIONAL COURT						JUD	JUD		SEPOPP	SEPARATIST						SEP	OPP		0	1241	124	12	3	-4.0	10	1	10	-5.52659019812305	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171105023000	https://newsinfo.inquirer.net/942956/carles-puigdemont-catalonia-separatist-movement-arrest-warrant
703993294	20171006	201710	2017	2017.7562	SAU	SAUDI	SAU								GOV	GOVERNMENT						GOV			1	046	046	04	1	7.0	3	1	3	-3.35731414868106	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	20171105023000	https://www.41nbc.com/2017/11/04/missile-fired-from-yemen-shot-down-over-saudi-arabia/
703993295	20171029	201710	2017	2017.8192											BUS	AIRLINE						BUS			0	112	112	11	3	-2.0	3	1	3	-3.30097087378641	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171105023000	https://www.nbcnews.com/news/nbcblk/american-airlines-ceo-civil-rights-leaders-meet-over-bias-complaints-n816266?cid=public-rss_20171105
703993296	20171104	201711	2017	2017.8329	SAUCVL	SAUDI ARABIA	SAU					CVL			SAU	SAUDI ARABIA	SAU								1	190	190	19	4	-10.0	1	1	1	-9.47176684881603	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	King Khalid International, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.9581	46.6956	214640	4	King Khalid International, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.9581	46.6956	214640	20171105023000	http://zeenews.india.com/world/saudi-arabia-intercepts-missile-fired-from-yemen-over-riyadh-2054380.html
703993297	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	2.61780104712041	0								4	Alice Springs, Northern Territory, Australia	AS	AS03	5120	-23.6975	133.884	-1555489	4	Alice Springs, Northern Territory, Australia	AS	AS03	5120	-23.6975	133.884	-1555489	20171105023000	https://www.9news.com.au/national/2017/11/05/12/29/toddler-builds-resilience-on-familys-1800km-outback-trek
703993298	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	2	1	2	2.61780104712041	0								4	Alice Springs, Northern Territory, Australia	AS	AS03	5120	-23.6975	133.884	-1555489	4	Alice Springs, Northern Territory, Australia	AS	AS03	5120	-23.6975	133.884	-1555489	20171105023000	https://www.9news.com.au/national/2017/11/05/12/29/toddler-builds-resilience-on-familys-1800km-outback-trek
