705174332	20071112	200711	2007	2007.8548											SAU	SAUDI ARABIA	SAU								0	190	190	19	4	-10.0	7	1	7	-5.35714285714286	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109013000	http://www.newdelhitimes.com/saudis-bolder-moves-to-confront-iran-echo-across-region/
705174333	20071112	200711	2007	2007.8548											SAU	SAUDI	SAU								0	190	190	19	4	-10.0	1	1	1	-5.35714285714286	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109013000	http://www.newdelhitimes.com/saudis-bolder-moves-to-confront-iran-echo-across-region/
705174334	20071112	200711	2007	2007.8548	SAU	SAUDI ARABIA	SAU																		0	190	190	19	4	-10.0	7	1	7	-5.35714285714286	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109013000	http://www.newdelhitimes.com/saudis-bolder-moves-to-confront-iran-echo-across-region/
705174335	20071112	200711	2007	2007.8548	SAU	SAUDI	SAU																		0	190	190	19	4	-10.0	1	1	1	-5.35714285714286	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109013000	http://www.newdelhitimes.com/saudis-bolder-moves-to-confront-iran-echo-across-region/
705174336	20161109	201611	2016	2016.8466											GOVGOV	PRESIDENT						GOV	GOV		1	026	026	02	1	4.0	4	1	4	-1.38648180242635	0								4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171109013000	https://www.wsj.com/articles/victory-against-isisin-the-philippines-1510185657
705174337	20161109	201611	2016	2016.8466											GOVGOV	PRESIDENT						GOV	GOV		1	026	026	02	1	4.0	2	1	2	-1.38648180242635	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171109013000	https://www.wsj.com/articles/victory-against-isisin-the-philippines-1510185657
705174338	20161109	201611	2016	2016.8466											GOVGOV	PRESIDENT						GOV	GOV		1	026	026	02	1	4.0	4	1	4	-1.38648180242635	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109013000	https://www.wsj.com/articles/victory-against-isisin-the-philippines-1510185657
705174339	20161109	201611	2016	2016.8466	BUS	ENTREPRENEUR						BUS													1	0241	024	02	1	-0.3	6	1	6	0.43290043290043	4	Papeete, French Polynesia (general), French Polynesia	FP	FP00	16355	-17.5333	-149.567	-1310968	0								4	Papeete, French Polynesia (general), French Polynesia	FP	FP00	16355	-17.5333	-149.567	-1310968	20171109013000	http://www.radionz.co.nz/international/pacific-news/343429/new-political-party-set-up-in-french-polynesia
705174340	20161109	201611	2016	2016.8466	BUS	ENTREPRENEUR						BUS			FRAPYF	FRENCH POLYNESIA	FRA								1	0241	024	02	1	-0.3	2	1	2	0.43290043290043	4	Papeete, French Polynesia (general), French Polynesia	FP	FP00	16355	-17.5333	-149.567	-1310968	4	Papeete, French Polynesia (general), French Polynesia	FP	FP00	16355	-17.5333	-149.567	-1310968	4	Papeete, French Polynesia (general), French Polynesia	FP	FP00	16355	-17.5333	-149.567	-1310968	20171109013000	http://www.radionz.co.nz/international/pacific-news/343429/new-political-party-set-up-in-french-polynesia
705174341	20161109	201611	2016	2016.8466	BUS	LANDLORD						BUS			JOR	JORDAN	JOR								1	112	112	11	3	-2.0	4	1	4	-1.68421052631579	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20171109013000	http://www.nydailynews.com/news/politics/city-pol-earned-big-salary-building-debt-article-1.3620167
705174342	20161109	201611	2016	2016.8466	BUSBUS	COMPANY						BUS	BUS		GOV	PRESIDENT						GOV			1	046	046	04	1	7.0	5	1	5	2.0979020979021	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109013000	http://helihub.com/2017/11/08/airbus-appoints-new-us-boss/
705174343	20161109	201611	2016	2016.8466	FRAPYFBUS	FRENCH POLYNESIA	FRA					BUS													1	0241	024	02	1	-0.3	2	1	2	0.43290043290043	4	Papeete, French Polynesia (general), French Polynesia	FP	FP00	16355	-17.5333	-149.567	-1310968	0								4	Papeete, French Polynesia (general), French Polynesia	FP	FP00	16355	-17.5333	-149.567	-1310968	20171109013000	http://www.radionz.co.nz/international/pacific-news/343429/new-political-party-set-up-in-french-polynesia
705174344	20161109	201611	2016	2016.8466	GOV	GOVERNMENT						GOV			AUS	AUSTRALIA	AUS								0	051	051	05	1	3.4	10	1	10	-2.2196261682243	4	South Perth, Western Australia, Australia	AS	AS08	5544	-31.9833	115.867	-1601410	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	South Perth, Western Australia, Australia	AS	AS08	5544	-31.9833	115.867	-1601410	20171109013000	http://www.zdnet.com/article/self-driving-bus-crashes-two-hours-after-launch-in-las-vegas/
705174345	20161109	201611	2016	2016.8466	GOV	PRESIDENT						GOV			BUSBUS	COMPANY						BUS	BUS		1	046	046	04	1	7.0	5	1	5	2.0979020979021	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109013000	http://helihub.com/2017/11/08/airbus-appoints-new-us-boss/
705174346	20161109	201611	2016	2016.8466	MNCUSA	NETFLIX	USA					MNC			ELI	ACTOR						ELI			1	112	112	11	3	-2.0	1	1	1	-8.4985835694051	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171109013000	http://xtra99.com/journalist-accuses-sexual-predator-kevin-spacey-of-sexually-assaulting-her-teenaged-son/
705174347	20161109	201611	2016	2016.8466	MNCUSA	NETFLIX	USA					MNC			USA	UNITED STATES	USA								1	180	180	18	4	-9.0	1	1	1	-8.4985835694051	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171109013000	http://xtra99.com/journalist-accuses-sexual-predator-kevin-spacey-of-sexually-assaulting-her-teenaged-son/
705174348	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	1.16279069767442	3	Clear Lake, Iowa, United States	US	USIA	IA033	43.138	-93.3794	455465	0								3	Clear Lake, Iowa, United States	US	USIA		43.138	-93.3794	455465	20171109013000	http://globegazette.com/news/local/new-clear-lake-campground-to-open-in-april-with-photos/article_b45e376a-420a-5abc-9eb0-33e9e1b456f4.html
705174349	20161109	201611	2016	2016.8466	USA	THE US	USA								CHN	CHINA	CHN								1	014	014	01	1	0.0	10	1	10	-0.23148148148148	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109013000	https://www.thenews.com.pk/print/242880-Chinas-trade-surplus-with-US-eases-as-Trump-visits
705174350	20171010	201710	2017	2017.7671											USA	UNITED STATES	USA								1	017	017	01	1	0.0	6	1	6	-1.98412698412698	0								3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	20171109013000	http://www.timescall.com/longmont-local-news/ci_31439720/boulder-county-protectors-light-projection
705174351	20171010	201710	2017	2017.7671											USA	WASHINGTON	USA								1	037	037	03	1	5.0	10	1	10	-1.69172932330827	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109013000	http://china.org.cn/china/2017-11/09/content_41866693.htm
705174352	20171010	201710	2017	2017.7671											USA	UNITED STATES	USA								1	140	140	14	3	-6.5	2	1	2	-1.98412698412698	0								3	Boulder County, Colorado, United States	US	USCO		40.0833	-105.351	198122	3	Boulder County, Colorado, United States	US	USCO		40.0833	-105.351	198122	20171109013000	http://www.timescall.com/longmont-local-news/ci_31439720/boulder-county-protectors-light-projection
705174353	20171010	201710	2017	2017.7671											USA	UNITED STATES	USA								1	140	140	14	3	-6.5	4	1	4	-1.98412698412698	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20171109013000	http://www.timescall.com/longmont-local-news/ci_31439720/boulder-county-protectors-light-projection
705174354	20171010	201710	2017	2017.7671	CHN	CHINA	CHN								USA	WASHINGTON	USA								1	040	040	04	1	1.0	10	1	10	-1.69172932330827	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109013000	http://china.org.cn/china/2017-11/09/content_41866693.htm
705174355	20171010	201710	2017	2017.7671	CHNGOV	MA KAI	CHN					GOV			LEG	CONGRESS						LEG			1	026	026	02	1	4.0	5	1	5	-2.39234449760765	5	Anhui, Anhui, China	CH	CH01	12996	32	117	-1896677	5	Anhui, Anhui, China	CH	CH01	12996	32	117	-1896677	5	Anhui, Anhui, China	CH	CH01	12996	32	117	-1896677	20171109013000	http://www.chinadaily.com.cn/business/2017-11/09/content_34302440.htm
705174356	20171010	201710	2017	2017.7671	LEG	LEGISLATOR						LEG													1	084	084	08	2	7.0	8	1	8	-3.33333333333333	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20171109013000	http://www.abplive.in/movies/padmavati-controversy-bjp-mla-calls-sanjay-leela-bhansali-a-dog-600602
705174357	20171010	201710	2017	2017.7671	LEG	LEGISLATOR						LEG													1	1712	171	17	4	-9.2	6	1	6	-3.33333333333333	4	Chittorgarh, Rajasthan, India	IN	IN24	17860	24.5	74.5	-2093477	0								4	Chittorgarh, Rajasthan, India	IN	IN24	17860	24.5	74.5	-2093477	20171109013000	http://www.abplive.in/movies/padmavati-controversy-bjp-mla-calls-sanjay-leela-bhansali-a-dog-600602
705174358	20171010	201710	2017	2017.7671	LEG	LEGISLATOR						LEG													1	1712	171	17	4	-9.2	2	1	2	-3.33333333333333	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20171109013000	http://www.abplive.in/movies/padmavati-controversy-bjp-mla-calls-sanjay-leela-bhansali-a-dog-600602
705174359	20171010	201710	2017	2017.7671	LEG	CONGRESS						LEG			CHN	CHINA	CHN								1	042	042	04	1	1.9	3	1	3	-2.28571428571429	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171109013000	http://www.sharenet.co.za/news/Trump_to_talk_North_Korea_trade_with_Chinese_leader_Xi/36b1cde4afef7ebc04a6427f2d997104
705174360	20171010	201710	2017	2017.7671	LEG	CONGRESS						LEG			CHN	CHINA	CHN								1	042	042	04	1	1.9	9	3	9	-2.5880806356265	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109013000	http://uk.reuters.com/article/uk-trump-asia-china/trump-to-talk-north-korea-trade-with-chinese-leader-xi-idUKKBN1D902V
705174361	20171010	201710	2017	2017.7671	LEG	CONGRESS						LEG			CHN	CHINA	CHN								1	042	042	04	1	1.9	12	2	12	-2.17391304347826	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	United States	US	US		39.828175	-98.5795	US	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109013000	http://www.theaustralian.com.au/news/latest-news/trump-cosies-up-to-china-warns-n-korea/news-story/148357023b035dc0169bd44091281751?nk=6261ea2b6596a3d4ab6221464b816ead-1510190197
705174362	20171010	201710	2017	2017.7671	LEG	CONGRESS						LEG			CHN	CHINA	CHN								1	042	042	04	1	1.9	4	2	4	-2.17391304347826	1	United States	US	US		39.828175	-98.5795	US	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109013000	http://www.theaustralian.com.au/news/latest-news/trump-cosies-up-to-china-warns-n-korea/news-story/148357023b035dc0169bd44091281751?nk=6261ea2b6596a3d4ab6221464b816ead-1510190197
705174363	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA																		1	017	017	01	1	0.0	2	1	2	-1.98412698412698	3	Boulder County, Colorado, United States	US	USCO	CO013	40.0833	-105.351	198122	0								3	Boulder County, Colorado, United States	US	USCO		40.0833	-105.351	198122	20171109013000	http://www.timescall.com/longmont-local-news/ci_31439720/boulder-county-protectors-light-projection
705174364	20171010	201710	2017	2017.7671	USA	WASHINGTON	USA																		1	037	037	03	1	5.0	10	1	10	-1.69172932330827	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109013000	http://china.org.cn/china/2017-11/09/content_41866693.htm
705174365	20171010	201710	2017	2017.7671	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	040	040	04	1	1.0	10	1	10	-1.69172932330827	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109013000	http://china.org.cn/china/2017-11/09/content_41866693.htm
705174366	20171010	201710	2017	2017.7671	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	173	173	17	4	-5.0	2	1	2	-1.69172932330827	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171109013000	http://china.org.cn/china/2017-11/09/content_41866693.htm
705174367	20171010	201710	2017	2017.7671	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	173	173	17	4	-5.0	8	1	8	-1.69172932330827	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109013000	http://china.org.cn/china/2017-11/09/content_41866693.htm
705174368	20171010	201710	2017	2017.7671	USA	KANSAS	USA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	4	1	4	0	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171109013000	http://www.koamtv.com/story/36797321/kansas-lawmakers-seek-legal-advice-on-school-funding-plan
705174369	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA								USAREL	UNITED STATES	USA								1	112	112	11	3	-2.0	1	1	1	-4.37158469945355	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171109013000	http://www.scpr.org/programs/airtalk/2017/11/08/60088/after-criticism-from-texas-officials-a-look-at-the/
705174370	20171010	201710	2017	2017.7671	USAJUD	KANSAS	USA					JUD			EDU	SCHOOL						EDU			1	071	071	07	2	7.4	6	1	6	0	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171109013000	http://www.koamtv.com/story/36797321/kansas-lawmakers-seek-legal-advice-on-school-funding-plan
705174371	20171102	201711	2017	2017.8274											UKR	KIEV	UKR								1	042	042	04	1	1.9	1	1	1	-1.72786177105832	0								4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	20171109013000	https://www.b92.net/eng/comments.php?nav_id=102754
