704486448	20161107	201611	2016	2016.8411	AUS	MELBOURNE	AUS																		1	090	090	09	2	-2.0	8	1	8	3.01724137931035	4	Bondi Beach, New South Wales, Australia	AS	AS02	5114	-33.8902	151.276	-1560360	0								4	Bondi Beach, New South Wales, Australia	AS	AS02	5114	-33.8902	151.276	-1560360	20171107011500	http://www.campaignbrief.com/2017/11/almandin-most-searched-race-ho.html
704486449	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS								PNG	MANUS	PNG								1	172	172	17	4	-5.0	8	1	8	-3.47025495750708	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171107011500	https://psmag.com/social-justice/australia-has-a-tough-history-with-refugees
704486450	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								USA	AMERICAN	USA								0	111	111	11	3	-2.0	4	1	4	1.96078431372549	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107011500	http://www.bbc.co.uk/news/world-asia-china-41882084
704486451	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								USA	AMERICAN	USA								0	1821	182	18	4	-9.0	4	1	4	1.96078431372549	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107011500	http://www.bbc.co.uk/news/world-asia-china-41882084
704486452	20161107	201611	2016	2016.8411	COP	POLICE						COP													0	173	173	17	4	-5.0	8	1	8	-1.43003064351379	3	Southaven, Tennessee, United States	US	USTN	TN125	36.565	-87.405	1311557	0								3	Southaven, Tennessee, United States	US	USTN	TN125	36.565	-87.405	1311557	20171107011500	http://www.jacksonsun.com/story/news/2017/11/06/texas-church-shooting-local-churches-paying-attention-security/835519001/
704486453	20161107	201611	2016	2016.8411	CVL	COMMUNITY						CVL			GOV	GOVERNMENT						GOV			0	036	036	03	1	4.0	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171107011500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1297
704486454	20161107	201611	2016	2016.8411	CVL	COMMUNITY						CVL			GOV	GOVERNMENT						GOV			0	043	043	04	1	2.8	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171107011500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1297
704486455	20161107	201611	2016	2016.8411	GOV	GOVERNOR						GOV													1	010	010	01	1	0.0	5	1	5	0.40983606557377	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20171107011500	http://www.jacksonsun.com/story/news/2017/11/06/tennessee-state-budget-departments-bill-haslam-hearings/836993001/
704486456	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			CVL	COMMUNITY						CVL			0	0331	033	03	1	5.2	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171107011500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1297
704486457	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171107011500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1297
704486458	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171107011500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1297
704486459	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			CVL	COMMUNITY						CVL			0	071	071	07	2	7.4	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171107011500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1297
