704240947	20161106	201611	2016	2016.8384	AGR	FARMER						AGR			GOV	CHIEF MINISTER						GOV			0	036	036	03	1	4.0	10	1	10	3.90173410404624	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20171106074500	http://thehitavada.com/Encyc/2017/11/6/President-recalls-his-role-in-formation-of-Chhattisgarh.aspx
704240948	20161106	201611	2016	2016.8384	AGR	FARMER						AGR			GOV	GOVERNMENT OFFICIAL						GOV			0	110	110	11	3	-2.0	5	1	5	-3.125	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	20171106074500	http://allafrica.com/stories/201711060096.html
704240949	20161106	201611	2016	2016.8384	CRM	CRIMINAL						CRM			EDUEDU	SCHOOL						EDU	EDU		1	090	090	09	2	-2.0	2	1	2	-4.82954545454545	3	Longview, New York, United States	US	USNY	NY013	42.1245	-79.3923	955939	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Longview, New York, United States	US	USNY	NY013	42.1245	-79.3923	955939	20171106074500	http://www.kltv.com/story/36769719/anthony-weiner-set-for-prison-stint-for-sexting-conviction
704240950	20161106	201611	2016	2016.8384	EDU	SCHOOL						EDU													0	071	071	07	2	7.4	2	1	2	1.47392290249433	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20171106074500	http://www.westport-news.com/news/article/Jim-Marpe-Incumbent-First-Selectman-hopes-to-12329095.php
704240951	20161106	201611	2016	2016.8384	EDU	SCHOOL						EDU													0	071	071	07	2	7.4	1	1	1	1.45576707726764	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20171106074500	http://www.thehour.com/news/article/Jim-Marpe-Incumbent-First-Selectman-hopes-to-12329095.php
704240952	20161106	201611	2016	2016.8384	GOV	CHIEF MINISTER						GOV			AGR	FARMER						AGR			0	036	036	03	1	4.0	10	1	10	3.90173410404624	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20171106074500	http://thehitavada.com/Encyc/2017/11/6/President-recalls-his-role-in-formation-of-Chhattisgarh.aspx
704240953	20161106	201611	2016	2016.8384	GOV	GOVERNMENT OFFICIAL						GOV			AGR	FARMER						AGR			0	046	046	04	1	7.0	5	1	5	-3.125	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	20171106074500	http://allafrica.com/stories/201711060096.html
704240954	20161106	201611	2016	2016.8384	GOV	GOVERNMENT OFFICIAL						GOV			AGR	FARMER						AGR			0	110	110	11	3	-2.0	5	1	5	-3.125	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	4	Marondera, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-18.1853	31.5519	-2315627	20171106074500	http://allafrica.com/stories/201711060096.html
704240955	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			CHN	CHINA	CHN								0	084	084	08	2	7.0	2	1	2	-6.71641791044776	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106074500	http://www.wsws.org/en/articles/2017/11/06/mald-n06.html
704240956	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			CHN	CHINA	CHN								0	084	084	08	2	7.0	2	1	2	-6.71641791044776	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106074500	http://www.wsws.org/en/articles/2017/11/06/mald-n06.html
704240957	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			CHN	CHINA	CHN								0	173	173	17	4	-5.0	2	1	2	-6.71641791044776	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106074500	http://www.wsws.org/en/articles/2017/11/06/mald-n06.html
