705246259	20161109	201611	2016	2016.8466	BUS	SERVER						BUS			USAGOV	HILLARY CLINTON	USA					GOV			0	040	040	04	1	1.0	10	1	10	-5.52845528455285	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171109064500	https://townhall.com/columnists/calthomas/2017/11/09/hillary-and-bill-houdini-n2406897
705246260	20161109	201611	2016	2016.8466	CAN	CANADA	CAN																		1	020	020	02	1	3.0	4	1	4	-2.72232304900182	4	Gogama, Ontario, Canada	CA	CA08	12685	47.6667	-81.7167	-565326	0								4	Gogama, Ontario, Canada	CA	CA08	12685	47.6667	-81.7167	-565326	20171109064500	http://www.timminspress.com/2017/11/08/class-action-suit-filed-against-cn-rail-over-gogama-spills
705246261	20161109	201611	2016	2016.8466	EDU	SCHOOL						EDU													1	020	020	02	1	3.0	5	1	5	-3.01204819277108	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	0								4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	20171109064500	https://jlist.com/blog/news/japanese-girl-in-osaka-sues-school-for-forcing-her-to-dye-her-hair-black/
705246262	20161109	201611	2016	2016.8466	IRL	IRELAND	IRL								USA	NEW YORK	USA								1	042	042	04	1	1.9	1	1	1	1.40105078809107	1	Ireland	EI	EI		53	-8	EI	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Ireland	EI	EI		53	-8	EI	20171109064500	http://connachttribune.ie/trumps-tribe/
705246263	20161109	201611	2016	2016.8466	IRL	IRELAND	IRL								USA	VIRGINIA	USA								1	042	042	04	1	1.9	8	1	8	1.40105078809107	1	Ireland	EI	EI		53	-8	EI	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	1	Ireland	EI	EI		53	-8	EI	20171109064500	http://connachttribune.ie/trumps-tribe/
705246264	20161109	201611	2016	2016.8466	MNCUSA	CONOCOPHILLIPS	USA					MNC			MNC	EXXON						MNC			0	0874	087	08	2	10.0	10	1	10	1.26146788990826	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171109064500	https://www.adn.com/politics/2017/11/08/report-alaska-gas-line-agency-signs-agreement-with-chinese-oil-company-financial-institutions/
705246265	20161109	201611	2016	2016.8466	USA	NEW YORK	USA								IRL	IRELAND	IRL								1	043	043	04	1	2.8	1	1	1	1.40105078809107	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171109064500	http://connachttribune.ie/trumps-tribe/
705246266	20161109	201611	2016	2016.8466	USA	VIRGINIA	USA								IRL	IRELAND	IRL								1	043	043	04	1	2.8	8	1	8	1.40105078809107	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171109064500	http://connachttribune.ie/trumps-tribe/
705246267	20161109	201611	2016	2016.8466	USAGOV	HILLARY CLINTON	USA					GOV			BUS	SERVER						BUS			0	040	040	04	1	1.0	10	1	10	-5.52845528455285	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171109064500	https://townhall.com/columnists/calthomas/2017/11/09/hillary-and-bill-houdini-n2406897
705246268	20161109	201611	2016	2016.8466	VNM	VIETNAM	VNM								USA	UNITED STATES	USA								1	190	190	19	4	-10.0	8	1	8	-1.85614849187935	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20171109064500	http://www.qconline.com/opinion/how-pill-disposal-laws-help-feed-opioid-crisis/article_25847fab-a768-55a1-a4aa-80664487ad72.html
