704541939	20161107	201611	2016	2016.8411											RUS	RUSSIA	RUS								0	042	042	04	1	1.9	2	1	2	-0.82417582417583	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20171107060000	https://www.huffingtonpost.com/entry/carter-page-russia-testimony_us_5a01159be4b066c2c039cb79
704541940	20161107	201611	2016	2016.8411											UKR	UKRAINE	UKR								0	072	072	07	2	8.3	2	1	2	-0.82417582417583	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107060000	https://www.huffingtonpost.com/entry/carter-page-russia-testimony_us_5a01159be4b066c2c039cb79
704541941	20161107	201611	2016	2016.8411	EDU	PROFESSOR						EDU													0	051	051	05	1	3.4	6	1	6	0.43763676148797	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171107060000	http://allafrica.com/stories/201711070016.html
704541942	20161107	201611	2016	2016.8411	EDU	PROFESSOR						EDU			NGA	NIGERIA	NGA								0	051	051	05	1	3.4	2	1	2	0.43763676148797	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171107060000	http://allafrica.com/stories/201711070016.html
704541943	20161107	201611	2016	2016.8411	GOVMED	TRANSPORT MINIST						GOV	MED		GOV	CHIEF EXECUTIVE						GOV			0	020	020	02	1	3.0	10	1	10	0.89820359281437	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	20171107060000	http://www.bendigoadvertiser.com.au/story/5040487/trains-run-on-cup-schedule-despite-no-holiday-in-bendigo/?cs=3372
704541944	20161107	201611	2016	2016.8411	GOVMED	TRANSPORT MINIST						GOV	MED		GOV	CHIEF EXECUTIVE						GOV			0	020	020	02	1	3.0	4	1	4	0.89820359281437	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	20171107060000	http://www.bendigoadvertiser.com.au/story/5040487/trains-run-on-cup-schedule-despite-no-holiday-in-bendigo/?cs=3372
704541945	20161107	201611	2016	2016.8411	GOVMED	TRANSPORT MINIST						GOV	MED		GOV	CHIEF EXECUTIVE						GOV			0	020	020	02	1	3.0	2	1	2	0.89820359281437	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171107060000	http://www.bendigoadvertiser.com.au/story/5040487/trains-run-on-cup-schedule-despite-no-holiday-in-bendigo/?cs=3372
704541946	20161107	201611	2016	2016.8411	KHM	CAMBODIA	KHM								CVL	TOURIST						CVL			1	051	051	05	1	3.4	5	1	5	2.10526315789474	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	20171107060000	http://www.akp.gov.kh/?p=113762
704541947	20161107	201611	2016	2016.8411	KHM	CAMBODIA	KHM								MED	LOCAL MEDIA						MED			1	042	042	04	1	1.9	5	1	5	2.10526315789474	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	20171107060000	http://www.akp.gov.kh/?p=113762
704541948	20161107	201611	2016	2016.8411	LEG	CONGRESS						LEG													0	040	040	04	1	1.0	10	1	10	-5.77830188679246	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20171107060000	https://www.bloomberg.com/news/articles/2017-11-07/your-guide-to-following-the-u-s-tax-cut-debate-quicktake-q-a
704541949	20161107	201611	2016	2016.8411	MED	LOCAL MEDIA						MED			KHM	CAMBODIA	KHM								1	043	043	04	1	2.8	5	1	5	2.10526315789474	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	20171107060000	http://www.akp.gov.kh/?p=113762
704541950	20161107	201611	2016	2016.8411	NGAEDU	NIGERIA	NGA					EDU													0	051	051	05	1	3.4	2	1	2	0.43763676148797	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171107060000	http://allafrica.com/stories/201711070016.html
704541951	20161107	201611	2016	2016.8411	PHL	PHILIPPINE	PHL								USA	THE US	USA								0	036	036	03	1	4.0	2	1	2	-1.44927536231884	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107060000	http://philippinenews.com/index.php/column/beting-laygo-dolor/item/2135-preparing-the-red-carpet-for-trump
704541952	20161107	201611	2016	2016.8411	PHL	PHILIPPINE	PHL								USA	THE US	USA								0	042	042	04	1	1.9	2	1	2	-1.44927536231884	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107060000	http://philippinenews.com/index.php/column/beting-laygo-dolor/item/2135-preparing-the-red-carpet-for-trump
704541953	20161107	201611	2016	2016.8411	PHLGOV	PHILIPPINE	PHL					GOV			USA	THE US	USA								0	036	036	03	1	4.0	8	1	8	-1.44927536231884	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107060000	http://philippinenews.com/index.php/column/beting-laygo-dolor/item/2135-preparing-the-red-carpet-for-trump
704541954	20161107	201611	2016	2016.8411	PHLGOV	PHILIPPINE	PHL					GOV			USA	THE US	USA								0	042	042	04	1	1.9	8	1	8	-1.44927536231884	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107060000	http://philippinenews.com/index.php/column/beting-laygo-dolor/item/2135-preparing-the-red-carpet-for-trump
704541955	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS																		0	043	043	04	1	2.8	2	1	2	-0.82417582417583	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20171107060000	https://www.huffingtonpost.com/entry/carter-page-russia-testimony_us_5a01159be4b066c2c039cb79
704541956	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	4	2	4	-3.7593984962406	3	Highland County, Ohio, United States	US	USOH	OH071	39.1834	-83.6166	1074048	0								3	Hillsboro, Ohio, United States	US	USOH	OH081	40.3334	-80.6251	1063804	20171107060000	http://www.sfgate.com/entertainment/article/Standup-comedian-says-he-won-t-seek-3rd-term-as-12337040.php
704541957	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	60	8	60	-2.72214487214908	3	Highland County, Ohio, United States	US	USOH	OH071	39.1834	-83.6166	1074048	0								3	Highland County, Ohio, United States	US	USOH		39.1834	-83.6166	1074048	20171107060000	http://www.roanoke.com/news/wire_headlines/standup-comedian-says-he-won-t-seek-rd-term-as/article_54e2af42-6f5e-59a6-9c58-1ff439b84fc3.html
