703535611	20161103	201611	2016	2016.8301											BUS	COMPANY						BUS			0	043	043	04	1	2.8	10	1	10	0.84889643463497	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20171103073000	https://inc42.com/buzz/digital-payments-paypal-payment-services/
703535612	20161103	201611	2016	2016.8301											UKRGOV	UKRAINE	UKR					GOV			1	057	057	05	1	8.0	10	1	10	4.4478527607362	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171103073000	http://www.zawya.com/story/Ukrainian_president_and_DP_World_chairman_discuss_maritime_logistics_collaboration-ZAWYA20171103055827/
703535613	20161103	201611	2016	2016.8301	AUS	PERTH	AUS								EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	10	1	10	-6.20842572062085	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171103073000	http://www.theage.com.au/wa-news/dockers-defender-found-guilty-over-perth-kebab-shop-punchup-20171103-gzebvn.html
703535614	20161103	201611	2016	2016.8301	AUS	PERTH	AUS								EDU	SCHOOL						EDU			1	180	180	18	4	-9.0	10	1	10	-6.20842572062085	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171103073000	http://www.theage.com.au/wa-news/dockers-defender-found-guilty-over-perth-kebab-shop-punchup-20171103-gzebvn.html
703535615	20161103	201611	2016	2016.8301	COP	POLICE						COP													1	180	180	18	4	-9.0	1	1	1	-6.25	4	Wishaw, North Lanarkshire, United Kingdom	UK	UKV8	40176	55.7667	-3.91667	-2611907	0								4	Wishaw, North Lanarkshire, United Kingdom	UK	UKV8	40176	55.7667	-3.91667	-2611907	20171103073000	http://www.dailyrecord.co.uk/news/local-news/anger-cost-over-100-wishaw-11442389
703535616	20161103	201611	2016	2016.8301	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	180	180	18	4	-9.0	2	1	2	-6.25	4	Wishaw, North Lanarkshire, United Kingdom	UK	UKV8	40176	55.7667	-3.91667	-2611907	4	Wishaw, North Lanarkshire, United Kingdom	UK	UKV8	40176	55.7667	-3.91667	-2611907	4	Wishaw, North Lanarkshire, United Kingdom	UK	UKV8	40176	55.7667	-3.91667	-2611907	20171103073000	http://www.dailyrecord.co.uk/news/local-news/anger-cost-over-100-wishaw-11442389
703535617	20161103	201611	2016	2016.8301	GBR	SCOTLAND	GBR								GOV	MINISTRY						GOV			0	051	051	05	1	3.4	2	1	2	1.84544405997693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171103073000	http://www.sconews.co.uk/news/54342/we-are-no-longer-adversaries-pope-tells-church-of-scotland-moderator/
703535618	20161103	201611	2016	2016.8301	GBR	SCOTLAND	GBR								GOV	MINISTRY						GOV			0	051	051	05	1	3.4	2	1	2	1.84544405997693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171103073000	http://www.sconews.co.uk/news/54342/we-are-no-longer-adversaries-pope-tells-church-of-scotland-moderator/
703535619	20161103	201611	2016	2016.8301	GBR	SCOTLAND	GBR								GOV	MINISTRY						GOV			0	051	051	05	1	3.4	6	1	6	1.84544405997693	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171103073000	http://www.sconews.co.uk/news/54342/we-are-no-longer-adversaries-pope-tells-church-of-scotland-moderator/
703535620	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	061	061	06	2	6.4	2	1	2	-2.87128712871287	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20171103073000	http://www.reddeeradvocate.com/business/canadian-lumber-producers-hammered-after-negotiations-failed-to-reach-deal-2/
703535621	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	061	061	06	2	6.4	8	1	8	-2.87128712871287	2	California, United States	US	USCA		36.17	-119.746	CA	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	2	California, United States	US	USCA		36.17	-119.746	CA	20171103073000	http://www.reddeeradvocate.com/business/canadian-lumber-producers-hammered-after-negotiations-failed-to-reach-deal-2/
