705365834	20161109	201611	2016	2016.8466	CVL	CITIZEN						CVL			USA	AMERICAN	USA								1	120	120	12	3	-4.0	2	1	2	-6.47321428571428	3	New York University, New York, United States	US	USNY	NY061	40.7287	-73.996	958483	3	New York University, New York, United States	US	USNY		40.7287	-73.996	958483	3	New York University, New York, United States	US	USNY		40.7287	-73.996	958483	20171109144500	http://sentencing.typepad.com/sentencing_law_and_policy/2017/11/the-unsung-role-that-ordinary-citizens-played-in-the-great-crime-decline.html
705365835	20161109	201611	2016	2016.8466	EUR	EUROPEAN	EUR																		0	036	036	03	1	4.0	3	1	3	0	1	Antarctica	AY	AY		-85.6221	32.3438	AY	0								1	Antarctica	AY	AY		-85.6221	32.3438	AY	20171109144500	http://www.news.com.au/technology/innovation/motoring/motoring-news/kia-sales-soar-as-ugly-ducking-grows-into-swan/news-story/9f684c1ba8180474b1f9be80cef6bfc7
705365836	20161109	201611	2016	2016.8466	JUD	PROSECUTOR						JUD			GOV	CHIEF EXECUTIVE						GOV			1	0214	021	02	1	3.4	6	1	6	-2.04081632653062	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171109144500	http://uk.reuters.com/article/uk-prada-tax/prada-signs-italian-tax-cooperation-agreement-idUKKBN1D920U
705365837	20161109	201611	2016	2016.8466	JUD	PROSECUTOR						JUD			GOV	CHIEF EXECUTIVE						GOV			1	080	080	08	2	5.0	6	1	6	-2.04081632653062	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171109144500	http://uk.reuters.com/article/uk-prada-tax/prada-signs-italian-tax-cooperation-agreement-idUKKBN1D920U
705365838	20161109	201611	2016	2016.8466	JUD	PROSECUTOR						JUD			ITAGOV	ITALY	ITA					GOV			1	0214	021	02	1	3.4	4	1	4	-2.04081632653062	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171109144500	http://uk.reuters.com/article/uk-prada-tax/prada-signs-italian-tax-cooperation-agreement-idUKKBN1D920U
705365839	20161109	201611	2016	2016.8466	JUD	PROSECUTOR						JUD			ITAGOV	ITALY	ITA					GOV			1	080	080	08	2	5.0	4	1	4	-2.04081632653062	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171109144500	http://uk.reuters.com/article/uk-prada-tax/prada-signs-italian-tax-cooperation-agreement-idUKKBN1D920U
705365840	20161109	201611	2016	2016.8466	MED	MEDIA						MED			MIL	AIR FORCE						MIL			1	111	111	11	3	-2.0	6	1	6	-2.59541984732824	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171109144500	https://www.infowars.com/hate-hoax-black-air-force-academy-cadet-wrote-racial-slurs-on-his-own-dorm-room/
705365841	20161109	201611	2016	2016.8466	MEDGOV	PRESS ASSOCIATION						MED	GOV												1	017	017	01	1	0.0	2	1	2	1.79856115107914	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	0								5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20171109144500	https://www.eveningexpress.co.uk/news/uk/harry-jokes-about-bringing-meghan-to-westminster-abbey-remembrance-event/
705365842	20161109	201611	2016	2016.8466	MEDGOV	PRESS ASSOCIATION						MED	GOV												1	017	017	01	1	0.0	8	1	8	1.79856115107914	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171109144500	https://www.eveningexpress.co.uk/news/uk/harry-jokes-about-bringing-meghan-to-westminster-abbey-remembrance-event/
705365843	20161109	201611	2016	2016.8466	POL	POLAND	POL																		1	080	080	08	2	5.0	10	1	10	2	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20171109144500	http://www.fleetpoint.org/fleet-industry-news/news-by-date/volkswagen-continues-upward-trend/
705365844	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		1	180	180	18	4	-9.0	1	1	1	-4.83516483516483	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171109144500	https://www.businessinsider.com.au/terry-crews-files-police-report-alleging-sexual-assault-2017-11
