705040994	20161108	201611	2016	2016.8438											USAGOVPTY	HILLARY CLINTON	USA					GOV			1	051	051	05	1	3.4	6	1	6	-1.10132158590309	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171108160000	http://us.blastingnews.com/news/2017/11/transgender-woman-makes-history-by-winning-virginia-house-seat-002153473.html
705040995	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS													1	012	012	01	1	-0.4	5	1	5	-3.53817504655493	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	0								4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20171108160000	https://www.usatoday.com/story/tech/news/2017/11/08/snap-shares-snapped-up-chinas-tencent-minority-stake/843311001/
705040996	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS													1	084	084	08	2	7.0	5	1	5	-3.53817504655493	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	0								4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20171108160000	https://www.usatoday.com/story/tech/news/2017/11/08/snap-shares-snapped-up-chinas-tencent-minority-stake/843311001/
705040997	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS													1	110	110	11	3	-2.0	5	1	5	-3.53817504655493	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	0								4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20171108160000	https://www.usatoday.com/story/tech/news/2017/11/08/snap-shares-snapped-up-chinas-tencent-minority-stake/843311001/
705040998	20161108	201611	2016	2016.8438	CRM	GANG						CRM			AFR	AFRICA	AFR								1	190	190	19	4	-10.0	4	1	4	-4.25806451612904	4	Bethelsdorp, Eastern Cape, South Africa	SF	SF05	77317	-33.8886	25.5124	-1210657	4	Bethelsdorp, Eastern Cape, South Africa	SF	SF05	77317	-33.8886	25.5124	-1210657	4	Bethelsdorp, Eastern Cape, South Africa	SF	SF05	77317	-33.8886	25.5124	-1210657	20171108160000	https://citizen.co.za/news/south-africa/1721366/mother-of-murdered-pe-teen-witnessed-shooting-of-notorious-gangster/
705040999	20161108	201611	2016	2016.8438	GBR	LEEDS	GBR								HLH	HOSPITAL						HLH			0	043	043	04	1	2.8	5	1	5	-3.86100386100386	0								0								0								20171108160000	http://www.examiner.co.uk/news/west-yorkshire-news/mums-fears-sick-son-over-13874820
705041000	20161108	201611	2016	2016.8438	GOV	MAYOR						GOV			GBR	MANCHESTER	GBR								0	017	017	01	1	0.0	8	1	8	1.59744408945687	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171108160000	http://www.nationalist.ie/news/home/280615/women-of-the-nation-will-be-celebrated-at-clonmel-s-town-hall.html
705041001	20161108	201611	2016	2016.8438	GOV	MAYOR						GOV			OPP	PRISONER						OPP			0	017	017	01	1	0.0	8	1	8	1.59744408945687	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171108160000	http://www.nationalist.ie/news/home/280615/women-of-the-nation-will-be-celebrated-at-clonmel-s-town-hall.html
705041002	20161108	201611	2016	2016.8438	HLH	HOSPITAL						HLH			GBR	LEEDS	GBR								0	042	042	04	1	1.9	5	1	5	-3.86100386100386	0								0								0								20171108160000	http://www.examiner.co.uk/news/west-yorkshire-news/mums-fears-sick-son-over-13874820
705041003	20161108	201611	2016	2016.8438	IRQ	KARBALA	IRQ								REL	PILGRIM									1	043	043	04	1	2.8	5	1	5	0.52356020942408	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108160000	https://www.tasnimnews.com/en/news/2017/11/08/1568809/tehran-gears-up-for-massive-arbaeen-procession
705041004	20161108	201611	2016	2016.8438	ISRGOV	ISRAEL	ISR					GOV			GBR	MANCHESTER	GBR								0	017	017	01	1	0.0	2	1	2	1.59744408945687	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171108160000	http://www.nationalist.ie/news/home/280615/women-of-the-nation-will-be-celebrated-at-clonmel-s-town-hall.html
705041005	20161108	201611	2016	2016.8438	ISRGOV	ISRAEL	ISR					GOV			OPP	PRISONER						OPP			0	017	017	01	1	0.0	2	1	2	1.59744408945687	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171108160000	http://www.nationalist.ie/news/home/280615/women-of-the-nation-will-be-celebrated-at-clonmel-s-town-hall.html
705041006	20161108	201611	2016	2016.8438	MED	WEBSITE						MED			USA	DALLAS	USA								0	042	042	04	1	1.9	10	1	10	4.12371134020618	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171108160000	http://www.itprotoday.com/industry-perspectives/sponsor-spotlight-fast-reports-itdevconnections
705041007	20161108	201611	2016	2016.8438	MOSSHI	SHIITE				MOS	SHI				REL	PILGRIM									1	042	042	04	1	1.9	20	2	20	-1.73268388322152	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171108160000	https://www.yahoo.com/news/more-two-million-iranian-pilgrims-descend-iraq-153530605.html
