703483248	20161103	201611	2016	2016.8301											SEA	SOUTHEAST ASIA	SEA								0	042	042	04	1	1.9	8	1	8	3.52941176470588	0								4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171103023000	http://hanoitimes.com.vn/economy/2017/11/81E0BA31/da-nang-s-businesses-achieve-big-opportunities-from-apec-2017/
703483249	20161103	201611	2016	2016.8301	CAN	CANADA	CAN																		1	190	190	19	4	-10.0	1	1	1	-5.28233151183971	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	0								4	Battleford, Saskatchewan, Canada	CA	CA11	154724	52.7667	-108.3	-560761	20171103023000	http://www.newsoptimist.ca/news/follow-the-sirens/rcmp-issues-statement-on-boushie-investigation-1.23082935
703483250	20161103	201611	2016	2016.8301	CAN	CANADA	CAN																		1	190	190	19	4	-10.0	1	1	1	-5.28233151183971	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20171103023000	http://www.newsoptimist.ca/news/follow-the-sirens/rcmp-issues-statement-on-boushie-investigation-1.23082935
703483251	20161103	201611	2016	2016.8301	EUR	EUROPE	EUR																		1	030	030	03	1	4.0	6	1	6	-0.4225352112676	4	Lipo, Hainan, China	CH	CH31	13072	19.6688	110.852	11097704	0								4	Lipo, Hainan, China	CH	CH31	13072	19.6688	110.852	11097704	20171103023000	http://www.thegazette.com/subject/news/business/by-2030-theres-a-48-percent-chance-your-new-car-will-be-electric-20171102
703483252	20161103	201611	2016	2016.8301	EUR	EUROPE	EUR																		1	030	030	03	1	4.0	4	1	4	-0.4225352112676	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171103023000	http://www.thegazette.com/subject/news/business/by-2030-theres-a-48-percent-chance-your-new-car-will-be-electric-20171102
703483253	20161103	201611	2016	2016.8301	EUR	EUROPE	EUR																		1	120	120	12	3	-4.0	6	1	6	-0.4225352112676	4	Lipo, Hainan, China	CH	CH31	13072	19.6688	110.852	11097704	0								4	Lipo, Hainan, China	CH	CH31	13072	19.6688	110.852	11097704	20171103023000	http://www.thegazette.com/subject/news/business/by-2030-theres-a-48-percent-chance-your-new-car-will-be-electric-20171102
703483254	20161103	201611	2016	2016.8301	EUR	EUROPE	EUR																		1	120	120	12	3	-4.0	4	1	4	-0.4225352112676	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171103023000	http://www.thegazette.com/subject/news/business/by-2030-theres-a-48-percent-chance-your-new-car-will-be-electric-20171102
703483255	20161103	201611	2016	2016.8301	LEG	SENATE						LEG													1	129	129	12	3	-5.0	10	1	10	-0.75512405609493	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171103023000	https://www.fredericknewspost.com/news/politics_and_government/political-notes-mizeur-rounds-up-wonder-women-in-frederick/article_d535094c-ee1f-55b1-9cca-9ad57a8db476.html
703483256	20161103	201611	2016	2016.8301	MNCUSA	EXXON	USA					MNC													1	115	115	11	3	-2.0	4	1	4	-4.00943396226415	3	Baton Rouge, Louisiana, United States	US	USLA	LA033	30.4507	-91.1545	1629914	0								3	Baton Rouge, Louisiana, United States	US	USLA		30.4507	-91.1545	1629914	20171103023000	https://www.nationalobserver.com/2017/11/02/news/exxon-refinery-catches-fire-day-after-us-government-settles-over-pollution-other
703483257	20161103	201611	2016	2016.8301	MNCUSA	EXXON	USA					MNC			USA	UNITED STATES	USA								1	115	115	11	3	-2.0	6	1	6	-4.00943396226415	3	Baton Rouge, Louisiana, United States	US	USLA	LA033	30.4507	-91.1545	1629914	3	Baton Rouge, Louisiana, United States	US	USLA		30.4507	-91.1545	1629914	3	Baton Rouge, Louisiana, United States	US	USLA		30.4507	-91.1545	1629914	20171103023000	https://www.nationalobserver.com/2017/11/02/news/exxon-refinery-catches-fire-day-after-us-government-settles-over-pollution-other
