703705777	20161103	201611	2016	2016.8301											LEG	CONGRESS						LEG			0	042	042	04	1	1.9	10	1	10	-1.83752417794971	0								1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171103191500	https://www.nationofchange.org/2017/11/03/democrats-congress-fighting-rich-opposition-gops-401k-cut-proposal/
703705778	20161103	201611	2016	2016.8301	CAN	CANADA	CAN								CVL	CITIZEN						CVL			1	114	114	11	3	-2.0	4	1	4	-0.53981106612686	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	20171103191500	http://www.hopestandard.com/news/pay-hike-approved-for-fraser-valley-regional-district-politicians/
703705779	20161103	201611	2016	2016.8301	CAN	CANADA	CAN								PTY	POLITICIAN									1	1031	103	10	3	-5.0	2	1	2	-0.53981106612686	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	20171103191500	http://www.hopestandard.com/news/pay-hike-approved-for-fraser-valley-regional-district-politicians/
703705780	20161103	201611	2016	2016.8301	CAN	CANADA	CAN								PTY	POLITICIAN									1	1031	103	10	3	-5.0	2	1	2	-0.53981106612686	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171103191500	http://www.hopestandard.com/news/pay-hike-approved-for-fraser-valley-regional-district-politicians/
703705781	20161103	201611	2016	2016.8301	GOV	MINIST						GOV			ran	RANA			ran						1	030	030	03	1	4.0	6	1	6	-2.05696202531646	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171103191500	http://www.bhatkallys.com/state/pothole-free-bengaluru-april-says-kj-george/
703705782	20161103	201611	2016	2016.8301	GOV	MINIST						GOV			ran	RANA			ran						1	030	030	03	1	4.0	2	1	2	-2.05696202531646	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171103191500	http://www.bhatkallys.com/state/pothole-free-bengaluru-april-says-kj-george/
703705783	20161103	201611	2016	2016.8301	JUD	PROSECUTOR						JUD			AFR	AFRICA	AFR								0	173	173	17	4	-5.0	2	1	2	-1.47255689424364	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	1	South Africa	SF	SF		-30	26	SF	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20171103191500	http://www.nzherald.co.nz/politics/news/article.cfm?c_id=280&objectid=11940373
703705784	20161103	201611	2016	2016.8301	LEG	CONGRESS						LEG													0	043	043	04	1	2.8	10	1	10	-1.83752417794971	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	0								1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171103191500	https://www.nationofchange.org/2017/11/03/democrats-congress-fighting-rich-opposition-gops-401k-cut-proposal/
703705785	20161103	201611	2016	2016.8301	PTY	POLITICIAN									CVL	CITIZEN						CVL			1	1031	103	10	3	-5.0	3	1	3	-0.53981106612686	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171103191500	http://www.hopestandard.com/news/pay-hike-approved-for-fraser-valley-regional-district-politicians/
703705786	20161103	201611	2016	2016.8301	PTY	POLITICIAN									CVL	CITIZEN						CVL			1	114	114	11	3	-2.0	3	1	3	-0.53981106612686	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	20171103191500	http://www.hopestandard.com/news/pay-hike-approved-for-fraser-valley-regional-district-politicians/
