703145888	20161102	201611	2016	2016.8274											AUS	AUSTRALIAN	AUS								1	031	031	03	1	5.2	3	1	3	1.06382978723404	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171102021500	http://www.4-traders.com/RIO-TINTO-LIMITED-6492854/news/Rio-Tinto-470-Australian-jobs-created-by-Amrun-25418182/
703145889	20161102	201611	2016	2016.8274											AUS	SYDNEY	AUS								1	042	042	04	1	1.9	1	1	1	2.82485875706215	0								4	Blue Mountains, Queensland, Australia	AS	AS04	154701	-21.6333	148.967	-1559960	4	Blue Mountains, Queensland, Australia	AS	AS04	154701	-21.6333	148.967	-1559960	20171102021500	http://www.westernadvocate.com.au/story/5028617/planning-better-roads-and-rail-for-the-future/
703145890	20161102	201611	2016	2016.8274											EDU	ACADEMICS						EDU			0	043	043	04	1	2.8	5	1	5	6.81399631675875	0								1	Macau	MC	MC		22.157778	113.559722	MC	1	Macau	MC	MC		22.157778	113.559722	MC	20171102021500	http://macaudailytimes.com.mo/macau-designated-creative-city-gastronomy-unesco.html
703145891	20161102	201611	2016	2016.8274											USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	1.13507377979568	0								3	Memphis, Tennessee, United States	US	USTN	TN157	35.1495	-90.049	1326388	3	Memphis, Tennessee, United States	US	USTN	TN157	35.1495	-90.049	1326388	20171102021500	http://www.frostillustrated.com/2017/bright-light-of-black-press-dims-bernal-smithii-dies-at-45/
703145892	20161102	201611	2016	2016.8274	AUS	AUSTRALIAN	AUS																		1	031	031	03	1	5.2	3	1	3	1.06382978723404	4	Aurukun, Queensland, Australia	AS	AS04	154663	-13.3167	141.75	-1556554	0								4	Aurukun, Queensland, Australia	AS	AS04	154663	-13.3167	141.75	-1556554	20171102021500	http://www.4-traders.com/RIO-TINTO-LIMITED-6492854/news/Rio-Tinto-470-Australian-jobs-created-by-Amrun-25418182/
703145893	20161102	201611	2016	2016.8274	AUS	SYDNEY	AUS																		1	043	043	04	1	2.8	1	1	1	2.82485875706215	4	Blue Mountains, Queensland, Australia	AS	AS04	154701	-21.6333	148.967	-1559960	0								4	Blue Mountains, Queensland, Australia	AS	AS04	154701	-21.6333	148.967	-1559960	20171102021500	http://www.westernadvocate.com.au/story/5028617/planning-better-roads-and-rail-for-the-future/
703145894	20161102	201611	2016	2016.8274	CHN	CHINESE	CHN								JPN	JAPANESE	JPN								0	043	043	04	1	2.8	2	1	2	-4.65657741559954	1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171102021500	https://www.nbcnews.com/news/world/can-china-beat-u-s-without-fight-n816146?cid=public-rss_20171102
703145895	20161102	201611	2016	2016.8274	CHN	CHINESE	CHN								JPNMIL	JAPANESE	JPN					MIL			0	043	043	04	1	2.8	6	1	6	-4.65657741559954	1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171102021500	https://www.nbcnews.com/news/world/can-china-beat-u-s-without-fight-n816146?cid=public-rss_20171102
703145896	20161102	201611	2016	2016.8274	EDU	ACADEMICS						EDU													0	042	042	04	1	1.9	5	1	5	6.81399631675875	1	Macau	MC	MC		22.157778	113.559722	MC	0								1	Macau	MC	MC		22.157778	113.559722	MC	20171102021500	http://macaudailytimes.com.mo/macau-designated-creative-city-gastronomy-unesco.html
703145897	20161102	201611	2016	2016.8274	JPN	JAPANESE	JPN								CHN	CHINESE	CHN								0	042	042	04	1	1.9	2	1	2	-4.65657741559954	1	Japan	JA	JA		36	138	JA	1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	20171102021500	https://www.nbcnews.com/news/world/can-china-beat-u-s-without-fight-n816146?cid=public-rss_20171102
