704343890	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS																		1	017	017	01	1	0.0	10	1	10	3.57142857142857	4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	0								4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	20171106150000	http://www.dailymail.co.uk/tvshowbiz/article-5054627/Margot-Robbie-cosies-husband-Tom-Ackerley.html
704343891	20161106	201611	2016	2016.8384	CHN	LIAONING	CHN								GBR	BRITISH	GBR								1	1721	172	17	4	-5.0	2	1	2	-3.89610389610389	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	20171106150000	https://www.christianpost.com/news/china-deports-hundreds-of-south-korean-christians-helping-north-korean-defectors-205510/
704343892	20161106	201611	2016	2016.8384	CHN	LIAONING	CHN								GBRMED	BRITISH	GBR					MED			1	1721	172	17	4	-5.0	5	1	5	-3.89610389610389	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	20171106150000	https://www.christianpost.com/news/china-deports-hundreds-of-south-korean-christians-helping-north-korean-defectors-205510/
704343893	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR								IRL	IRELAND	IRL								1	012	012	01	1	-0.4	4	1	4	-2.30547550432277	4	Wicklow, Wicklow, Ireland	EI	EI31	18309	52.975	-6.04944	-1506204	4	Wicklow, Wicklow, Ireland	EI	EI31	18309	52.975	-6.04944	-1506204	4	Wicklow, Wicklow, Ireland	EI	EI31	18309	52.975	-6.04944	-1506204	20171106150000	http://irishpost.co.uk/over-1500-deaths-year-ireland-due-poor-air-quality/
704343894	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR								IRL	IRELAND	IRL								1	012	012	01	1	-0.4	2	1	2	-2.30547550432277	4	Longford, Wiltshire, United Kingdom	UK	UKP8	40139	51.1333	-1.93333	-2608686	5	Meath, Meath, Ireland	EI	EI21	18299	53.6667	-6.66667	-1504473	4	Longford, Wiltshire, United Kingdom	UK	UKP8	40139	51.1333	-1.93333	-2608686	20171106150000	http://irishpost.co.uk/over-1500-deaths-year-ireland-due-poor-air-quality/
704343895	20161106	201611	2016	2016.8384	GOV	PRESIDENT						GOV													1	051	051	05	1	3.4	6	1	6	0.30674846625767	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20171106150000	http://www.phillytrib.com/news/trump-signs-bill-into-law-honoring-frederick-douglass/article_2f7176f0-c2ec-11e7-925e-dff27c20dd08.html
704343896	20161106	201611	2016	2016.8384	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	0.30674846625767	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20171106150000	http://www.phillytrib.com/news/trump-signs-bill-into-law-honoring-frederick-douglass/article_2f7176f0-c2ec-11e7-925e-dff27c20dd08.html
704343897	20161106	201611	2016	2016.8384	IRL	IRELAND	IRL																		1	012	012	01	1	-0.4	1	1	1	-2.30547550432277	5	Meath, Meath, Ireland	EI	EI21	18299	53.6667	-6.66667	-1504473	0								4	Longford, Wiltshire, United Kingdom	UK	UKP8	40139	51.1333	-1.93333	-2608686	20171106150000	http://irishpost.co.uk/over-1500-deaths-year-ireland-due-poor-air-quality/
704343898	20161106	201611	2016	2016.8384	IRL	IRELAND	IRL																		1	012	012	01	1	-0.4	1	1	1	-2.30547550432277	4	Wicklow, Wicklow, Ireland	EI	EI31	18309	52.975	-6.04944	-1506204	0								4	Wicklow, Wicklow, Ireland	EI	EI31	18309	52.975	-6.04944	-1506204	20171106150000	http://irishpost.co.uk/over-1500-deaths-year-ireland-due-poor-air-quality/
704343899	20161106	201611	2016	2016.8384	PHL	PHILIPPINE	PHL								USA	THE US	USA								0	051	051	05	1	3.4	2	1	2	0.13218770654329	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171106150000	https://www.rappler.com/nation/187514-rappler-talk-mcmaster-donald-trump
704343900	20161106	201611	2016	2016.8384	PHL	PHILIPPINE	PHL								USA	THE US	USA								0	051	051	05	1	3.4	3	1	3	0.13218770654329	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171106150000	https://www.rappler.com/nation/187514-rappler-talk-mcmaster-donald-trump
704343901	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	4	1	4	-4.19580419580419	3	College Of Dupage, Illinois, United States	US	USIL	IL043	41.842	-88.0731	1771712	0								3	College Of Dupage, Illinois, United States	US	USIL		41.842	-88.0731	1771712	20171106150000	http://www.dailyherald.com/news/20171106/2-million-at-stake-in-breuders-2-million-college-of-dupage-lawsuit
704343902	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		0	115	115	11	3	-2.0	4	1	4	-4.19580419580419	3	College Of Dupage, Illinois, United States	US	USIL	IL043	41.842	-88.0731	1771712	0								3	College Of Dupage, Illinois, United States	US	USIL		41.842	-88.0731	1771712	20171106150000	http://www.dailyherald.com/news/20171106/2-million-at-stake-in-breuders-2-million-college-of-dupage-lawsuit
