702971127	20171101	201711	2017	2017.8247	BUS	COMPANIES						BUS			UZB	UZBEK	UZB								1	057	057	05	1	8.0	8	1	8	0.735294117647061	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20171101141500	Podrobno website, Tashkent/BBC Monitoring/(c) BBC
702971128	20171101	201711	2017	2017.8247	COLGOV	JUAN MANUEL SANTOS	COL					GOV			COLREB	FARC	COL					REB			0	014	014	01	1	0.0	10	1	10	-1.12994350282486	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20171101141500	El Espectador, Bogota/BBC Monitoring/(c) BBC
702971129	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			MED	TELEVISION						MED			1	010	010	01	1	0.0	3	1	3	-3.33333333333333	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171101141500	Interfax news agency, Moscow/BBC Monitoring/(c) BBC
702971130	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			MED	TELEVISION						MED			1	071	071	07	2	7.4	3	1	3	-3.33333333333333	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171101141500	Interfax news agency, Moscow/BBC Monitoring/(c) BBC
702971131	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			MED	TELEVISION						MED			1	071	071	07	2	7.4	2	1	2	-3.33333333333333	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171101141500	Interfax news agency, Moscow/BBC Monitoring/(c) BBC
702971132	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			MOS	ISLAMIC				MOS					1	051	051	05	1	3.4	10	1	10	4.20168067226891	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171101141500	President of the Russian Federation website in English/BBC Monitoring/(c) BBC
702971133	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			RUSGOV	VLADIMIR PUTIN	RUS					GOV			1	040	040	04	1	1.0	8	1	8	4.20168067226891	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171101141500	President of the Russian Federation website in English/BBC Monitoring/(c) BBC
702971134	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			RUSGOV	VLADIMIR PUTIN	RUS					GOV			1	040	040	04	1	1.0	2	1	2	4.20168067226891	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171101141500	President of the Russian Federation website in English/BBC Monitoring/(c) BBC
702971135	20171101	201711	2017	2017.8247	GOVMIL	DEFENCE MINIST						GOV	MIL		MIL	MILITARY						MIL			1	090	090	09	2	-2.0	10	1	10	-4.77941176470588	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171101141500	Afghan Channel One (1TV), Kabul/BBC Monitoring/(c) BBC
702971136	20171101	201711	2017	2017.8247	GRC	GREECE	GRC								REF	REFUGEE						REF			1	042	042	04	1	1.9	10	1	10	-6.94444444444445	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171101141500	Athens News Agency-Macedonian Press Agency website in English/BBC Monitoring/(c) BBC
702971137	20171101	201711	2017	2017.8247	GRCCOP	GREEK	GRC					COP			JUD	LAWYER						JUD			1	173	173	17	4	-5.0	8	1	8	0	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171101141500	Athens News Agency-Macedonian Press Agency website in English/BBC Monitoring/(c) BBC
702971138	20171101	201711	2017	2017.8247	IGOWSTNAT	NATO	WST	NAT				IGO			PRK	NORTH KOREA	PRK								1	020	020	02	1	3.0	10	1	10	-4.77941176470588	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171101141500	Afghan Channel One (1TV), Kabul/BBC Monitoring/(c) BBC
702971139	20171101	201711	2017	2017.8247	JORELI	HASSAN	JOR					ELI			IRN	TEHRAN	IRN								1	040	040	04	1	1.0	8	1	8	4.20168067226891	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171101141500	President of the Russian Federation website in English/BBC Monitoring/(c) BBC
702971140	20171101	201711	2017	2017.8247	LEG	LAWMAKER						LEG			GOV	FOREIGN MINIST						GOV			1	030	030	03	1	4.0	6	1	6	0.35398230088496	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171101141500	Dawn website, Karachi/BBC Monitoring/(c) BBC
