704855901	20161108	201611	2016	2016.8438											MNCUSAMED	GOOGLE	USA					MNC	MED		0	043	043	04	1	2.8	10	1	10	0.79787234042553	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171108030000	https://www.forbes.com/sites/patrickmoorhead/2017/11/07/google-pixel-2-xl-three-week-review-hard-to-recommend-at-this-price/
704855902	20161108	201611	2016	2016.8438											USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	-7.86516853932584	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171108030000	http://www.kelownadailycourier.ca/opinion/article_48c9bd36-c41a-11e7-8a9b-efcd4068db8a.html
704855903	20161108	201611	2016	2016.8438											USA	UNITED STATES	USA								1	060	060	06	2	6.0	4	1	4	0.42372881355933	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171108030000	http://www.latimes.com/local/lanow/la-me-playboy-manson-20171107-story.html
704855904	20161108	201611	2016	2016.8438	EUR	EUROPEAN	EUR																		0	172	172	17	4	-5.0	2	1	2	-3.29670329670329	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	0								4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171108030000	http://www.todayonline.com/world/berlusconi-eyes-political-resurrection-unhindered-sex-scandals
704855905	20161108	201611	2016	2016.8438	EUR	EUROPEAN	EUR																		0	172	172	17	4	-5.0	8	1	8	-3.29670329670329	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171108030000	http://www.todayonline.com/world/berlusconi-eyes-political-resurrection-unhindered-sex-scandals
704855906	20161108	201611	2016	2016.8438	JPN	JAPAN	JPN																		0	010	010	01	1	0.0	4	1	4	1.08024691358024	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171108030000	https://www.dealstreetasia.com/stories/softbank-investments-amazon-masayoshi-son-85970/
704855907	20161108	201611	2016	2016.8438	JUD	PROSECUTOR						JUD			AFR	AFRICA	AFR								1	010	010	01	1	0.0	6	1	6	-7.14285714285715	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171108030000	http://www.herald.co.zw/mature-driver-fined-300-for-culpable-homicide/
704855908	20161108	201611	2016	2016.8438	JUD	PROSECUTOR						JUD			ZAF	SOUTH AFRICAN	ZAF								1	010	010	01	1	0.0	2	1	2	-7.14285714285715	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171108030000	http://www.herald.co.zw/mature-driver-fined-300-for-culpable-homicide/
704855909	20161108	201611	2016	2016.8438	LEG	HOUSE OF REPRESENTATIVES						LEG													1	0833	083	08	2	5.0	3	1	3	-1.84804928131417	4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	0								4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	20171108030000	http://varsitarian.net/opinion/20171108/rubber-stamp-congress
704855910	20161108	201611	2016	2016.8438	LEG	HOUSE OF REPRESENTATIVES						LEG			PHL	PHILIPPINE	PHL								1	0833	083	08	2	5.0	2	1	2	-1.84804928131417	4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	20171108030000	http://varsitarian.net/opinion/20171108/rubber-stamp-congress
704855911	20161108	201611	2016	2016.8438	MNCUSAMED	GOOGLE	USA					MNC	MED												0	042	042	04	1	1.9	10	1	10	0.79787234042553	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171108030000	https://www.forbes.com/sites/patrickmoorhead/2017/11/07/google-pixel-2-xl-three-week-review-hard-to-recommend-at-this-price/
704855912	20161108	201611	2016	2016.8438	SDN	SUDAN	SDN																		0	190	190	19	4	-10.0	10	1	10	-7.37240075614366	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	0								4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20171108030000	http://www.sudantribune.com/spip.php?article63946
704855913	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	2	1	2	-3.76344086021505	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171108030000	http://www.nhregister.com/news/crime/article/Ohio-voters-to-decide-ballot-issues-mayoral-races-12337028.php
704855914	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	1	1	1	0.76419213973799	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	0								3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20171108030000	http://tucson.com/news/local/steller-column-mcsally-s-ambivalence-toward-trump-could-dictate-future/article_43aa7a6d-6386-56fc-8dac-2553c4ce81a7.html
704855915	20171009	201710	2017	2017.7644	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	080	080	08	2	5.0	2	1	2	-1.81818181818182	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108030000	http://www.telegraph.co.uk/technology/2017/11/08/donald-trump-fires-first-tweets-new-280-character-limit/
