702887954	20161101	201611	2016	2016.8247											CVL	TOURIST						CVL			1	036	036	03	1	4.0	10	1	10	1.54559505409583	0								4	Edgworth, Blackburn with Darwen, United Kingdom	UK	UKA8	40123	53.6333	-2.38333	-2595384	4	Edgworth, Blackburn with Darwen, United Kingdom	UK	UKA8	40123	53.6333	-2.38333	-2595384	20171101083000	http://www.theboltonnews.co.uk/news/15631420.The_Victorian_mill_owner__39_s_daughter_behind_Bolton__39_s_vast_Egyptology_collection/
702887955	20161101	201611	2016	2016.8247											USAELI	UNITED STATES	USA					ELI			0	110	110	11	3	-2.0	2	1	2	-10.6685633001423	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171101083000	https://www.reuters.com/article/us-guatemala-riosmontt-maya/guatemalas-maya-finally-find-justice-over-civil-war-crimes-idUSBRE94B0BX20130512
702887956	20161101	201611	2016	2016.8247	AFR	AFRICA	AFR								INT	FOREIGN NATIONAL						INT			0	112	112	11	3	-2.0	4	1	4	-4.60992907801419	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171101083000	http://www.polity.org.za/article/mashaba-african-diaspora-forum-to-initiate-legal-action-against-home-affairs-2017-11-01
702887957	20161101	201611	2016	2016.8247	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								1	016	016	01	1	-2.0	4	1	4	-5.37313432835821	4	Manus Island, Manus, Papua New Guinea	PP	PP13	18585	-2.0729	146.937	-2194904	4	Manus Island, Manus, Papua New Guinea	PP	PP13	18585	-2.0729	146.937	-2194904	4	Manus Island, Manus, Papua New Guinea	PP	PP13	18585	-2.0729	146.937	-2194904	20171101083000	http://www.newshub.co.nz/home/world/2017/11/manus-island-refugees-hunkering-down-for-long-siege.html
702887958	20161101	201611	2016	2016.8247	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								1	016	016	01	1	-2.0	1	1	1	-5.37313432835821	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171101083000	http://www.newshub.co.nz/home/world/2017/11/manus-island-refugees-hunkering-down-for-long-siege.html
702887959	20161101	201611	2016	2016.8247	AUS	AUSTRALIA	AUS								PNGREF	MANUS	PNG					REF			1	075	075	07	2	7.0	1	1	1	-5.37313432835821	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171101083000	http://www.newshub.co.nz/home/world/2017/11/manus-island-refugees-hunkering-down-for-long-siege.html
702887960	20161101	201611	2016	2016.8247	AUS	AUSTRALIA	AUS								PNGREF	MANUS	PNG					REF			1	075	075	07	2	7.0	4	1	4	-5.37313432835821	1	Australia	AS	AS		-25	135	AS	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171101083000	http://www.newshub.co.nz/home/world/2017/11/manus-island-refugees-hunkering-down-for-long-siege.html
702887961	20161101	201611	2016	2016.8247	CRM	SMUGGLER						CRM			NZL	NEW ZEALAND	NZL								1	073	073	07	2	7.4	1	1	1	-5.37313432835821	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171101083000	http://www.newshub.co.nz/home/world/2017/11/manus-island-refugees-hunkering-down-for-long-siege.html
702887962	20161101	201611	2016	2016.8247	CRM	SMUGGLER						CRM			NZL	NEW ZEALAND	NZL								1	073	073	07	2	7.4	1	1	1	-5.37313432835821	1	New Zealand	NZ	NZ		-42	174	NZ	1	Australia	AS	AS		-25	135	AS	1	New Zealand	NZ	NZ		-42	174	NZ	20171101083000	http://www.newshub.co.nz/home/world/2017/11/manus-island-refugees-hunkering-down-for-long-siege.html
702887963	20161101	201611	2016	2016.8247	CRM	SMUGGLER						CRM			NZL	NEW ZEALAND	NZL								1	073	073	07	2	7.4	3	1	3	-5.37313432835821	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171101083000	http://www.newshub.co.nz/home/world/2017/11/manus-island-refugees-hunkering-down-for-long-siege.html
