703941216	20161104	201611	2016	2016.8329	DEU	GERMANY	DEU								FRA	FRANCE	FRA								0	061	061	06	2	6.4	4	1	4	1.5817223198594	1	Germany	GM	GM		51.5	10.5	GM	1	France	FR	FR		46	2	FR	4	Moravske Toplice, Moravske Toplice, Slovenia	SI	SI78	25616	46.6875	16.2256	-89516	20171104194500	https://english.sta.si/2446348/events-aplenty-as-slovenians-celebrate-st-martins-day
703941217	20161104	201611	2016	2016.8329	DEU	GERMANY	DEU								FRA	FRANCE	FRA								0	061	061	06	2	6.4	1	1	1	1.5817223198594	1	Germany	GM	GM		51.5	10.5	GM	1	Italy	IT	IT		42.833333	12.833333	IT	4	Moravske Toplice, Moravske Toplice, Slovenia	SI	SI78	25616	46.6875	16.2256	-89516	20171104194500	https://english.sta.si/2446348/events-aplenty-as-slovenians-celebrate-st-martins-day
703941218	20161104	201611	2016	2016.8329	ESP	SPAIN	ESP								FRA	FRANCE	FRA								0	061	061	06	2	6.4	1	1	1	1.5817223198594	1	Germany	GM	GM		51.5	10.5	GM	1	Italy	IT	IT		42.833333	12.833333	IT	4	Moravske Toplice, Moravske Toplice, Slovenia	SI	SI78	25616	46.6875	16.2256	-89516	20171104194500	https://english.sta.si/2446348/events-aplenty-as-slovenians-celebrate-st-martins-day
703941219	20161104	201611	2016	2016.8329	ESP	SPAIN	ESP								FRA	FRANCE	FRA								0	061	061	06	2	6.4	4	1	4	1.5817223198594	1	Spain	SP	SP		40	-4	SP	1	France	FR	FR		46	2	FR	4	Moravske Toplice, Moravske Toplice, Slovenia	SI	SI78	25616	46.6875	16.2256	-89516	20171104194500	https://english.sta.si/2446348/events-aplenty-as-slovenians-celebrate-st-martins-day
703941220	20161104	201611	2016	2016.8329	GOV	SPECIAL ENVOY						GOV			PER	LIMA	PER								1	042	042	04	1	1.9	1	1	1	2.2038567493113	1	China	CH	CH		35	105	CH	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	1	China	CH	CH		35	105	CH	20171104194500	http://news.ltn.com.tw/news/focus/breakingnews/2243682
703941221	20161104	201611	2016	2016.8329	MIL	MILITARY						MIL			PER	PERUVIAN	PER								0	060	060	06	2	6.0	10	1	10	-0.49477735019242	5	Amazonas, Amazonas, Peru	PE	PE01	18585	-5	-78	-336692	5	Amazonas, Amazonas, Peru	PE	PE01	18585	-5	-78	-336692	5	Amazonas, Amazonas, Peru	PE	PE01	18585	-5	-78	-336692	20171104194500	http://www.mintpressnews.com/operation-america-united-a-military-drill-with-vast-amazonian-aspirations/234065/
703941222	20161104	201611	2016	2016.8329	MKD	MACEDONIA	MKD								FRA	FRANCE	FRA								0	061	061	06	2	6.4	4	1	4	1.5817223198594	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	4	Moravske Toplice, Moravske Toplice, Slovenia	SI	SI78	25616	46.6875	16.2256	-89516	20171104194500	https://english.sta.si/2446348/events-aplenty-as-slovenians-celebrate-st-martins-day
703941223	20161104	201611	2016	2016.8329	MKD	MACEDONIA	MKD								FRA	FRANCE	FRA								0	061	061	06	2	6.4	1	1	1	1.5817223198594	1	France	FR	FR		46	2	FR	1	Italy	IT	IT		42.833333	12.833333	IT	4	Moravske Toplice, Moravske Toplice, Slovenia	SI	SI78	25616	46.6875	16.2256	-89516	20171104194500	https://english.sta.si/2446348/events-aplenty-as-slovenians-celebrate-st-martins-day
703941224	20161104	201611	2016	2016.8329	PER	LIMA	PER								GOV	SPECIAL ENVOY						GOV			1	043	043	04	1	2.8	1	1	1	2.2038567493113	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171104194500	http://news.ltn.com.tw/news/focus/breakingnews/2243682
703941225	20161104	201611	2016	2016.8329	USA	SAN FRANCISCO	USA																		1	014	014	01	1	0.0	7	1	7	-7.73480662983425	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171104194500	https://www.1065thearch.com/2017/11/04/san-francisco-police-approved-to-use-stun-guns/
703941226	20161104	201611	2016	2016.8329	USA	SAN FRANCISCO	USA																		1	014	014	01	1	0.0	1	1	1	-7.73480662983425	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171104194500	https://www.1065thearch.com/2017/11/04/san-francisco-police-approved-to-use-stun-guns/
