704912586	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV													1	111	111	11	3	-2.0	6	1	6	-1.76211453744493	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171108074500	https://www.oneindia.com/india/bjp-rss-workers-protest-against-tipu-jayanti-celebrations-2578638.html
704912587	20161108	201611	2016	2016.8438	TUR	TURKEY	TUR																		1	112	112	11	3	-2.0	5	1	5	-1.83150183150183	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108074500	http://www.hurriyetdailynews.com/turkey-us-justice-ministers-speak-on-phone-ahead-of-pms-key-meet-122096
704912588	20171009	201710	2017	2017.7644											USA	UTAH	USA								1	042	042	04	1	1.9	2	1	2	-3.30275229357798	0								3	Bryce Canyon, Utah, United States	US	USUT		37.6283	-112.168	1439206	3	Bryce Canyon, Utah, United States	US	USUT		37.6283	-112.168	1439206	20171108074500	https://www.theguardian.com/travel/2017/nov/08/us-national-parks-price-surge-overcrowding
704912589	20171009	201710	2017	2017.7644	BUS	AIRLINE						BUS			THA	BANGKOK	THA								1	010	010	01	1	0.0	5	1	5	0.757575757575762	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171108074500	https://www.ch-aviation.com/portal/news/61150-thai-vietjetair-outlines-intl-growth-post-re-certification
704912590	20171009	201710	2017	2017.7644	CRM	KILLERS						CRM			USA	LAS VEGAS	USA								1	043	043	04	1	2.8	2	1	2	-5.19480519480519	3	Las Vegas, Nevada, United States	US	USNV	NV003	36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20171108074500	http://www.firstpost.com/entertainment/imagine-dragons-to-headline-benefit-concert-for-las-vegas-shooting-victims-4199099.html
704912591	20171009	201710	2017	2017.7644	FRA	PARIS	FRA								FRAGOV	FRANCE	FRA					GOV			1	036	036	03	1	4.0	2	1	2	4.10094637223975	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	20171108074500	http://www.telegraphherald.com/ap/international/article_8333887e-a54d-5809-9a37-13dcfae8ea71.html
704912592	20171009	201710	2017	2017.7644	FRA	PARIS	FRA								GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	8	1	8	4.10094637223975	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	20171108074500	http://www.telegraphherald.com/ap/international/article_8333887e-a54d-5809-9a37-13dcfae8ea71.html
704912593	20171009	201710	2017	2017.7644	SYR	SYRIA	SYR								NIC	NICARAGUA	NIC								0	057	057	05	1	8.0	2	1	2	4.10094637223975	1	United States	US	US		39.828175	-98.5795	US	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171108074500	http://www.telegraphherald.com/ap/international/article_8333887e-a54d-5809-9a37-13dcfae8ea71.html
704912594	20171009	201710	2017	2017.7644	USA	CLEVELAND	USA																		0	043	043	04	1	2.8	10	1	10	-2.30547550432276	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	0								3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20171108074500	http://www.timesrepublican.com/opinion/columnists/2017/11/once-falsely-incarcerated-now-a-police-academy-graduate/
704912595	20171009	201710	2017	2017.7644	USA	ILLINOIS	USA								COP	TROOPER						COP			1	193	193	19	4	-10.0	4	1	4	-3.60169491525424	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20171108074500	http://wzoe.com/2017/11/07/news-headlines-november-8-2017/
704912596	20171009	201710	2017	2017.7644	USA	LAS VEGAS	USA								CRM	KILLERS						CRM			1	042	042	04	1	1.9	2	1	2	-5.19480519480519	3	Las Vegas, Nevada, United States	US	USNV	NV003	36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20171108074500	http://www.firstpost.com/entertainment/imagine-dragons-to-headline-benefit-concert-for-las-vegas-shooting-victims-4199099.html
704912597	20171009	201710	2017	2017.7644	USAJUD	ILLINOIS	USA					JUD			COP	TROOPER						COP			1	190	190	19	4	-10.0	6	1	6	-3.60169491525424	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20171108074500	http://wzoe.com/2017/11/07/news-headlines-november-8-2017/
