704770733	20071110	200711	2007	2007.8493											SAU	SAUDI	SAU								0	190	190	19	4	-10.0	2	1	2	-5.38461538461538	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20171107211500	http://www.miamiherald.com/entertainment/celebrities/article183251086.html
704770734	20071110	200711	2007	2007.8493											SAU	SAUDI	SAU								0	190	190	19	4	-10.0	2	2	2	-5.21778584392015	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107211500	http://medicinehatnews.com/news/world-news/2017/11/07/saudis-bolder-moves-to-confront-iran-echo-across-region/
704770735	20071110	200711	2007	2007.8493	SAU	SAUDI	SAU																		0	190	190	19	4	-10.0	2	1	2	-5.38461538461538	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20171107211500	http://www.miamiherald.com/entertainment/celebrities/article183251086.html
704770736	20071110	200711	2007	2007.8493	SAU	SAUDI	SAU																		0	190	190	19	4	-10.0	2	2	2	-5.21778584392015	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107211500	http://medicinehatnews.com/news/world-news/2017/11/07/saudis-bolder-moves-to-confront-iran-echo-across-region/
704770737	20161107	201611	2016	2016.8411											BRA	BRAZIL	BRA								0	084	084	08	2	7.0	2	1	2	-0.41030316845225	0								3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	20171107211500	http://www.wwl.com/media/audio-channel/what-do-you-make-former-boss-dnc
704770738	20161107	201611	2016	2016.8411											CVL	LANDOWNER						CVL			0	013	013	01	1	0.4	10	1	10	-0.43383947939262	0								3	Paris Creek, Washington, United States	US	USWA		47.416	-121.084	1524198	3	Paris Creek, Washington, United States	US	USWA		47.416	-121.084	1524198	20171107211500	https://news.hjnews.com/logan_hj/y-u-striving-for-partnerships/article_041ceddc-ad1d-5bd8-a993-164a8165b137.html
704770739	20161107	201611	2016	2016.8411	AUS	AUSTRALIAN	AUS								IGOEUREEC	THE EU	EUR	EEC				IGO			1	061	061	06	2	6.4	8	1	8	-2.38365493757094	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171107211500	http://www.northqueenslandregister.com.au/story/5041402/aussie-canola-sector-sweat-on-eu-glypho-ruling/?cs=4750
704770740	20161107	201611	2016	2016.8411	CVL	CITIZEN						CVL			USAGOV	THE US	USA					GOV			0	071	071	07	2	7.4	10	1	10	-1.16448326055313	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20171107211500	https://www.msn.com/en-za/news/other/moroccos-stateless-children/ar-BBEHbCn
704770741	20161107	201611	2016	2016.8411	EDU	SCHOOL						EDU			USA	NEW YORK CITY	USA								1	035	035	03	1	7.0	5	1	5	1.41843971631206	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107211500	https://www.metro.us/news/local-news/new-york/wework-private-school-wegrow
704770742	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV													0	071	071	07	2	7.4	6	1	6	-1.53846153846154	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20171107211500	https://www.stuff.co.nz/auckland/local-news/manukau-courier/98638063/Close-to-3000-dogs-put-down-by-Auckland-Council-last-year
