704667318	20161107	201611	2016	2016.8411											GTM	GUATEMALA	GTM								0	042	042	04	1	1.9	10	1	10	-0.16920473773265	0								4	Guatemala City, Guatemala, Guatemala	GT	GT07	64850	14.6211	-90.5269	-1133206	4	Guatemala City, Guatemala, Guatemala	GT	GT07	64850	14.6211	-90.5269	-1133206	20171107143000	http://www.dailyherald.com/news/20171031/rotary-clubs-join-forces-to-bring-x-rays-to-guatemala
704667319	20161107	201611	2016	2016.8411	AGR	FARMER						AGR													0	061	061	06	2	6.4	10	1	10	-2.79394644935972	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20171107143000	http://www.4-traders.com/news/Terminating-NAFTA-Would-Devastate-American-Agriculture-The-View-of-a-Hog-Farmer--25456637/
704667320	20161107	201611	2016	2016.8411	CRM	ASSAILANT						CRM			SIK100	NAMDHARI				SIK					0	193	193	19	4	-10.0	6	1	6	-6.94698354661791	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20171107143000	http://www.dnaindia.com/india/report-isi-behind-killing-of-rss-leaders-and-others-in-punjab-four-arrested-captain-amarinder-2558374
704667321	20161107	201611	2016	2016.8411	CRM	ASSAILANT						CRM			SIK100	NAMDHARI				SIK					0	193	193	19	4	-10.0	1	1	1	-6.94698354661791	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20171107143000	http://www.dnaindia.com/india/report-isi-behind-killing-of-rss-leaders-and-others-in-punjab-four-arrested-captain-amarinder-2558374
704667322	20161107	201611	2016	2016.8411	CRM	ASSAILANT						CRM			SIK100	NAMDHARI				SIK					0	193	193	19	4	-10.0	1	1	1	-6.94698354661791	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20171107143000	http://www.dnaindia.com/india/report-isi-behind-killing-of-rss-leaders-and-others-in-punjab-four-arrested-captain-amarinder-2558374
704667323	20161107	201611	2016	2016.8411	FRA	FRANCE	FRA								USAGOV	HILLARY CLINTON	USA					GOV			1	020	020	02	1	3.0	4	1	4	1.30353817504656	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171107143000	https://www.thelocal.fr/20171107/i-love-france-i-love-your-wine-trumps-bizarre-first-phone-call-with-hollande
704667324	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								IGOEUREEC	THE EU	EUR	EEC				IGO			0	120	120	12	3	-4.0	2	1	2	-0.32715376226826	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171107143000	https://skift.com/2017/11/07/u-s-travel-abroad-set-new-record-in-2016-because-of-stronger-dollar/
704667325	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								IGOEUREEC	THE EU	EUR	EEC				IGO			0	120	120	12	3	-4.0	2	1	2	-0.32715376226826	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171107143000	https://skift.com/2017/11/07/u-s-travel-abroad-set-new-record-in-2016-because-of-stronger-dollar/
704667326	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								IGOEUREEC	THE EU	EUR	EEC				IGO			0	120	120	12	3	-4.0	6	1	6	-0.32715376226826	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171107143000	https://skift.com/2017/11/07/u-s-travel-abroad-set-new-record-in-2016-because-of-stronger-dollar/
704667327	20161107	201611	2016	2016.8411	GTM	GUATEMALA	GTM																		0	043	043	04	1	2.8	10	1	10	-0.16920473773265	4	Guatemala City, Guatemala, Guatemala	GT	GT07	64850	14.6211	-90.5269	-1133206	0								4	Guatemala City, Guatemala, Guatemala	GT	GT07	64850	14.6211	-90.5269	-1133206	20171107143000	http://www.dailyherald.com/news/20171031/rotary-clubs-join-forces-to-bring-x-rays-to-guatemala
