704148458	20161105	201611	2016	2016.8356											POL	POLAND	POL								1	0841	084	08	2	7.0	10	1	10	5.29100529100529	0								1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20171105221500	http://www.fijitimes.com/story.aspx?id=422790
704148459	20161105	201611	2016	2016.8356	BGD	DHAKA	BGD								HLH	HOSPITAL						HLH			1	043	043	04	1	2.8	10	1	10	-2.27848101265823	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171105221500	http://www.dhakatribune.com/opinion/op-ed/2017/11/05/obsession-sir-madam/
704148460	20161105	201611	2016	2016.8356	GBRGOV	DOWNING STREET	GBR					GOV			MED	PRESS ASSOCIATION						MED			1	013	013	01	1	0.4	10	1	10	-6.89655172413794	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20171105221500	http://www.huffingtonpost.co.uk/entry/million-mask-march-2017_uk_59ff7f5ce4b04cdbeb342a54
704148461	20161105	201611	2016	2016.8356	GOV	ADMINISTRATION						GOV			PAN	PANAMA	PAN								1	090	090	09	2	-2.0	6	1	6	0.974025974025976	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105221500	https://www.politico.com/story/2017/11/05/trump-paradise-papers-finance-244577
704148462	20161105	201611	2016	2016.8356	GRCGOV	GREECE	GRC					GOV			CVL	MIGRANT						CVL			1	190	190	19	4	-10.0	10	1	10	-5.24861878453039	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171105221500	http://www.njherald.com/article/20171103/AP/311039928
704148463	20161105	201611	2016	2016.8356	HLH	HOSPITAL						HLH			BGD	DHAKA	BGD								1	042	042	04	1	1.9	10	1	10	-2.27848101265823	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171105221500	http://www.dhakatribune.com/opinion/op-ed/2017/11/05/obsession-sir-madam/
704148464	20161105	201611	2016	2016.8356	IRN	IRAN	IRN																		0	1622	162	16	4	-5.6	2	1	2	-2.45487364620938	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								1	Iraq	IZ	IZ		33	44	IZ	20171105221500	https://www.wsj.com/articles/iran-saudi-cold-war-intensifies-as-militant-threat-fades-1509917926
704148465	20161105	201611	2016	2016.8356	IRN	IRAN	IRN																		0	1622	162	16	4	-5.6	8	1	8	-2.45487364620938	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171105221500	https://www.wsj.com/articles/iran-saudi-cold-war-intensifies-as-militant-threat-fades-1509917926
704148466	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								MED	WEBSITE						MED			0	070	070	07	2	7.0	42	6	42	-0.766703176341729	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105221500	http://www.thenewstribune.com/news/business/article182898451.html
704148467	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								MED	WEBSITE						MED			0	070	070	07	2	7.0	6	6	6	-0.76670317634173	1	Ukraine	UP	UP		49	32	UP	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Ukraine	UP	UP		49	32	UP	20171105221500	http://www.thenewstribune.com/news/business/article182898451.html
