705547389	20161110	201611	2016	2016.8493											CVL	VOTER						CVL			0	100	100	10	3	-5.0	8	1	8	1.01626016260163	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20171110023000	https://www.nbcnews.com/news/nbcblk/defying-odds-african-americans-make-historic-wins-election-night-n818971?cid=public-rss_20171110
705547390	20161110	201611	2016	2016.8493	AUS	AUSTRALIA	AUS																		1	036	036	03	1	4.0	5	1	5	0	4	Mount Panorama, Queensland, Australia	AS	AS04	154660	-24.55	148.533	-1593858	0								4	Mount Panorama, Queensland, Australia	AS	AS04	154660	-24.55	148.533	-1593858	20171110023000	https://practicalmotoring.com.au/car-news/2018-mercedes-benz-x-class-pricing-specs-sale-revealed/
705547391	20161110	201611	2016	2016.8493	GOV	GOVERNMENT						GOV			AUS	VICTORIA	AUS								0	0353	035	03	1	7.0	5	1	5	-1.35802469135803	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171110023000	http://www.theage.com.au/victoria/a-bridge-too-far-warning-bigger-ships-wont-be-able-to-reach-port-of-melbourne-20171107-gzgjri.html
705547392	20161110	201611	2016	2016.8493	GOV	MINIST OF TOURISM						GOV			JPN	JAPANESE	JPN								0	051	051	05	1	3.4	1	1	1	3.44827586206897	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171110023000	http://www.khmertimeskh.com/5089966/aeon-fair-window-japan/
705547393	20161110	201611	2016	2016.8493	GOV	MINIST OF TOURISM						GOV			JPN	JAPANESE	JPN								0	051	051	05	1	3.4	1	1	1	3.44827586206897	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171110023000	http://www.khmertimeskh.com/5089966/aeon-fair-window-japan/
705547394	20161110	201611	2016	2016.8493	GOV	MINIST OF TOURISM						GOV			JPNCVL	JAPANESE	JPN					CVL			0	051	051	05	1	3.4	3	1	3	3.44827586206897	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171110023000	http://www.khmertimeskh.com/5089966/aeon-fair-window-japan/
705547395	20161110	201611	2016	2016.8493	KHM	CAMBODIA	KHM								CHN	CHINA	CHN								1	061	061	06	2	6.4	5	1	5	-2.08333333333334	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171110023000	https://aecnewstoday.com/2017/cambodia-morning-news-for-november-10/
705547396	20161110	201611	2016	2016.8493	KHM	CAMBODIA	KHM								KHMGOV	CAMBODIAN	KHM					GOV			1	043	043	04	1	2.8	3	1	3	-2.08333333333334	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171110023000	https://aecnewstoday.com/2017/cambodia-morning-news-for-november-10/
705547397	20161110	201611	2016	2016.8493	KHMGOV	CAMBODIAN	KHM					GOV			KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	3	1	3	-2.08333333333334	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171110023000	https://aecnewstoday.com/2017/cambodia-morning-news-for-november-10/
705547398	20161110	201611	2016	2016.8493	MED	MEDIA						MED			USAGOV	HILLARY CLINTON	USA					GOV			1	111	111	11	3	-2.0	2	1	2	-6.45161290322581	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171110023000	http://www.coast1009.com/national-news/russia-twitter-trolls-deflected-trump-bad-news/
705547399	20161110	201611	2016	2016.8493	MIL	MARINES						MIL			IRQ	IRAQ	IRQ								1	112	112	11	3	-2.0	10	1	10	-9.771986970684	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171110023000	http://www.dailymail.co.uk/wires/ap/article-5066553/The-Latest-Jury-takes-Marine-drill-instructor-abuse-case.html
705547400	20161110	201611	2016	2016.8493	PAK	PAKISTAN	PAK																		0	051	051	05	1	3.4	1	1	1	0.79239302694136	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	0								4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	20171110023000	https://www.dawn.com/news/1369503/ahmed-raza-khan-pioneered-two-nation-theory-conference-told
705547401	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	-2.57611241217799	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171110023000	https://www.nbcnews.com/politics/politics-news/trump-source-explains-why-gop-losses-not-referendum-president-n819071?cid=public-rss_20171110
705547402	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		1	110	110	11	3	-2.0	2	1	2	2.45098039215687	3	Rapid City, South Dakota, United States	US	USSD	SD103	44.0805	-103.231	1265333	0								3	Rapid City, South Dakota, United States	US	USSD		44.0805	-103.231	1265333	20171110023000	http://rapidcityjournal.com/news/giving-local-veterans-a-helping-hand/article_365dea9b-8f87-5d42-b5ad-d633f17bc6c0.html
705547403	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	110	110	11	3	-2.0	2	1	2	0.12224938875306	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171110023000	https://www.dawn.com/news/1369535
705547404	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	110	110	11	3	-2.0	2	1	2	0.12224938875306	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171110023000	https://www.dawn.com/news/1369535
705547405	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								VNM	VIETNAM	VNM								0	057	057	05	1	8.0	1	1	1	-3.61663652802893	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Danang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110023000	https://www.nytimes.com/2017/11/09/world/asia/trump-apec-danang-vietnam-china.html
705547406	20161110	201611	2016	2016.8493	USAGOV	THE WHITE HOUSE	USA					GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-2.57611241217799	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171110023000	https://www.nbcnews.com/politics/politics-news/trump-source-explains-why-gop-losses-not-referendum-president-n819071?cid=public-rss_20171110
705547407	20161110	201611	2016	2016.8493	USAGOVMEDASA	RADIO FREE ASIA	USA					GOV	MED		VNM	VIETNAMESE	VNM								1	120	120	12	3	-4.0	4	1	4	-2.08333333333334	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171110023000	https://aecnewstoday.com/2017/cambodia-morning-news-for-november-10/
705547408	20161110	201611	2016	2016.8493	USAGOVMEDASA	RADIO FREE ASIA	USA					GOV	MED		VNMCVL	VIETNAMESE	VNM					CVL			1	120	120	12	3	-4.0	1	1	1	-2.08333333333334	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171110023000	https://aecnewstoday.com/2017/cambodia-morning-news-for-november-10/
