704622050	20071110	200711	2007	2007.8493	USA	NEBRASKA	USA																		0	061	061	06	2	6.4	1	1	1	0.8298755186722	1	China	CH	CH		35	105	CH	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20171107114500	http://www.chinadaily.com.cn/business/2017-11/07/content_34236929.htm
704622051	20161107	201611	2016	2016.8411	BUS	BANK						BUS													1	013	013	01	1	0.4	6	1	6	6.82539682539683	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20171107114500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=166213:Applications-open-for-second-Annual-Digital-Skills-Academy-and-Brainstorm-Digital-Talent-Bursary
704622052	20161107	201611	2016	2016.8411	BUS	BANK						BUS			AFR	AFRICA	AFR								1	013	013	01	1	0.4	4	1	4	6.82539682539683	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171107114500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=166213:Applications-open-for-second-Annual-Digital-Skills-Academy-and-Brainstorm-Digital-Talent-Bursary
704622053	20161107	201611	2016	2016.8411	BUS	COMPANY						BUS			EDU	STUDENT						EDU			1	043	043	04	1	2.8	5	1	5	6.72645739910314	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171107114500	http://www.zawya.com/story/ALARGAN_renews_partnership_with_nonprofit_youth_education_organization_INJAZ-ZAWYA20171107102529/
704622054	20161107	201611	2016	2016.8411	BWA	BOTSWANA	BWA								MED	BLOG						MED			1	043	043	04	1	2.8	12	2	12	-0.310374149659865	1	Botswana	BC	BC		-22	24	BC	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20171107114500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-07-AF--Kenya-Male%20Lions%20Bonding/id-747b8fd301bb4263af1264c52afbf9c2
704622055	20161107	201611	2016	2016.8411	BWA	BOTSWANA	BWA								MED	BLOG						MED			1	043	043	04	1	2.8	8	2	8	-0.310374149659865	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20171107114500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-07-AF--Kenya-Male%20Lions%20Bonding/id-747b8fd301bb4263af1264c52afbf9c2
704622056	20161107	201611	2016	2016.8411	EDU	STUDENT						EDU			BUS	COMPANY						BUS			1	042	042	04	1	1.9	5	1	5	6.72645739910314	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171107114500	http://www.zawya.com/story/ALARGAN_renews_partnership_with_nonprofit_youth_education_organization_INJAZ-ZAWYA20171107102529/
704622057	20161107	201611	2016	2016.8411	IND	KOLKATA	IND								INDGOV	MAMATA BANERJEE	IND					GOV			1	172	172	17	4	-5.0	6	1	6	-7.57825370675453	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20171107114500	https://www.indiablooms.com/ibns_new/news-details/N/35586/demonetisation-is-a-big-scam-mamata-banerjee.html
704622058	20161107	201611	2016	2016.8411	INDGOV	WEST BENGAL	IND					GOV			INDGOV	MAMATA BANERJEE	IND					GOV			1	172	172	17	4	-5.0	4	1	4	-7.57825370675453	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20171107114500	https://www.indiablooms.com/ibns_new/news-details/N/35586/demonetisation-is-a-big-scam-mamata-banerjee.html
704622059	20161107	201611	2016	2016.8411	KEN	KENYAN	KEN								BUS	INVESTOR						BUS			0	070	070	07	2	7.0	10	1	10	0	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171107114500	https://www.africa.com/report-sustainable-energy-for-all/
704622060	20161107	201611	2016	2016.8411	MED	BLOG						MED													1	010	010	01	1	0.0	20	2	20	-0.310374149659865	1	Namibia	WA	WA		-22	17	WA	0								1	Botswana	BC	BC		-22	24	BC	20171107114500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-07-AF--Kenya-Male%20Lions%20Bonding/id-747b8fd301bb4263af1264c52afbf9c2
704622061	20161107	201611	2016	2016.8411	MED	BLOG						MED			BWA	BOTSWANA	BWA								1	042	042	04	1	1.9	12	2	12	-0.310374149659865	1	Namibia	WA	WA		-22	17	WA	1	Botswana	BC	BC		-22	24	BC	1	Namibia	WA	WA		-22	17	WA	20171107114500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-07-AF--Kenya-Male%20Lions%20Bonding/id-747b8fd301bb4263af1264c52afbf9c2
704622062	20161107	201611	2016	2016.8411	MED	BLOG						MED			BWA	BOTSWANA	BWA								1	042	042	04	1	1.9	8	2	8	-0.310374149659865	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20171107114500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-07-AF--Kenya-Male%20Lions%20Bonding/id-747b8fd301bb4263af1264c52afbf9c2
704622063	20161107	201611	2016	2016.8411	MIL	MILITARY						MIL													0	0331	033	03	1	5.2	10	1	10	-1.47965474722565	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171107114500	http://www.theprovince.com/business/military+procurement+turned+corner+official/15560620/story.html
704622064	20161107	201611	2016	2016.8411	MNCCANMED	THOMSON REUTERS	CAN					MNC	MED		USA	UNITED STATES	USA								1	013	013	01	1	0.4	5	1	5	1.79445350734095	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171107114500	http://uk.reuters.com/article/uk-toyota-results/toyota-forecasts-tough-outlook-for-u-s-sales-yen-boost-to-overall-profit-idUKKBN1D70NX
704622065	20161107	201611	2016	2016.8411	MNCCANMED	THOMSON REUTERS	CAN					MNC	MED		USA	UNITED STATES	USA								1	036	036	03	1	4.0	5	1	5	1.79445350734095	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171107114500	http://uk.reuters.com/article/uk-toyota-results/toyota-forecasts-tough-outlook-for-u-s-sales-yen-boost-to-overall-profit-idUKKBN1D70NX
704622066	20161107	201611	2016	2016.8411	REL	ABBOT									MIL	REGIMENT						MIL			1	060	060	06	2	6.0	5	1	5	0.97560975609756	0								0								0								20171107114500	http://www.eadt.co.uk/news/mother-of-corrie-mckeague-backs-charity-ball-for-amazing-search-volunteers-1-5268674
704622067	20161107	201611	2016	2016.8411	REL	ABBOT									MIL	REGIMENT						MIL			1	070	070	07	2	7.0	5	1	5	0.97560975609756	0								0								0								20171107114500	http://www.eadt.co.uk/news/mother-of-corrie-mckeague-backs-charity-ball-for-amazing-search-volunteers-1-5268674
704622068	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA								MNCCANMED	THOMSON REUTERS	CAN					MNC	MED		1	036	036	03	1	4.0	5	1	5	1.79445350734095	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171107114500	http://uk.reuters.com/article/uk-toyota-results/toyota-forecasts-tough-outlook-for-u-s-sales-yen-boost-to-overall-profit-idUKKBN1D70NX
704622069	20171008	201710	2017	2017.7616	GOV	GOVERNMENT						GOV			IRQ	KIRKUK	IRQ								1	192	192	19	4	-9.5	2	1	2	-3.73563218390805	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171107114500	http://gulfnews.com/news/mena/iraq/iraq-to-cut-kurdistan-share-in-federal-budget-1.2120305
704622070	20171008	201710	2017	2017.7616	GOV	GOVERNMENT						GOV			MIL	MILITARY						MIL			1	190	190	19	4	-10.0	2	1	2	-3.73563218390805	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171107114500	http://gulfnews.com/news/mena/iraq/iraq-to-cut-kurdistan-share-in-federal-budget-1.2120305
704622071	20171008	201710	2017	2017.7616	GOV	PRESIDENT						GOV			USAGOV	BARACK OBAMA	USA					GOV			1	120	120	12	3	-4.0	16	3	16	-1.54896801474266	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171107114500	http://www.reuters.com/article/us-iran-europe/iran-urges-europe-to-push-business-ties-as-u-s-brings-nuclear-deal-into-doubt-idUSKBN1D70V1
704622072	20171008	201710	2017	2017.7616	JUD	JUDGE						JUD			BUS	BUSINESS						BUS			1	173	173	17	4	-5.0	10	1	10	8.19672131147541	0								0								0								20171107114500	https://www.thespiritsbusiness.com/2017/11/the-top-10-best-value-for-money-liqueurs/
704622073	20171008	201710	2017	2017.7616	RUSGOV	RUSSIA	RUS					GOV			USAGOV	BARACK OBAMA	USA					GOV			1	120	120	12	3	-4.0	4	3	4	-1.54896801474266	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171107114500	http://www.reuters.com/article/us-iran-europe/iran-urges-europe-to-push-business-ties-as-u-s-brings-nuclear-deal-into-doubt-idUSKBN1D70V1
704622074	20171031	201710	2017	2017.8247											PAK	PAKISTAN	PAK								1	042	042	04	1	1.9	1	1	1	-2.00286123032904	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171107114500	http://indiatoday.intoday.in/story/india-iran-sea-route-afghanistan-chabahar-port/1/1084207.html
704622075	20171031	201710	2017	2017.8247											PAK	PAKISTAN	PAK								1	042	042	04	1	1.9	1	1	1	-2.00286123032904	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Chabahar, Sistan va Baluchestan, Iran	IR	IR04	40918	25.2919	60.643	-3055106	20171107114500	http://indiatoday.intoday.in/story/india-iran-sea-route-afghanistan-chabahar-port/1/1084207.html
704622076	20171031	201710	2017	2017.8247											SPY	INTELLIGENCE						SPY			1	046	046	04	1	7.0	3	1	3	-1.14176974310181	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107114500	http://www.mydaytondailynews.com/news/trump-adviser-sent-email-describing-private-conversation-with-russian-official/fQchLwaAtiWAiMDm5jTGtO/
