703630583	20071106	200711	2007	2007.8384	GOV	GOVERNMENT						GOV			COLREB	FARC	COL					REB			1	170	170	17	4	-7.0	10	1	10	-2.25563909774436	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171103143000	http://todaycolombia.com/oil-groups-tussle-for-colombia-licences/
703630584	20161103	201611	2016	2016.8301											USA	THE US	USA								0	036	036	03	1	4.0	10	1	10	0.462962962962964	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103143000	https://economictimes.indiatimes.com/news/defence/india-us-officials-vow-to-boost-cooperation-in-aircraft-carrier-tech/articleshow/61492506.cms
703630585	20161103	201611	2016	2016.8301											USA	THE US	USA								0	040	040	04	1	1.0	10	1	10	0.462962962962964	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103143000	https://economictimes.indiatimes.com/news/defence/india-us-officials-vow-to-boost-cooperation-in-aircraft-carrier-tech/articleshow/61492506.cms
703630586	20161103	201611	2016	2016.8301	AFGOPP	AFGHANISTAN	AFG					OPP													1	1121	112	11	3	-2.0	5	1	5	-10.15625	4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	0								4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	20171103143000	http://www.570news.com/2017/11/03/international-court-to-seek-afghanistan-war-crimes-probe/
703630587	20161103	201611	2016	2016.8301	BUS	AIRLINE						BUS													1	036	036	03	1	4.0	10	1	10	-1.92307692307692	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171103143000	http://www.thehindu.com/business/Industry/airasia-indias-passenger-traffic-nearly-doubles/article19976549.ece
703630588	20161103	201611	2016	2016.8301	TWN	TAIWAN	TWN								DEU	DEUTSCHE	DEU								1	010	010	01	1	0.0	2	1	2	-0.98039215686275	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171103143000	https://www.msn.com/en-za/news/other/in-asia-donald-trump-must-act-as-us-explainer-in-chief/ar-AAuoXL3
703630589	20161103	201611	2016	2016.8301	TWN	TAIWAN	TWN								DEU	DEUTSCHE	DEU								1	010	010	01	1	0.0	2	1	2	-0.98039215686275	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171103143000	https://www.msn.com/en-za/news/other/in-asia-donald-trump-must-act-as-us-explainer-in-chief/ar-AAuoXL3
703630590	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	4	1	4	-4.32098765432099	4	Los Muertos, San Luis PotosíX, Mexico	MX	MX24	20887	23.6	-101.25	-3858730	0								4	Los Muertos, San Luis PotosíX, Mexico	MX	MX24	20887	23.6	-101.25	-3858730	20171103143000	https://khn.org/morning-breakout/experts-agree-opioid-prescribing-patterns-are-moving-in-right-direction-but-suggest-more-that-can-be-done/
703630591	20161103	201611	2016	2016.8301	USA	THE US	USA																		0	040	040	04	1	1.0	10	1	10	0.462962962962964	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103143000	https://economictimes.indiatimes.com/news/defence/india-us-officials-vow-to-boost-cooperation-in-aircraft-carrier-tech/articleshow/61492506.cms
703630592	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA																		1	110	110	11	3	-2.0	4	1	4	3.16831683168316	1	United States	US	US		39.828175	-98.5795	US	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171103143000	http://hudsonreporter.com/pages/full_story/push?article-Last-minute+candidate+endorsements+in+Hoboken%20&id=27502801&instance=top_story
703630593	20161103	201611	2016	2016.8301	USACVL	AMERICAN	USA					CVL													0	020	020	02	1	3.0	6	1	6	0.42826552462527	2	Montana, United States	US	USMT		46.9048	-110.326	MT	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	20171103143000	https://www.dairyherd.com/article/murphy-deer-spotlight
703630594	20171004	201710	2017	2017.7507											CHE	SWISS	CHE								1	0874	087	08	2	10.0	10	1	10	-4.92957746478873	0								1	Serbia	RI	RI		44	21	RI	1	Serbia	RI	RI		44	21	RI	20171103143000	https://www.aninews.in/news/nadal-allays-injury-concerns-says-fit-for-atp-finals201711031912030002/
703630595	20171004	201710	2017	2017.7507	CHN	CHINA	CHN								USA	AMERICAN	USA								0	060	060	06	2	6.0	1	1	1	-3.95421436004162	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171103143000	https://www.washingtonpost.com/national/2017/11/03/why-the-fight-against-opioid-abuse-is-happening-at-the-post-office/
