704883356	20071111	200711	2007	2007.8521											EDU	SCHOOL						EDU			1	051	051	05	1	3.4	5	1	5	-1.54109589041096	0								1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20171108051500	https://reliefweb.int/report/myanmar/non-formal-education-only-second-chance-many-working-children
704883357	20071111	200711	2007	2007.8521											EDU	SCHOOL						EDU			1	080	080	08	2	5.0	5	1	5	-1.54109589041096	0								1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20171108051500	https://reliefweb.int/report/myanmar/non-formal-education-only-second-chance-many-working-children
704883358	20071111	200711	2007	2007.8521	EDU	SCHOOL						EDU													1	051	051	05	1	3.4	3	1	3	-1.54109589041096	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20171108051500	https://reliefweb.int/report/myanmar/non-formal-education-only-second-chance-many-working-children
704883359	20071111	200711	2007	2007.8521	EDU	SCHOOL						EDU													1	080	080	08	2	5.0	3	1	3	-1.54109589041096	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20171108051500	https://reliefweb.int/report/myanmar/non-formal-education-only-second-chance-many-working-children
704883360	20071111	200711	2007	2007.8521	EDU	SCHOOL						EDU			THA	THAILAND	THA								1	051	051	05	1	3.4	2	1	2	-1.54109589041096	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20171108051500	https://reliefweb.int/report/myanmar/non-formal-education-only-second-chance-many-working-children
704883361	20071111	200711	2007	2007.8521	EDU	SCHOOL						EDU			THA	THAILAND	THA								1	080	080	08	2	5.0	2	1	2	-1.54109589041096	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20171108051500	https://reliefweb.int/report/myanmar/non-formal-education-only-second-chance-many-working-children
704883362	20161108	201611	2016	2016.8438											CYP	CYPRUS	CYP								1	042	042	04	1	1.9	1	1	1	1.75438596491228	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108051500	http://famagusta-gazette.com/cyprus-at-the-world-travel-market-with-over-exhibitors-p42552-69.htm
704883363	20161108	201611	2016	2016.8438	AFGINSTALREB	TALIBAN	AFG	TAL				INS	REB		MED	TELEVISION						MED			0	1831	183	18	4	-10.0	10	1	10	-8.9974293059126	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	20171108051500	http://www.khmertimeskh.com/5089620/islamic-state-claims-attack-kabul-tv-station/
704883364	20161108	201611	2016	2016.8438	CYP	CYPRUS	CYP																		1	043	043	04	1	2.8	4	1	4	1.75438596491228	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108051500	http://famagusta-gazette.com/cyprus-at-the-world-travel-market-with-over-exhibitors-p42552-69.htm
704883365	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								HLH	HOSPITAL						HLH			1	051	051	05	1	3.4	1	1	1	-3.51437699680511	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171108051500	http://www.careappointments.co.uk/care-news/scotland/item/42814-latest-figures-show-bed-blocking-in-scotland-down-from-2016
704883366	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV													0	083	083	08	2	5.0	5	1	5	-2.44755244755245	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171108051500	https://timesofindia.indiatimes.com/business/international-business/preview-sri-lanka-budget-likely-to-target-exports-fiscal-consolidation/articleshow/61556666.cms
704883367	20161108	201611	2016	2016.8438	IGOBUSOPC	OPEC		OPC				IGO	BUS												1	010	010	01	1	0.0	5	1	5	-6.62650602409639	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108051500	https://mrtopstep.com/saudi-and-iran-are-divided-by-the-sword-not-opec/
704883368	20161108	201611	2016	2016.8438	IRQ	BAGHDAD	IRQ								IRQMIL	IRAQ	IRQ					MIL			1	081	081	08	2	5.0	2	1	2	-2.5	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171108051500	http://www.breitbart.com/national-security/2017/11/07/kurdish-leader-kurds-revising-ties-u-s-trump-refused-support/
704883369	20161108	201611	2016	2016.8438	IRQGOV	IRAQ	IRQ					GOV			IRQ	IRAQI	IRQ								1	081	081	08	2	5.0	2	1	2	-2.5	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171108051500	http://www.breitbart.com/national-security/2017/11/07/kurdish-leader-kurds-revising-ties-u-s-trump-refused-support/
