703875541	20161104	201611	2016	2016.8329											GBR	UNITED KINGDOM	GBR								0	015	015	01	1	0.0	6	1	6	-0.40080160320641	0								4	Cheadle Hulme, Stockport, United Kingdom	UK	UKN2	40111	53.3667	-2.18333	-2592315	4	Cheadle Hulme, Stockport, United Kingdom	UK	UKN2	40111	53.3667	-2.18333	-2592315	20171104120000	http://www.manchestereveningnews.co.uk/news/greater-manchester-news/learning-love-him-over-again-13856087
703875542	20161104	201611	2016	2016.8329											GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	4	1	4	-0.40080160320641	0								4	Cheadle Hulme, Stockport, United Kingdom	UK	UKN2	40111	53.3667	-2.18333	-2592315	4	Cheadle Hulme, Stockport, United Kingdom	UK	UKN2	40111	53.3667	-2.18333	-2592315	20171104120000	http://www.manchestereveningnews.co.uk/news/greater-manchester-news/learning-love-him-over-again-13856087
703875543	20161104	201611	2016	2016.8329											GBR	UNITED KINGDOM	GBR								0	180	180	18	4	-9.0	6	1	6	-0.40080160320641	0								4	Cheadle Hulme, Stockport, United Kingdom	UK	UKN2	40111	53.3667	-2.18333	-2592315	4	Cheadle Hulme, Stockport, United Kingdom	UK	UKN2	40111	53.3667	-2.18333	-2592315	20171104120000	http://www.manchestereveningnews.co.uk/news/greater-manchester-news/learning-love-him-over-again-13856087
703875544	20161104	201611	2016	2016.8329											USA	UNITED STATES	USA								1	060	060	06	2	6.0	1	1	1	0	0								3	Comanche County, Texas, United States	US	USTX		31.9501	-98.567	1383832	3	Comanche County, Texas, United States	US	USTX		31.9501	-98.567	1383832	20171104120000	http://swoknews.com/local/pig-sales-will-take-place-today
703875545	20161104	201611	2016	2016.8329											USA	UNITED STATES	USA								1	060	060	06	2	6.0	1	1	1	0	0								3	Comanche County, Texas, United States	US	USTX		31.9501	-98.567	1383832	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171104120000	http://swoknews.com/local/pig-sales-will-take-place-today
703875546	20161104	201611	2016	2016.8329	GBR	UNITED KINGDOM	GBR								PAK	PAKISTAN	PAK								1	040	040	04	1	1.0	2	1	2	2.33644859813084	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171104120000	https://dailytimes.com.pk/134420/cm-shehbaz-pm-abbasi-met-london-discuss-pakistans-pressing-political-issues/
703875547	20161104	201611	2016	2016.8329	GOV	GOVERNMENT						GOV			IND	TRIPURA	IND								1	154	154	15	4	-7.2	5	1	5	-5.88235294117647	0								0								0								20171104120000	http://www.centralchronicle.com/bjp-central-observer-finds-lf-responsible-for-unrest-in-tripura.html
703875548	20161104	201611	2016	2016.8329	MOS	MUSLIM				MOS					PAK	PAKISTAN	PAK								1	040	040	04	1	1.0	2	1	2	2.33644859813084	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171104120000	https://dailytimes.com.pk/134420/cm-shehbaz-pm-abbasi-met-london-discuss-pakistans-pressing-political-issues/
703875549	20161104	201611	2016	2016.8329	MOS	MUSLIM				MOS					PAK	PAKISTAN	PAK								1	040	040	04	1	1.0	6	1	6	2.33644859813084	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171104120000	https://dailytimes.com.pk/134420/cm-shehbaz-pm-abbasi-met-london-discuss-pakistans-pressing-political-issues/
703875550	20161104	201611	2016	2016.8329	OPP	PRISONER						OPP			CVL	POPULATION						CVL			0	180	180	18	4	-9.0	10	1	10	-8.27586206896553	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171104120000	https://www.thecourier.co.uk/news/scotland/538789/prison-officers-praised-as-scottish-jails-see-low-rate-of-serious-assaults/
