704544110	20161107	201611	2016	2016.8411	AUS	SYDNEY	AUS																		1	017	017	01	1	0.0	10	1	10	-3.81165919282512	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171107061500	http://www.weeklytimes.com.au/in-memory-of-those-who-died-in-armed-conflicts/
704544111	20161107	201611	2016	2016.8411	CAN	CANADIAN	CAN								CANLAB	CANADA	CAN					LAB			1	1043	104	10	3	-5.0	2	1	2	-1.64512338425382	4	Prince Edward Island, Prince Edward Island, Canada	CA	CA09	12692	46.3333	-63.5	-571727	4	Prince Edward Island, Prince Edward Island, Canada	CA	CA09	12692	46.3333	-63.5	-571727	4	Prince Edward Island, Prince Edward Island, Canada	CA	CA09	12692	46.3333	-63.5	-571727	20171107061500	https://www.workerscompensation.com/news_read.php?id=27805
704544112	20161107	201611	2016	2016.8411	CANLAB	CANADIAN	CAN					LAB													1	1043	104	10	3	-5.0	3	1	3	-1.64512338425382	4	Prince Edward Island, Prince Edward Island, Canada	CA	CA09	12692	46.3333	-63.5	-571727	0								4	Prince Edward Island, Prince Edward Island, Canada	CA	CA09	12692	46.3333	-63.5	-571727	20171107061500	https://www.workerscompensation.com/news_read.php?id=27805
704544113	20161107	201611	2016	2016.8411	EDU	SCHOOL						EDU			JEW	JEWISH				JEW					1	014	014	01	1	0.0	6	1	6	1.08695652173913	3	Ocean City, New Jersey, United States	US	USNJ	NJ009	39.2776	-74.5746	878936	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Ocean City, New Jersey, United States	US	USNJ		39.2776	-74.5746	878936	20171107061500	https://www.vosizneias.com/284109/2017/11/06/towson-md-officials-weigh-keeping-schools-open-on-jewish-holidays/
704544114	20161107	201611	2016	2016.8411	EDU	SCHOOL						EDU			JEW	JEWISH				JEW					1	014	014	01	1	0.0	4	1	4	1.08695652173913	3	Ocean City, New Jersey, United States	US	USNJ	NJ009	39.2776	-74.5746	878936	3	Ocean City, New Jersey, United States	US	USNJ		39.2776	-74.5746	878936	3	Ocean City, New Jersey, United States	US	USNJ		39.2776	-74.5746	878936	20171107061500	https://www.vosizneias.com/284109/2017/11/06/towson-md-officials-weigh-keeping-schools-open-on-jewish-holidays/
704544115	20161107	201611	2016	2016.8411	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			1	057	057	05	1	8.0	1	1	1	1.27551020408163	4	Varuna, India (general), India	IN	IN00	70262	25.35	83.05	-2114244	4	Varuna, India (general), India	IN	IN00	70262	25.35	83.05	-2114244	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	20171107061500	http://www.dailyexcelsior.com/navy-chief-france-hold-talks-top-military-brass/
704544116	20161107	201611	2016	2016.8411	FRAGOV	FRANCE	FRA					GOV			FRA	FRENCH	FRA								1	057	057	05	1	8.0	1	1	1	1.27551020408163	4	Varuna, India (general), India	IN	IN00	70262	25.35	83.05	-2114244	4	Varuna, India (general), India	IN	IN00	70262	25.35	83.05	-2114244	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	20171107061500	http://www.dailyexcelsior.com/navy-chief-france-hold-talks-top-military-brass/
704544117	20161107	201611	2016	2016.8411	JPN	JAPAN	JPN								COP	POLICE						COP			1	173	173	17	4	-5.0	4	1	4	-11.7647058823529	5	Gunma, Gumma, Japan	JA	JA10	34057	36.5075	138.982	-228029	5	Gunma, Gumma, Japan	JA	JA10	34057	36.5075	138.982	-228029	5	Gunma, Gumma, Japan	JA	JA10	34057	36.5075	138.982	-228029	20171107061500	http://www.tokyoreporter.com/2017/11/07/saitama-cops-arrest-man-suspected-sexual-assaults-of-school-girls/
704544118	20161107	201611	2016	2016.8411	JPN	JAPAN	JPN								COP	POLICE						COP			1	173	173	17	4	-5.0	2	1	2	-11.7647058823529	4	Kawagoe, Saitama, Japan	JA	JA34	35967	35.9086	139.485	-233010	4	Kawagoe, Saitama, Japan	JA	JA34	35967	35.9086	139.485	-233010	4	Kawagoe, Saitama, Japan	JA	JA34	35967	35.9086	139.485	-233010	20171107061500	http://www.tokyoreporter.com/2017/11/07/saitama-cops-arrest-man-suspected-sexual-assaults-of-school-girls/
704544119	20161107	201611	2016	2016.8411	JPN	SAITAMA	JPN								COP	POLICE						COP			1	173	173	17	4	-5.0	4	1	4	-11.7647058823529	4	Saitama, Saitama, Japan	JA	JA34	35988	35.8955	139.677	10274344	4	Kawagoe, Saitama, Japan	JA	JA34	35967	35.9086	139.485	-233010	4	Kawagoe, Saitama, Japan	JA	JA34	35967	35.9086	139.485	-233010	20171107061500	http://www.tokyoreporter.com/2017/11/07/saitama-cops-arrest-man-suspected-sexual-assaults-of-school-girls/
