704512102	20161107	201611	2016	2016.8411											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	4	1	4	1.6564952048823	0								3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	20171107031500	http://montanan.umt.edu/issues/fall-2017/osprey/default.php
704512103	20161107	201611	2016	2016.8411											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	1	1	1	1.6564952048823	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	3	Flint Creek, Montana, United States	US	USMT		46.1066	-112.805	783541	20171107031500	http://montanan.umt.edu/issues/fall-2017/osprey/default.php
704512104	20161107	201611	2016	2016.8411	AFG	AFGHANISTAN	AFG								MIL	ARMY						MIL			0	040	040	04	1	1.0	1	1	1	-1.30452507134122	1	Afghanistan	AF	AF		33	66	AF	3	Army War College, District of Columbia, United States	US	USDC		38.8634	-77.0169	531541	3	Army War College, District of Columbia, United States	US	USDC		38.8634	-77.0169	531541	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
704512105	20161107	201611	2016	2016.8411	CVL	COMMUNITY						CVL													0	043	043	04	1	2.8	4	1	4	1.6564952048823	3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	0								3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	20171107031500	http://montanan.umt.edu/issues/fall-2017/osprey/default.php
704512106	20161107	201611	2016	2016.8411	CVL	COMMUNITY						CVL													0	043	043	04	1	2.8	1	1	1	1.6564952048823	2	Montana, United States	US	USMT		46.9048	-110.326	MT	0								3	Flint Creek, Montana, United States	US	USMT		46.1066	-112.805	783541	20171107031500	http://montanan.umt.edu/issues/fall-2017/osprey/default.php
704512107	20161107	201611	2016	2016.8411	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-1.30452507134122	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
704512108	20161107	201611	2016	2016.8411	EDU	UNIVERSITY						EDU			USA	WASHINGTON	USA								0	042	042	04	1	1.9	2	1	2	-1.30452507134122	3	National Defense University, District of Columbia, United States	US	USDC	DC001	38.8723	-77.0164	531343	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	National Defense University, District of Columbia, United States	US	USDC		38.8723	-77.0164	531343	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
704512109	20161107	201611	2016	2016.8411	ELI	RETIRED						ELI			USA	WASHINGTON	USA								0	042	042	04	1	1.9	1	1	1	-1.30452507134122	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
704512110	20161107	201611	2016	2016.8411	ELI	RETIRED						ELI			USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-1.30452507134122	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	National Defense University, District of Columbia, United States	US	USDC		38.8723	-77.0164	531343	3	National Defense University, District of Columbia, United States	US	USDC		38.8723	-77.0164	531343	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
704512111	20161107	201611	2016	2016.8411	ELI	RETIRED						ELI			USA	WASHINGTON	USA								0	042	042	04	1	1.9	3	1	3	-1.30452507134122	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	National Defense University, District of Columbia, United States	US	USDC		38.8723	-77.0164	531343	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
704512112	20161107	201611	2016	2016.8411	EUR	EUROPEAN	EUR								KOR	SEOUL	KOR								0	010	010	01	1	0.0	1	1	1	3.27332242225859	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171107031500	https://www.thefifthestate.com.au/urbanism/climate-change-news/bonn-germany-this-week-where-the-job-of-saving-the-planet-continues/96701
704512113	20161107	201611	2016	2016.8411	EUR	EUROPEAN	EUR								KOR	SEOUL	KOR								0	010	010	01	1	0.0	7	1	7	3.27332242225859	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107031500	https://www.thefifthestate.com.au/urbanism/climate-change-news/bonn-germany-this-week-where-the-job-of-saving-the-planet-continues/96701
704512114	20161107	201611	2016	2016.8411	EUR	EUROPEAN	EUR								KOR	SEOUL	KOR								0	040	040	04	1	1.0	8	1	8	3.27332242225859	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107031500	https://www.thefifthestate.com.au/urbanism/climate-change-news/bonn-germany-this-week-where-the-job-of-saving-the-planet-continues/96701
704512115	20161107	201611	2016	2016.8411	GOV	PRIME MINISTER						GOV			INDGOV	BIHAR	IND					GOV			0	051	051	05	1	3.4	10	1	10	-2.90322580645162	0								0								0								20171107031500	http://www.dnaindia.com/mumbai/report-min-apologises-for-sexist-remark-2558188
704512116	20161107	201611	2016	2016.8411	IRQ	IRAQ	IRQ								MIL	ARMY						MIL			0	040	040	04	1	1.0	1	1	1	-1.30452507134122	1	Iraq	IZ	IZ		33	44	IZ	3	Army War College, District of Columbia, United States	US	USDC		38.8634	-77.0169	531541	3	Army War College, District of Columbia, United States	US	USDC		38.8634	-77.0169	531541	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
704512117	20161107	201611	2016	2016.8411	KOR	SEOUL	KOR								EUR	EUROPEAN	EUR								0	040	040	04	1	1.0	8	1	8	3.27332242225859	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107031500	https://www.thefifthestate.com.au/urbanism/climate-change-news/bonn-germany-this-week-where-the-job-of-saving-the-planet-continues/96701
704512118	20161107	201611	2016	2016.8411	MIL	ARMY						MIL			AFG	AFGHANISTAN	AFG								0	040	040	04	1	1.0	1	1	1	-1.30452507134122	3	Army War College, District of Columbia, United States	US	USDC	DC001	38.8634	-77.0169	531541	1	Afghanistan	AF	AF		33	66	AF	3	Army War College, District of Columbia, United States	US	USDC		38.8634	-77.0169	531541	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
704512119	20161107	201611	2016	2016.8411	MIL	ARMY						MIL			IRQ	IRAQ	IRQ								0	040	040	04	1	1.0	1	1	1	-1.30452507134122	3	Army War College, District of Columbia, United States	US	USDC	DC001	38.8634	-77.0169	531541	1	Iraq	IZ	IZ		33	44	IZ	3	Army War College, District of Columbia, United States	US	USDC		38.8634	-77.0169	531541	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
704512120	20161107	201611	2016	2016.8411	MIL	MILITARY						MIL			USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	-1.30452507134122	3	Army War College, District of Columbia, United States	US	USDC	DC001	38.8634	-77.0169	531541	3	Army War College, District of Columbia, United States	US	USDC		38.8634	-77.0169	531541	3	Army War College, District of Columbia, United States	US	USDC		38.8634	-77.0169	531541	20171107031500	http://www.theamericanconservative.com/articles/u-s-commandos-training-right-on-russias-doorstep/
