704376109	20161106	201611	2016	2016.8384											BUS	PRODUCER						BUS			1	057	057	05	1	8.0	2	1	2	-3.67695338148392	0								4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	20171106170000	https://www.nytimes.com/2017/11/06/world/europe/salmon-norway-fish-farms.html
704376110	20161106	201611	2016	2016.8384											BUS	PRODUCER						BUS			1	057	057	05	1	8.0	3	1	3	-3.67695338148392	0								1	India	IN	IN		20	77	IN	1	Chile	CI	CI		-30	-71	CI	20171106170000	https://www.nytimes.com/2017/11/06/world/europe/salmon-norway-fish-farms.html
704376111	20161106	201611	2016	2016.8384											FRA	FRANCE	FRA								0	043	043	04	1	2.8	3	1	3	5.68561872909699	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106170000	http://www.halesowennews.co.uk/news/15643052.Oldbury_supermarket_rallies_to_support_the_Royal_British_Legion_s_Poppy_Appeal/
704376112	20161106	201611	2016	2016.8384											NMR	NORTH AMERICA	NMR								0	014	014	01	1	0.0	2	1	2	1.18483412322275	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171106170000	http://www.4-traders.com/INTERNATIONAL-CONSOLIDATE-7233512/news/International-Consolidated-Airlines-Wow-Air-chief-to-weigh-up-potential-IPO-25449189/
704376113	20161106	201611	2016	2016.8384											USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-0.25935531678399	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20171106170000	https://www.adn.com/nation-world/2017/11/06/u-s-commerce-secretary-profited-handsomely-from-a-shipping-company-with-ties-to-putins-family/
704376114	20161106	201611	2016	2016.8384	BUS	PRODUCER						BUS													1	057	057	05	1	8.0	5	1	5	-3.67695338148392	4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	0								4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	20171106170000	https://www.nytimes.com/2017/11/06/world/europe/salmon-norway-fish-farms.html
704376115	20161106	201611	2016	2016.8384	FRA	FRANCE	FRA																		0	042	042	04	1	1.9	3	1	3	5.68561872909699	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171106170000	http://www.halesowennews.co.uk/news/15643052.Oldbury_supermarket_rallies_to_support_the_Royal_British_Legion_s_Poppy_Appeal/
704376116	20161106	201611	2016	2016.8384	FRA	FRANCE	FRA								GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	1	1	1	5.68561872909699	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106170000	http://www.halesowennews.co.uk/news/15643052.Oldbury_supermarket_rallies_to_support_the_Royal_British_Legion_s_Poppy_Appeal/
704376117	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR								FRA	FRANCE	FRA								0	043	043	04	1	2.8	1	1	1	5.68561872909699	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106170000	http://www.halesowennews.co.uk/news/15643052.Oldbury_supermarket_rallies_to_support_the_Royal_British_Legion_s_Poppy_Appeal/
704376118	20161106	201611	2016	2016.8384	GOV	COMMERCE SECRETARY						GOV													0	051	051	05	1	3.4	3	1	3	-0.25935531678399	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	0								4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	20171106170000	https://www.adn.com/nation-world/2017/11/06/u-s-commerce-secretary-profited-handsomely-from-a-shipping-company-with-ties-to-putins-family/
